A one-dimensional setting of the electrical breakdown problem

Phi_gradient = 5.625e+06
adaptation_type = 3
delta = 0.001
dt_max = 6.42e-6
duration = 5e-5
l = 1.5e-06
m = 12
t_grid = 500000
t_skip = 1
tol_energy = 2e-7
tol_phi = 2e-4
tol_stability = 1
width = 1.6e-5
x_grid = 32
x_skip = 32
Gamma() =
	[-inf, inf]:2.6 * 3.12228e-10
eps_0() =
	[-inf, inf]:2.6 * 8.85e-12
phi_0() =
	[-inf, 1.6e-5 * 0.34]:				1
	[1.6e-5 * 0.34, 1.6e-5 * 0.66]:		1 - 0.5 * 0.5 * (1 + cos((x / 1.6e-5 - 0.5) / 0.16 * pi))
	[1.6e-5 * 0.66, inf]:				1
t_0 = 0.00000000e+00

0;1;1;1;-7.12449319e-03;4.35396234e-05;5.56547679e-04;5.83984482e+04;inf;5.08051451e+05;3.42474854e-09;1.00000000e-10;1.96830458e-06
0;1;1;1;-7.12452796e-03;4.35404802e-05;5.56552652e-04;5.84013972e+04;2.89390113e+02;5.08079708e+05;3.42457560e-09;6.91108615e-10;1.96819512e-06
0;1;1;1;-7.12456273e-03;4.35413372e-05;5.56557626e-04;5.84043465e+04;2.89413871e+02;5.08107968e+05;3.42440267e-09;6.91051881e-10;1.96808565e-06
1;1;1;1;-7.12463228e-03;4.35430512e-05;5.56567573e-04;5.84102459e+04;2.89443576e+02;5.08164497e+05;3.42405681e-09;6.90980960e-10;1.96786672e-06
2;1;1;1;-7.12477140e-03;4.35464796e-05;5.56587469e-04;5.84220477e+04;2.89503000e+02;5.08277590e+05;3.42336511e-09;6.90839129e-10;1.96742886e-06
3;1;1;1;-7.12504975e-03;4.35533382e-05;5.56627264e-04;5.84456642e+04;2.89621902e+02;5.08503914e+05;3.42198182e-09;6.90555509e-10;1.96655320e-06
4;1;1;1;-7.12560686e-03;4.35670627e-05;5.56706871e-04;5.84929476e+04;2.89859929e+02;5.08957116e+05;3.41921562e-09;6.89988438e-10;1.96480208e-06
5;1;1;1;-7.12672270e-03;4.35945407e-05;5.56866149e-04;5.85877174e+04;2.90336875e+02;5.09865740e+05;3.41368479e-09;6.88854973e-10;1.96130064e-06
6;1;1;1;-7.12896087e-03;4.36496131e-05;5.57184966e-04;5.87780724e+04;2.91294344e+02;5.11691918e+05;3.40262945e-09;6.86590744e-10;1.95430095e-06
7;1;1;1;-7.13346342e-03;4.37602256e-05;5.57823638e-04;5.91620753e+04;2.93223707e+02;5.15380372e+05;3.38054402e-09;6.82073090e-10;1.94031448e-06
8;1;1;1;-7.14257486e-03;4.39833408e-05;5.59105150e-04;5.99435066e+04;2.97141079e+02;5.22904749e+05;3.33647482e-09;6.73080950e-10;1.91239418e-06
9;1;1;1;-7.16123576e-03;4.44372872e-05;5.61684936e-04;6.15621851e+04;3.05218192e+02;5.38569134e+05;3.24874758e-09;6.55268936e-10;1.85677184e-06
10;1;1;1;-7.20041780e-03;4.53773405e-05;5.66912274e-04;6.50411424e+04;3.22408648e+02;5.72585355e+05;3.07497674e-09;6.20330756e-10;1.74646451e-06
11;1;1;1;-7.28721475e-03;4.73974583e-05;5.77643458e-04;7.31391095e+04;3.61551052e+02;6.53530449e+05;2.73451511e-09;5.53172225e-10;1.53015059e-06
12;1;1;1;-7.50525294e-03;5.21079284e-05;6.00248696e-04;9.59077186e+04;4.65631059e+02;8.93037353e+05;2.08533790e-09;4.29524612e-10;1.11977399e-06
13;1;1;1;-8.30184959e-03;6.55691263e-05;6.50078823e-04;2.09074704e+05;8.95148095e+02;2.27517593e+06;9.56595877e-10;2.23426717e-10;4.39526450e-07
12;1;1;1;-9.90179124e-03;8.10333646e-05;6.84564537e-04;5.87629968e+05;3.78415942e+03;8.21660742e+06;3.40350239e-10;1.00000000e-10;1.21704732e-07
10;1;1;1;-1.24147734e-02;9.19726557e-05;6.97234042e-04;1.47148509e+06;2.43102869e+04;2.60890083e+07;1.35917109e-10;1.00000000e-10;3.83303187e-08
8;1;1;1;-1.57735694e-02;9.89972672e-05;7.01637759e-04;2.95485839e+06;1.30756549e+05;6.29603337e+07;1.00000000e-10;1.00000000e-10;1.58830162e-08
7;1;1;1;-2.29731175e-02;1.06404005e-04;7.04373552e-04;6.76422495e+06;5.61672312e+05;1.79818849e+08;1.00000000e-10;1.00000000e-10;5.56115226e-09
5;1;1;1;-3.10442424e-02;1.10829268e-04;7.05328542e-04;1.16022955e+07;2.52054520e+06;3.57181820e+08;1.00000000e-10;1.00000000e-10;2.79969456e-09
4;1;1;1;-4.26443005e-02;1.14754785e-04;7.05903503e-04;1.90213028e+07;7.24722353e+06;6.72451760e+08;1.00000000e-10;1.00000000e-10;1.48709552e-09
3;1;1;1;-5.75696040e-02;1.18067471e-04;7.06239596e-04;2.86397999e+07;1.86520683e+07;1.14285752e+09;1.00000000e-10;1.00000000e-10;8.74999712e-10
3;1;1;1;-9.42035633e-02;1.23225026e-04;7.06574455e-04;4.85620712e+07;4.57855836e+07;2.34952738e+09;1.00000000e-10;1.00000000e-10;4.25617513e-10
2;1;1;1;-1.38148077e-01;1.27759393e-04;7.06730834e-04;5.61392202e+07;1.09849558e+08;3.28691154e+09;1.00000000e-10;1.00000000e-10;3.04236967e-10
1;1;1;1;-1.62562015e-01;1.30449574e-04;7.06784944e-04;4.61596357e+07;1.22055970e+08;3.18937271e+09;1.00000000e-10;1.00000000e-10;3.13541280e-10
1;1;1;1;-1.77467877e-01;1.32700481e-04;7.06818077e-04;3.06337792e+07;7.45178879e+07;2.63655627e+09;1.00000000e-10;1.00000000e-10;3.79282632e-10
1;1;1;1;-1.83856676e-01;1.34214574e-04;7.06839657e-04;1.94930491e+07;3.19363169e+07;2.09627782e+09;1.00000000e-10;1.00000000e-10;4.77036006e-10
1;1;1;1;-1.86495083e-01;1.35187248e-04;7.06856995e-04;1.30971596e+07;1.31870854e+07;1.70963443e+09;1.00000000e-10;1.00000000e-10;5.84920368e-10
2;1;1;1;-1.88561106e-01;1.36506337e-04;7.06888292e-04;6.16463152e+06;5.16168192e+06;1.16314978e+09;1.00000000e-10;1.00000000e-10;8.59734503e-10
3;1;1;1;-1.89352154e-01;1.37765763e-04;7.06947537e-04;1.88395648e+06;9.87161034e+05;6.38810649e+08;1.06159565e-10;1.00000000e-10;1.56540909e-09
3;1;1;1;-1.89445505e-01;1.38162496e-04;7.07006149e-04;1.05718894e+06;1.16120219e+05;4.78689945e+08;1.89180942e-10;1.00000000e-10;2.08903490e-09
4;1;1;1;-1.89498921e-01;1.38621352e-04;7.07123311e-04;4.06984016e+05;3.30248141e+04;2.99544853e+08;4.91419791e-10;1.00000000e-10;3.33839820e-09
4;1;1;1;-1.89510407e-01;1.38815892e-04;7.07240578e-04;2.35659664e+05;6.98388762e+03;2.30778227e+08;8.48681512e-10;1.00000000e-10;4.33316441e-09
5;1;1;1;-1.89520796e-01;1.39065597e-04;7.07475307e-04;1.32783525e+05;3.09526758e+03;1.51294808e+08;1.50621096e-09;1.00000000e-10;6.60961213e-09
5;1;1;1;-1.89526799e-01;1.39198705e-04;7.07710554e-04;1.33300631e+05;1.76061003e+03;1.20175488e+08;1.50036799e-09;1.13596990e-10;8.32116447e-09
6;1;1;1;-1.89537438e-01;1.39400344e-04;7.08181826e-04;1.34341571e+05;1.55732016e+03;8.48931066e+07;1.48874245e-09;1.28425744e-10;1.17795194e-08
6;1;1;1;-1.89547668e-01;1.39547261e-04;7.08655148e-04;1.35396854e+05;1.50146353e+03;7.26888499e+07;1.47713920e-09;1.33203369e-10;1.37572682e-08
6;1;1;1;-1.89557966e-01;1.39680645e-04;7.09130539e-04;1.36470108e+05;1.51387665e+03;6.66068778e+07;1.46552240e-09;1.32111160e-10;1.50134646e-08
7;1;1;1;-1.89578901e-01;1.39937407e-04;7.10084461e-04;1.38666244e+05;1.54097817e+03;5.98130091e+07;1.44231209e-09;1.29787692e-10;1.67187710e-08
7;1;1;1;-1.89600458e-01;1.40186699e-04;7.11046854e-04;1.40943678e+05;1.58953120e+03;5.84180491e+07;1.41900654e-09;1.25823262e-10;1.71179972e-08
7;1;1;1;-1.89622710e-01;1.40439543e-04;7.12017951e-04;1.43308094e+05;1.64279750e+03;5.79845780e+07;1.39559458e-09;1.21743550e-10;1.72459650e-08
7;1;1;1;-1.89645700e-01;1.40697966e-04;7.12998002e-04;1.45764903e+05;1.69930732e+03;5.77792203e+07;1.37207240e-09;1.17695015e-10;1.73072602e-08
7;1;1;1;-1.89669470e-01;1.40962646e-04;7.13987269e-04;1.48319853e+05;1.75910532e+03;5.76297840e+07;1.34843715e-09;1.13694159e-10;1.73521386e-08
7;1;1;1;-1.89694067e-01;1.41233966e-04;7.14986031e-04;1.50979159e+05;1.82241228e+03;5.74928934e+07;1.32468614e-09;1.09744651e-10;1.73934540e-08
7;1;1;1;-1.89719540e-01;1.41512246e-04;7.15994579e-04;1.53749577e+05;1.88950726e+03;5.73573286e+07;1.30081659e-09;1.05847701e-10;1.74345637e-08
7;1;1;1;-1.89745941e-01;1.41797809e-04;7.17013221e-04;1.56638464e+05;1.96070788e+03;5.72200955e+07;1.27682560e-09;1.02003976e-10;1.74763777e-08
7;1;1;1;-1.89773329e-01;1.42090992e-04;7.18042281e-04;1.59653852e+05;2.03636895e+03;5.70803236e+07;1.25271015e-09;1.00000000e-10;1.75191719e-08
7;1;1;1;-1.89801766e-01;1.42392156e-04;7.19082105e-04;1.62804530e+05;2.11688601e+03;5.69376895e+07;1.22846705e-09;1.00000000e-10;1.75630590e-08
7;1;1;1;-1.89831321e-01;1.42701687e-04;7.20133055e-04;1.66100134e+05;2.20270060e+03;5.67920069e+07;1.20409295e-09;1.00000000e-10;1.76081117e-08
7;1;1;1;-1.89862069e-01;1.43019999e-04;7.21195517e-04;1.69551252e+05;2.29430683e+03;5.66431186e+07;1.17958433e-09;1.00000000e-10;1.76543952e-08
7;1;1;1;-1.89894092e-01;1.43347538e-04;7.22269900e-04;1.73169549e+05;2.39225913e+03;5.64908670e+07;1.15493746e-09;1.00000000e-10;1.77019765e-08
7;1;1;1;-1.89927480e-01;1.43684786e-04;7.23356641e-04;1.76967906e+05;2.49718148e+03;5.63350859e+07;1.13014843e-09;1.00000000e-10;1.77509270e-08
7;1;1;1;-1.89962332e-01;1.44032261e-04;7.24456201e-04;1.80960583e+05;2.60977825e+03;5.61755973e+07;1.10521306e-09;1.00000000e-10;1.78013239e-08
7;1;1;1;-1.89998758e-01;1.44390525e-04;7.25569076e-04;1.85163414e+05;2.73084718e+03;5.60122092e+07;1.08012698e-09;1.00000000e-10;1.78532505e-08
7;1;1;1;-1.90036879e-01;1.44760189e-04;7.26695794e-04;1.89594032e+05;2.86129487e+03;5.58447144e+07;1.05488552e-09;1.00000000e-10;1.79067976e-08
7;1;1;1;-1.90076829e-01;1.45141914e-04;7.27836920e-04;1.94272132e+05;3.00215533e+03;5.56728883e+07;1.02948373e-09;1.00000000e-10;1.79620643e-08
7;1;1;1;-1.90118759e-01;1.45536424e-04;7.28993061e-04;1.99219784e+05;3.15461246e+03;5.54964874e+07;1.00391636e-09;1.00000000e-10;1.80191585e-08
7;1;1;1;-1.90162835e-01;1.45944507e-04;7.30164868e-04;2.04461811e+05;3.32002730e+03;5.53152464e+07;9.78177779e-10;1.00000000e-10;1.80781984e-08
