A one-dimensional setting of the electrical breakdown problem
eps_0 = 2.00000000e-01
delta = 4.00000000e-02
l = 1.00000000e+00
Gamma = 1.00000000e+00
m = 5.00000000e-01
Phi_gradient = 4.80000000e+00
x_grid = 50
x_skip = 1
t_grid = 51200
t_skip = 1024
width = 5.00000000e+00
duration = 1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.95225425e-01;9.67274575e-01;9.50000000e-01;9.67274575e-01;9.95225425e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999995e-01;9.99999931e-01;9.99999117e-01;9.99990310e-01;9.99911947e-01;9.99361426e-01;9.96495383e-01;9.86543648e-01;9.67776298e-01;9.57477686e-01;9.67776298e-01;9.86543648e-01;9.96495383e-01;9.99361426e-01;9.99911947e-01;9.99990310e-01;9.99999117e-01;9.99999931e-01;9.99999995e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999995e-01;9.99999956e-01;9.99999623e-01;9.99997095e-01;9.99980324e-01;9.99884915e-01;9.99430815e-01;9.97683486e-01;9.92509979e-01;9.81607479e-01;9.67492108e-01;9.60615301e-01;9.67492108e-01;9.81607479e-01;9.92509979e-01;9.97683486e-01;9.99430815e-01;9.99884915e-01;9.99980324e-01;9.99997095e-01;9.99999623e-01;9.99999956e-01;9.99999995e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999998e-01;9.99999986e-01;9.99999896e-01;9.99999312e-01;9.99995896e-01;9.99978071e-01;9.99896201e-01;9.99570772e-01;9.98475310e-01;9.95441765e-01;9.88807575e-01;9.78050946e-01;9.66606917e-01;9.61501514e-01;9.66606917e-01;9.78050946e-01;9.88807575e-01;9.95441765e-01;9.98475310e-01;9.99570772e-01;9.99896201e-01;9.99978071e-01;9.99995896e-01;9.99999312e-01;9.99999896e-01;9.99999986e-01;9.99999998e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999996e-01;9.99999975e-01;9.99999847e-01;9.99999152e-01;9.99995689e-01;9.99980086e-01;9.99917057e-01;9.99691590e-01;9.98987948e-01;9.97108143e-01;9.92914744e-01;9.85368186e-01;9.74984326e-01;9.65188484e-01;9.61074682e-01;9.65188484e-01;9.74984326e-01;9.85368186e-01;9.92914744e-01;9.97108143e-01;9.98987948e-01;9.99691590e-01;9.99917057e-01;9.99980086e-01;9.99995689e-01;9.99999152e-01;9.99999847e-01;9.99999975e-01;9.99999996e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999994e-01;9.99999967e-01;9.99999824e-01;9.99999136e-01;9.99996068e-01;9.99983557e-01;9.99937185e-01;9.99782415e-01;9.99322267e-01;9.98119711e-01;9.95402661e-01;9.90208169e-01;9.82050849e-01;9.72015822e-01;9.63280769e-01;9.59762001e-01;9.63280769e-01;9.72015822e-01;9.82050849e-01;9.90208169e-01;9.95402661e-01;9.98119711e-01;9.99322267e-01;9.99782415e-01;9.99937185e-01;9.99983557e-01;9.99996068e-01;9.99999136e-01;9.99999824e-01;9.99999967e-01;9.99999994e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999993e-01;9.99999963e-01;9.99999824e-01;9.99999209e-01;9.99996684e-01;9.99987105e-01;9.99953727e-01;9.99847651e-01;9.99542693e-01;9.98757316e-01;9.96966749e-01;9.93405217e-01;9.87339622e-01;9.78722962e-01;9.68945535e-01;9.60906932e-01;9.57763081e-01;9.60906932e-01;9.68945535e-01;9.78722962e-01;9.87339622e-01;9.93405217e-01;9.96966749e-01;9.98757316e-01;9.99542693e-01;9.99847651e-01;9.99953727e-01;9.99987105e-01;9.99996684e-01;9.99999209e-01;9.99999824e-01;9.99999963e-01;9.99999993e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999998e-01;9.99999992e-01;9.99999964e-01;9.99999839e-01;9.99999323e-01;9.99997334e-01;9.99990193e-01;9.99966441e-01;9.99893655e-01;9.99689476e-01;9.99169075e-01;9.97974549e-01;9.95531068e-01;9.91133900e-01;9.84286961e-01;9.75276601e-01;9.65654297e-01;9.58070922e-01;9.55169036e-01;9.58070922e-01;9.65654297e-01;9.75276601e-01;9.84286961e-01;9.91133900e-01;9.95531068e-01;9.97974549e-01;9.99169075e-01;9.99689476e-01;9.99893655e-01;9.99966441e-01;9.99990193e-01;9.99997334e-01;9.99999323e-01;9.99999839e-01;9.99999964e-01;9.99999992e-01;9.99999998e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999998e-01;9.99999993e-01;9.99999967e-01;9.99999861e-01;9.99999446e-01;9.99997923e-01;9.99992686e-01;9.99975889e-01;9.99925839e-01;9.99788038e-01;9.99439511e-01;9.98635244e-01;9.96955325e-01;9.93808970e-01;9.88585263e-01;9.81010568e-01;9.71623079e-01;9.62058189e-01;9.54760496e-01;9.52013871e-01;9.54760496e-01;9.62058189e-01;9.71623079e-01;9.81010568e-01;9.88585263e-01;9.93808970e-01;9.96955325e-01;9.98635244e-01;9.99439511e-01;9.99788038e-01;9.99925839e-01;9.99975889e-01;9.99992686e-01;9.99997923e-01;9.99999446e-01;9.99999861e-01;9.99999967e-01;9.99999993e-01;9.99999998e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999998e-01;9.99999993e-01;9.99999971e-01;9.99999884e-01;9.99999560e-01;9.99998415e-01;9.99994616e-01;9.99982778e-01;9.99948280e-01;9.99854681e-01;9.99619340e-01;9.99073936e-01;9.97916113e-01;9.95680759e-01;9.91788855e-01;9.85740531e-01;9.77462517e-01;9.67685366e-01;9.58087949e-01;9.50949724e-01;9.48297732e-01;9.50949724e-01;9.58087949e-01;9.67685366e-01;9.77462517e-01;9.85740531e-01;9.91788855e-01;9.95680759e-01;9.97916113e-01;9.99073936e-01;9.99619340e-01;9.99854681e-01;9.99948280e-01;9.99982778e-01;9.99994616e-01;9.99998415e-01;9.99999560e-01;9.99999884e-01;9.99999971e-01;9.99999993e-01;9.99999998e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999994e-01;9.99999976e-01;9.99999907e-01;9.99999658e-01;9.99998810e-01;9.99996073e-01;9.99987744e-01;9.99963909e-01;9.99900000e-01;9.99740055e-01;9.99368069e-01;9.98568109e-01;9.96986355e-01;9.94129342e-01;9.89450991e-01;9.82569716e-01;9.73589783e-01;9.63391922e-01;9.53678611e-01;9.46600377e-01;9.43997743e-01;9.46600377e-01;9.53678611e-01;9.63391922e-01;9.73589783e-01;9.82569716e-01;9.89450991e-01;9.94129342e-01;9.96986355e-01;9.98568109e-01;9.99368069e-01;9.99740055e-01;9.99900000e-01;9.99963909e-01;9.99987744e-01;9.99996073e-01;9.99998810e-01;9.99999658e-01;9.99999907e-01;9.99999976e-01;9.99999994e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999995e-01;9.99999980e-01;9.99999926e-01;9.99999738e-01;9.99999116e-01;9.99997153e-01;9.99991299e-01;9.99974795e-01;9.99930968e-01;9.99821691e-01;9.99566791e-01;9.99012800e-01;9.97896085e-01;9.95819069e-01;9.92275529e-01;9.86767838e-01;9.79033904e-01;9.69334775e-01;9.58671982e-01;9.48763521e-01;9.41662198e-01;9.39072863e-01;9.41662198e-01;9.48763521e-01;9.58671982e-01;9.69334775e-01;9.79033904e-01;9.86767838e-01;9.92275529e-01;9.95819069e-01;9.97896085e-01;9.99012800e-01;9.99566791e-01;9.99821691e-01;9.99930968e-01;9.99974795e-01;9.99991299e-01;9.99997153e-01;9.99999116e-01;9.99999738e-01;9.99999926e-01;9.99999980e-01;9.99999995e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999996e-01;9.99999984e-01;9.99999943e-01;9.99999803e-01;9.99999348e-01;9.99997946e-01;9.99993833e-01;9.99982381e-01;9.99952215e-01;9.99877231e-01;9.99701881e-01;9.99317409e-01;9.98529995e-01;9.97029994e-01;9.94384683e-01;9.90088861e-01;9.83704311e-01;9.75086197e-01;9.64634579e-01;9.53451732e-01;9.43270157e-01;9.36072125e-01;9.33465442e-01;9.36072125e-01;9.43270157e-01;9.53451732e-01;9.64634579e-01;9.75086197e-01;9.83704311e-01;9.90088861e-01;9.94384683e-01;9.97029994e-01;9.98529995e-01;9.99317409e-01;9.99701881e-01;9.99877231e-01;9.99952215e-01;9.99982381e-01;9.99993833e-01;9.99997946e-01;9.99999348e-01;9.99999803e-01;9.99999943e-01;9.99999984e-01;9.99999996e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00
1.00000000e+00;9.99999999e-01;9.99999997e-01;9.99999988e-01;9.99999956e-01;9.99999852e-01;9.99999523e-01;9.99998524e-01;9.99995633e-01;9.99987671e-01;9.99966843e-01;9.99915203e-01;9.99794178e-01;9.99526837e-01;9.98971965e-01;9.97893684e-01;9.95939372e-01;9.92650036e-01;9.87533296e-01;9.80217751e-01;9.70671683e-01;9.59419443e-01;9.47650842e-01;9.37116447e-01;9.29752446e-01;9.27100600e-01;9.29752446e-01;9.37116447e-01;9.47650842e-01;9.59419443e-01;9.70671683e-01;9.80217751e-01;9.87533296e-01;9.92650036e-01;9.95939372e-01;9.97893684e-01;9.98971965e-01;9.99526837e-01;9.99794178e-01;9.99915203e-01;9.99966843e-01;9.99987671e-01;9.99995633e-01;9.99998524e-01;9.99999523e-01;9.99999852e-01;9.99999956e-01;9.99999988e-01;9.99999997e-01;9.99999999e-01;1.00000000e+00
1.00000000e+00;9.99999997e-01;9.99999990e-01;9.99999967e-01;9.99999890e-01;9.99999652e-01;9.99998941e-01;9.99996909e-01;9.99991365e-01;9.99976945e-01;9.99941271e-01;9.99857505e-01;9.99671283e-01;9.99280369e-01;9.98507804e-01;9.97075037e-01;9.94590482e-01;9.90577565e-01;9.84566562e-01;9.76257492e-01;9.65726615e-01;9.53610613e-01;9.41178822e-01;9.30206819e-01;9.22607717e-01;9.19883745e-01;9.22607717e-01;9.30206819e-01;9.41178822e-01;9.53610613e-01;9.65726615e-01;9.76257492e-01;9.84566562e-01;9.90577565e-01;9.94590482e-01;9.97075037e-01;9.98507804e-01;9.99280369e-01;9.99671283e-01;9.99857505e-01;9.99941271e-01;9.99976945e-01;9.99991365e-01;9.99996909e-01;9.99998941e-01;9.99999652e-01;9.99999890e-01;9.99999967e-01;9.99999990e-01;9.99999997e-01;1.00000000e+00
1.00000000e+00;9.99999993e-01;9.99999975e-01;9.99999919e-01;9.99999748e-01;9.99999242e-01;9.99997814e-01;9.99993946e-01;9.99983940e-01;9.99959229e-01;9.99901109e-01;9.99771186e-01;9.99495778e-01;9.98943578e-01;9.97899239e-01;9.96041884e-01;9.92945621e-01;9.88124497e-01;9.81139356e-01;9.71763951e-01;9.60176812e-01;9.47117398e-01;9.33930716e-01;9.22427268e-01;9.14520017e-01;9.11696061e-01;9.14520017e-01;9.22427268e-01;9.33930716e-01;9.47117398e-01;9.60176812e-01;9.71763951e-01;9.81139356e-01;9.88124497e-01;9.92945621e-01;9.96041884e-01;9.97899239e-01;9.98943578e-01;9.99495778e-01;9.99771186e-01;9.99901109e-01;9.99959229e-01;9.99983940e-01;9.99993946e-01;9.99997814e-01;9.99999242e-01;9.99999748e-01;9.99999919e-01;9.99999975e-01;9.99999993e-01;1.00000000e+00
1.00000000e+00;9.99999983e-01;9.99999941e-01;9.99999818e-01;9.99999458e-01;9.99998453e-01;9.99995752e-01;9.99988794e-01;9.99971637e-01;9.99931226e-01;9.99840451e-01;9.99646385e-01;9.99252386e-01;9.98494549e-01;9.97117156e-01;9.94758155e-01;9.90962385e-01;9.85241960e-01;9.77194271e-01;9.66667113e-01;9.53935158e-01;9.39833154e-01;9.25781505e-01;9.13638702e-01;9.05341880e-01;9.02387370e-01;9.05341880e-01;9.13638702e-01;9.25781505e-01;9.39833154e-01;9.53935158e-01;9.66667113e-01;9.77194271e-01;9.85241960e-01;9.90962385e-01;9.94758155e-01;9.97117156e-01;9.98494549e-01;9.99252386e-01;9.99646385e-01;9.99840451e-01;9.99931226e-01;9.99971637e-01;9.99988794e-01;9.99995752e-01;9.99998453e-01;9.99999458e-01;9.99999818e-01;9.99999941e-01;9.99999983e-01;1.00000000e+00
1.00000000e+00;9.99999961e-01;9.99999869e-01;9.99999614e-01;9.99998906e-01;9.99997017e-01;9.99992169e-01;9.99980233e-01;9.99952082e-01;9.99888575e-01;9.99751790e-01;9.99471031e-01;9.98923000e-01;9.97907984e-01;9.96128542e-01;9.93183271e-01;9.88592849e-01;9.81873885e-01;9.72664284e-01;9.60884214e-01;9.46897907e-01;9.31629658e-01;9.16578383e-01;9.03667433e-01;8.94885674e-01;8.91765147e-01;8.94885674e-01;9.03667433e-01;9.16578383e-01;9.31629658e-01;9.46897907e-01;9.60884214e-01;9.72664284e-01;9.81873885e-01;9.88592849e-01;9.93183271e-01;9.96128542e-01;9.97907984e-01;9.98923000e-01;9.99471031e-01;9.99751790e-01;9.99888575e-01;9.99952082e-01;9.99980233e-01;9.99992169e-01;9.99997017e-01;9.99998906e-01;9.99999614e-01;9.99999869e-01;9.99999961e-01;1.00000000e+00
1.00000000e+00;9.99999915e-01;9.99999727e-01;9.99999227e-01;9.99997904e-01;9.99994520e-01;9.99986202e-01;9.99966558e-01;9.99922075e-01;9.99825631e-01;9.99625757e-01;9.99230529e-01;9.98486330e-01;9.97154776e-01;9.94895959e-01;9.91271420e-01;9.85782570e-01;9.77955586e-01;9.67470583e-01;9.54316301e-01;9.38939250e-01;9.22348976e-01;9.06129539e-01;8.92291056e-01;8.82907373e-01;8.79577516e-01;8.82907373e-01;8.92291056e-01;9.06129539e-01;9.22348976e-01;9.38939250e-01;9.54316301e-01;9.67470583e-01;9.77955586e-01;9.85782570e-01;9.91271420e-01;9.94895959e-01;9.97154776e-01;9.98486330e-01;9.99230529e-01;9.99625757e-01;9.99825631e-01;9.99922075e-01;9.99966558e-01;9.99986202e-01;9.99994520e-01;9.99997904e-01;9.99999227e-01;9.99999727e-01;9.99999915e-01;1.00000000e+00
1.00000000e+00;9.99999826e-01;9.99999460e-01;9.99998528e-01;9.99996162e-01;9.99990354e-01;9.99976626e-01;9.99945435e-01;9.99877409e-01;9.99735216e-01;9.99450806e-01;9.98907400e-01;9.97917480e-01;9.96201514e-01;9.93376912e-01;9.88970703e-01;9.82469330e-01;9.73411798e-01;9.61519423e-01;9.46843145e-01;9.29903266e-01;9.11791381e-01;8.94187230e-01;8.79216622e-01;8.69080974e-01;8.65486246e-01;8.69080974e-01;8.79216622e-01;8.94187230e-01;9.11791381e-01;9.29903266e-01;9.46843145e-01;9.61519423e-01;9.73411798e-01;9.82469330e-01;9.88970703e-01;9.93376912e-01;9.96201514e-01;9.97917480e-01;9.98907400e-01;9.99450806e-01;9.99735216e-01;9.99877409e-01;9.99945435e-01;9.99976626e-01;9.99990354e-01;9.99996162e-01;9.99998528e-01;9.99999460e-01;9.99999826e-01;1.00000000e+00
1.00000000e+00;9.99999662e-01;9.99998979e-01;9.99997313e-01;9.99993250e-01;9.99983642e-01;9.99961748e-01;9.99913747e-01;9.99812642e-01;9.99608335e-01;9.99212876e-01;9.98480881e-01;9.97187484e-01;9.95009919e-01;9.91523105e-01;9.86222058e-01;9.78581438e-01;9.68153893e-01;9.54697491e-01;9.38315595e-01;9.19591708e-01;8.99696709e-01;8.80421108e-01;8.64045464e-01;8.52956532e-01;8.49022151e-01;8.52956532e-01;8.64045464e-01;8.80421108e-01;8.99696709e-01;9.19591708e-01;9.38315595e-01;9.54697491e-01;9.68153893e-01;9.78581438e-01;9.86222058e-01;9.91523105e-01;9.95009919e-01;9.97187484e-01;9.98480881e-01;9.99212876e-01;9.99608335e-01;9.99812642e-01;9.99913747e-01;9.99961748e-01;9.99983642e-01;9.99993250e-01;9.99997313e-01;9.99998979e-01;9.99999662e-01;1.00000000e+00
1.00000000e+00;9.99999368e-01;9.99998145e-01;9.99995280e-01;9.99988541e-01;9.99973157e-01;9.99939272e-01;9.99867407e-01;9.99720850e-01;9.99433854e-01;9.98894996e-01;9.97926459e-01;9.96262761e-01;9.93536165e-01;9.89279516e-01;9.82957826e-01;9.74035363e-01;9.62075822e-01;9.46864962e-01;9.28543902e-01;9.07744896e-01;8.85714447e-01;8.64374152e-01;8.46213504e-01;8.33887570e-01;8.29507405e-01;8.33887570e-01;8.46213504e-01;8.64374152e-01;8.85714447e-01;9.07744896e-01;9.28543902e-01;9.46864962e-01;9.62075822e-01;9.74035363e-01;9.82957826e-01;9.89279516e-01;9.93536165e-01;9.96262761e-01;9.97926459e-01;9.98894996e-01;9.99433854e-01;9.99720850e-01;9.99867407e-01;9.99939272e-01;9.99973157e-01;9.99988541e-01;9.99995280e-01;9.99998145e-01;9.99999368e-01;1.00000000e+00
1.00000000e+00;9.99998866e-01;9.99996751e-01;9.99991985e-01;9.99981152e-01;9.99957218e-01;9.99906148e-01;9.99801137e-01;9.99593336e-01;9.99198139e-01;9.98476846e-01;9.97215358e-01;9.95104493e-01;9.91730076e-01;9.86583204e-01;9.79099794e-01;9.68732293e-01;9.55048037e-01;9.37844823e-01;9.17279257e-01;8.94010580e-01;8.69353208e-01;8.45385486e-01;8.24883200e-01;8.10896608e-01;8.05910426e-01;8.10896608e-01;8.24883200e-01;8.45385486e-01;8.69353208e-01;8.94010580e-01;9.17279257e-01;9.37844823e-01;9.55048037e-01;9.68732293e-01;9.79099794e-01;9.86583204e-01;9.91730076e-01;9.95104493e-01;9.97215358e-01;9.98476846e-01;9.99198139e-01;9.99593336e-01;9.99801137e-01;9.99906148e-01;9.99957218e-01;9.99981152e-01;9.99991985e-01;9.99996751e-01;9.99998866e-01;1.00000000e+00
