A one-dimensional setting of the electrical breakdown problem

Phi_gradient = 5.625e+06
b_1 = 0.2383
b_2 = 0.5703
c_1 = 0.1172
c_2 = 0.4023
c_3 = 0.7852
delta = 0.001
duration = 1.0e-1
l = 1.5e-06
m = 1
t_grid = 1000000000
t_skip = 20000
width = 1.28e-4
x_grid = 1024
x_skip = 1024
Gamma() =
	[-inf, 1.28e-4 * b_1]:			2.6 * 3.12228e-10
	[1.28e-4 * b_1, 1.28e-4 * b_2]:	2.8 * 3.12228e-10
	[1.28e-4 * b_2, inf]:			3.0 * 3.12228e-10
eps_0() =
	[-inf, 1.28e-4 * b_1]:			2.6 * 8.85e-12
	[1.28e-4 * b_1, 1.28e-4 * b_2]:	2.8 * 8.85e-12
	[1.28e-4 * b_2, inf]:			3.0 * 8.85e-12
phi_0() =
	[-inf, 1.28e-4 * (c_1 - 0.02)]:						1
	[1.28e-4 * (c_1 - 0.02), 1.28e-4 * (c_1 + 0.02)]:	1 - 0.5 * 0.02 * (1 + cos((x / 1.28e-4 - c_1) / 0.02 * pi))
	[1.28e-4 * (c_1 + 0.02), 1.28e-4 * (c_2 - 0.02)]:	1
	[1.28e-4 * (c_2 - 0.02), 1.28e-4 * (c_2 + 0.02)]:	1 - 0.5 * 0.02 * (1 + cos((x / 1.28e-4 - c_2) / 0.02 * pi))
	[1.28e-4 * (c_2 + 0.02), 1.28e-4 * (c_3 - 0.02)]:	1
	[1.28e-4 * (c_3 - 0.02), 1.28e-4 * (c_3 + 0.02)]:	1 - 0.5 * 0.02 * (1 + cos((x / 1.28e-4 - c_3) / 0.02 * pi))
	[1.28e-4 * (c_3 + 0.02), inf]:						1
t_0 = 0.00000000e+00

1;1;-5.08200313e-02;2.50849285e-07;5.25274138e-06
1;1;-5.08200277e-02;2.50264919e-07;5.24918576e-06
1;1;-5.08200241e-02;2.49684541e-07;5.24563986e-06
1;1;-5.08200205e-02;2.49107955e-07;5.24210358e-06
1;1;-5.08200170e-02;2.48534990e-07;5.23857684e-06
1;1;-5.08200134e-02;2.47965501e-07;5.23505957e-06
1;1;-5.08200099e-02;2.47399359e-07;5.23155170e-06
1;1;-5.08200063e-02;2.46836454e-07;5.22805315e-06
1;1;-5.08200028e-02;2.46276685e-07;5.22456387e-06
1;1;-5.08199993e-02;2.45719962e-07;5.22108380e-06
1;1;-5.08199958e-02;2.45166206e-07;5.21761288e-06
1;1;-5.08199923e-02;2.44615342e-07;5.21415105e-06
1;1;-5.08199888e-02;2.44067305e-07;5.21069826e-06
1;1;-5.08199853e-02;2.43522033e-07;5.20725446e-06
1;1;-5.08199818e-02;2.42979469e-07;5.20381960e-06
1;1;-5.08199784e-02;2.42439560e-07;5.20039362e-06
1;1;-5.08199749e-02;2.41902257e-07;5.19697648e-06
1;1;-5.08199714e-02;2.41367515e-07;5.19356814e-06
1;1;-5.08199680e-02;2.40835290e-07;5.19016854e-06
1;1;-5.08199646e-02;2.40305542e-07;5.18677764e-06
1;1;-5.08199612e-02;2.39778232e-07;5.18339540e-06
1;1;-5.08199577e-02;2.39253324e-07;5.18002176e-06
1;1;-5.08199543e-02;2.38730783e-07;5.17665670e-06
1;1;-5.08199509e-02;2.38210577e-07;5.17330017e-06
1;1;-5.08199476e-02;2.37692675e-07;5.16995212e-06
1;1;-5.08199442e-02;2.37177046e-07;5.16661251e-06
1;1;-5.08199408e-02;2.36663661e-07;5.16328131e-06
1;1;-5.08199374e-02;2.36152494e-07;5.15995848e-06
1;1;-5.08199341e-02;2.35643518e-07;5.15664397e-06
1;1;-5.08199308e-02;2.35136708e-07;5.15333774e-06
1;1;-5.08199274e-02;2.34632038e-07;5.15003977e-06
1;1;-5.08199241e-02;2.34129486e-07;5.14675001e-06
1;1;-5.08199208e-02;2.33629028e-07;5.14346842e-06
1;1;-5.08199175e-02;2.33130644e-07;5.14019497e-06
1;1;-5.08199142e-02;2.32634310e-07;5.13692963e-06
1;1;-5.08199109e-02;2.32140007e-07;5.13367234e-06
1;1;-5.08199076e-02;2.31647715e-07;5.13042309e-06
1;1;-5.08199043e-02;2.31157414e-07;5.12718184e-06
1;1;-5.08199010e-02;2.30669085e-07;5.12394854e-06
1;1;-5.08198978e-02;2.30182709e-07;5.12072317e-06
