A one-dimensional setting of the electrical breakdown problem

Phi_gradient = 5.625e+06
b_1 = 0.2383
b_2 = 0.5703
c_1 = 0.1172
c_2 = 0.4023
c_3 = 0.7852
delta = 0.001
duration = 1.0e-1
l = 1.5e-06
m = 1
t_grid = 2000000000
t_skip = 40000
width = 1.28e-4
x_grid = 256
x_skip = 256
Gamma() =
	[-inf, 1.28e-4 * b_1]:			2.6 * 3.12228e-10
	[1.28e-4 * b_1, 1.28e-4 * b_2]:	2.8 * 3.12228e-10
	[1.28e-4 * b_2, inf]:			3.0 * 3.12228e-10
eps_0() =
	[-inf, 1.28e-4 * b_1]:			2.6 * 8.85e-12
	[1.28e-4 * b_1, 1.28e-4 * b_2]:	2.8 * 8.85e-12
	[1.28e-4 * b_2, inf]:			3.0 * 8.85e-12
phi_0() =
	[-inf, 1.28e-4 * (c_1 - 0.02)]:						1
	[1.28e-4 * (c_1 - 0.02), 1.28e-4 * (c_1 + 0.02)]:	1 - 0.5 * 0.02 * (1 + cos((x / 1.28e-4 - c_1) / 0.02 * pi))
	[1.28e-4 * (c_1 + 0.02), 1.28e-4 * (c_2 - 0.02)]:	1
	[1.28e-4 * (c_2 - 0.02), 1.28e-4 * (c_2 + 0.02)]:	1 - 0.5 * 0.02 * (1 + cos((x / 1.28e-4 - c_2) / 0.02 * pi))
	[1.28e-4 * (c_2 + 0.02), 1.28e-4 * (c_3 - 0.02)]:	1
	[1.28e-4 * (c_3 - 0.02), 1.28e-4 * (c_3 + 0.02)]:	1 - 0.5 * 0.02 * (1 + cos((x / 1.28e-4 - c_3) / 0.02 * pi))
	[1.28e-4 * (c_3 + 0.02), inf]:						1
t_0 = 0.00000000e+00

1;1;-5.08200314e-02;2.25065900e-07;5.25283285e-06
1;1;-5.08200279e-02;2.24622161e-07;5.24940189e-06
1;1;-5.08200245e-02;2.24179898e-07;5.24597925e-06
1;1;-5.08200210e-02;2.23739100e-07;5.24256489e-06
1;1;-5.08200176e-02;2.23299763e-07;5.23915877e-06
1;1;-5.08200141e-02;2.22861877e-07;5.23576087e-06
1;1;-5.08200107e-02;2.22425437e-07;5.23237115e-06
1;1;-5.08200073e-02;2.21990433e-07;5.22898958e-06
1;1;-5.08200039e-02;2.21556861e-07;5.22561612e-06
1;1;-5.08200005e-02;2.21124711e-07;5.22225076e-06
1;1;-5.08199971e-02;2.20693978e-07;5.21889345e-06
1;1;-5.08199937e-02;2.20264653e-07;5.21554417e-06
1;1;-5.08199903e-02;2.19836731e-07;5.21220287e-06
1;1;-5.08199869e-02;2.19410204e-07;5.20886955e-06
1;1;-5.08199836e-02;2.18985066e-07;5.20554415e-06
1;1;-5.08199802e-02;2.18561309e-07;5.20222666e-06
1;1;-5.08199769e-02;2.18138927e-07;5.19891703e-06
1;1;-5.08199735e-02;2.17717913e-07;5.19561525e-06
1;1;-5.08199702e-02;2.17298261e-07;5.19232128e-06
1;1;-5.08199669e-02;2.16879964e-07;5.18903510e-06
1;1;-5.08199635e-02;2.16463015e-07;5.18575666e-06
1;1;-5.08199602e-02;2.16047407e-07;5.18248595e-06
1;1;-5.08199569e-02;2.15633136e-07;5.17922294e-06
1;1;-5.08199536e-02;2.15220193e-07;5.17596759e-06
1;1;-5.08199504e-02;2.14808573e-07;5.17271988e-06
1;1;-5.08199471e-02;2.14398269e-07;5.16947978e-06
1;1;-5.08199438e-02;2.13989276e-07;5.16624726e-06
1;1;-5.08199405e-02;2.13581586e-07;5.16302229e-06
1;1;-5.08199373e-02;2.13175194e-07;5.15980485e-06
1;1;-5.08199340e-02;2.12770093e-07;5.15659490e-06
1;1;-5.08199308e-02;2.12366278e-07;5.15339242e-06
1;1;-5.08199276e-02;2.11963743e-07;5.15019739e-06
1;1;-5.08199244e-02;2.11562481e-07;5.14700977e-06
1;1;-5.08199211e-02;2.11162487e-07;5.14382954e-06
1;1;-5.08199179e-02;2.10763754e-07;5.14065667e-06
1;1;-5.08199147e-02;2.10366277e-07;5.13749114e-06
1;1;-5.08199115e-02;2.09970050e-07;5.13433291e-06
1;1;-5.08199083e-02;2.09575067e-07;5.13118197e-06
1;1;-5.08199052e-02;2.09181322e-07;5.12803828e-06
1;1;-5.08199020e-02;2.08788810e-07;5.12490182e-06
1;1;-5.08198988e-02;2.08397525e-07;5.12177256e-06
1;1;-5.08198957e-02;2.08007462e-07;5.11865048e-06
1;1;-5.08198925e-02;2.07618615e-07;5.11553555e-06
1;1;-5.08198894e-02;2.07230978e-07;5.11242775e-06
1;1;-5.08198862e-02;2.06844545e-07;5.10932705e-06
1;1;-5.08198831e-02;2.06459312e-07;5.10623343e-06
1;1;-5.08198800e-02;2.06075273e-07;5.10314685e-06
1;1;-5.08198769e-02;2.05692423e-07;5.10006730e-06
1;1;-5.08198738e-02;2.05310755e-07;5.09699476e-06
1;1;-5.08198707e-02;2.04930266e-07;5.09392919e-06
1;1;-5.08198676e-02;2.04550949e-07;5.09087057e-06
1;1;-5.08198645e-02;2.04172799e-07;5.08781888e-06
1;1;-5.08198614e-02;2.03795812e-07;5.08477410e-06
1;1;-5.08198583e-02;2.03419981e-07;5.08173619e-06
1;1;-5.08198553e-02;2.03045302e-07;5.07870514e-06
1;1;-5.08198522e-02;2.02671770e-07;5.07568092e-06
1;1;-5.08198491e-02;2.02299380e-07;5.07266352e-06
1;1;-5.08198461e-02;2.01928126e-07;5.06965289e-06
1;1;-5.08198431e-02;2.01558004e-07;5.06664903e-06
1;1;-5.08198400e-02;2.01189008e-07;5.06365190e-06
1;1;-5.08198370e-02;2.00821134e-07;5.06066149e-06
1;1;-5.08198340e-02;2.00454377e-07;5.05767778e-06
1;1;-5.08198310e-02;2.00088731e-07;5.05470073e-06
1;1;-5.08198280e-02;1.99724193e-07;5.05173032e-06
1;1;-5.08198250e-02;1.99360757e-07;5.04876655e-06
1;1;-5.08198220e-02;1.98998418e-07;5.04580937e-06
1;1;-5.08198190e-02;1.98637172e-07;5.04285877e-06
1;1;-5.08198160e-02;1.98277013e-07;5.03991473e-06
1;1;-5.08198131e-02;1.97917939e-07;5.03697722e-06
1;1;-5.08198101e-02;1.97559942e-07;5.03404623e-06
1;1;-5.08198071e-02;1.97203020e-07;5.03112173e-06
1;1;-5.08198042e-02;1.96847167e-07;5.02820369e-06
1;1;-5.08198012e-02;1.96492379e-07;5.02529210e-06
1;1;-5.08197983e-02;1.96138651e-07;5.02238694e-06
1;1;-5.08197954e-02;1.95785979e-07;5.01948818e-06
1;1;-5.08197924e-02;1.95434358e-07;5.01659581e-06
1;1;-5.08197895e-02;1.95083784e-07;5.01370980e-06
1;1;-5.08197866e-02;1.94734252e-07;5.01083012e-06
1;1;-5.08197837e-02;1.94385758e-07;5.00795677e-06
1;1;-5.08197808e-02;1.94038298e-07;5.00508971e-06
1;1;-5.08197779e-02;1.93691867e-07;5.00222894e-06
1;1;-5.08197750e-02;1.93346460e-07;4.99937442e-06
1;1;-5.08197721e-02;1.93002075e-07;4.99652613e-06
1;1;-5.08197693e-02;1.92658705e-07;4.99368406e-06
1;1;-5.08197664e-02;1.92316348e-07;4.99084819e-06
1;1;-5.08197635e-02;1.91974999e-07;4.98801849e-06
1;1;-5.08197607e-02;1.91634653e-07;4.98519495e-06
1;1;-5.08197578e-02;1.91295307e-07;4.98237754e-06
1;1;-5.08197550e-02;1.90956956e-07;4.97956625e-06
1;1;-5.08197521e-02;1.90619596e-07;4.97676105e-06
1;1;-5.08197493e-02;1.90283223e-07;4.97396193e-06
1;1;-5.08197465e-02;1.89947834e-07;4.97116887e-06
1;1;-5.08197437e-02;1.89613423e-07;4.96838184e-06
1;1;-5.08197409e-02;1.89279988e-07;4.96560082e-06
1;1;-5.08197380e-02;1.88947523e-07;4.96282581e-06
1;1;-5.08197352e-02;1.88616025e-07;4.96005677e-06
1;1;-5.08197325e-02;1.88285491e-07;4.95729369e-06
1;1;-5.08197297e-02;1.87955915e-07;4.95453655e-06
1;1;-5.08197269e-02;1.87627295e-07;4.95178533e-06
1;1;-5.08197241e-02;1.87299626e-07;4.94904002e-06
1;1;-5.08197213e-02;1.86972905e-07;4.94630058e-06
1;1;-5.08197186e-02;1.86647127e-07;4.94356701e-06
1;1;-5.08197158e-02;1.86322289e-07;4.94083929e-06
1;1;-5.08197131e-02;1.85998387e-07;4.93811739e-06
1;1;-5.08197103e-02;1.85675418e-07;4.93540130e-06
1;1;-5.08197076e-02;1.85353376e-07;4.93269100e-06
1;1;-5.08197048e-02;1.85032260e-07;4.92998648e-06
1;1;-5.08197021e-02;1.84712065e-07;4.92728770e-06
1;1;-5.08196994e-02;1.84392787e-07;4.92459466e-06
1;1;-5.08196967e-02;1.84074422e-07;4.92190734e-06
1;1;-5.08196940e-02;1.83756968e-07;4.91922572e-06
1;1;-5.08196912e-02;1.83440420e-07;4.91654978e-06
1;1;-5.08196885e-02;1.83124775e-07;4.91387951e-06
1;1;-5.08196858e-02;1.82810029e-07;4.91121488e-06
1;1;-5.08196832e-02;1.82496179e-07;4.90855588e-06
1;1;-5.08196805e-02;1.82183221e-07;4.90590249e-06
1;1;-5.08196778e-02;1.81871152e-07;4.90325469e-06
1;1;-5.08196751e-02;1.81559968e-07;4.90061247e-06
1;1;-5.08196725e-02;1.81249665e-07;4.89797581e-06
1;1;-5.08196698e-02;1.80940240e-07;4.89534469e-06
1;1;-5.08196671e-02;1.80631690e-07;4.89271909e-06
1;1;-5.08196645e-02;1.80324012e-07;4.89009900e-06
1;1;-5.08196618e-02;1.80017201e-07;4.88748441e-06
1;1;-5.08196592e-02;1.79711255e-07;4.88487528e-06
1;1;-5.08196566e-02;1.79406170e-07;4.88227161e-06
1;1;-5.08196539e-02;1.79101942e-07;4.87967339e-06
1;1;-5.08196513e-02;1.78798569e-07;4.87708058e-06
1;1;-5.08196487e-02;1.78496047e-07;4.87449318e-06
1;1;-5.08196461e-02;1.78194373e-07;4.87191118e-06
1;1;-5.08196435e-02;1.77893543e-07;4.86933454e-06
1;1;-5.08196409e-02;1.77593554e-07;4.86676326e-06
