A one-dimensional setting of the electrical breakdown problem

adaptation_type = 0
delta = 0.001
dt_max = 6e-6
duration = 2e-3
l = 1.5e-06
m = 12
q = 2e-10
t_grid = 1000000
t_skip = 512
tol_energy = 1.5e-10
tol_phi = 1.4e-5
tol_stability = 1.1e-2
width = 3.2e-5
x_grid = 64
x_skip = 1
Gamma() =
	[-inf, inf]:2.6 * 3.12228e-10
eps_0() =
	[-inf, inf]:2.6 * 8.85e-12
phi_0() =
	[-inf, 3.2e-5 * 0.42]:				1
	[3.2e-5 * 0.42, 3.2e-5 * 0.58]:		1 - 0.05 * 0.5 * (1 + cos((x / 3.2e-5 - 0.5) / 0.08 * pi))
	[3.2e-5 * 0.58, inf]:				1
t_0 = 0.00000000e+00

9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932261e-01;9.94325261e-01;9.81667819e-01;9.66577754e-01;9.54560380e-01;9.50000000e-01;9.54560380e-01;9.66577754e-01;9.81667819e-01;9.94325261e-01;9.99932261e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.88952753e-05;4.35396234e-07;9.82332175e-06
9;512;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.00000000e+00;1.00000000e+00;9.99999980e-01;9.99997648e-01;9.99826448e-01;9.94312663e-01;9.82004021e-01;9.67301648e-01;9.55571083e-01;9.51114558e-01;9.55571083e-01;9.67301648e-01;9.82004021e-01;9.94312663e-01;9.99826448e-01;9.99997648e-01;9.99999980e-01;1.00000000e+00;1.00000000e+00;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.91414960e-05;4.14076242e-07;9.41417531e-06
9;512;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999898e-01;9.99993445e-01;9.99726566e-01;9.94300861e-01;9.82320862e-01;9.67986678e-01;9.56529598e-01;9.52172343e-01;9.56529598e-01;9.67986678e-01;9.82320862e-01;9.94300861e-01;9.99726566e-01;9.99993445e-01;9.99999898e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.93758124e-05;3.94360328e-07;9.03411332e-06
9;512;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.00000000e+00;1.00000000e+00;9.99999995e-01;9.99999722e-01;9.99987606e-01;9.99632098e-01;9.94289696e-01;9.82619667e-01;9.68635419e-01;9.57439292e-01;9.53176982e-01;9.57439292e-01;9.68635419e-01;9.82619667e-01;9.94289696e-01;9.99632098e-01;9.99987606e-01;9.99999722e-01;9.99999995e-01;1.00000000e+00;1.00000000e+00;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.95987695e-05;3.76099710e-07;8.68060210e-06
9;512;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999988e-01;9.99999429e-01;9.99980316e-01;9.99542578e-01;9.94279034e-01;9.82901663e-01;9.69250262e-01;9.58303306e-01;9.54131859e-01;9.58303306e-01;9.69250262e-01;9.82901663e-01;9.94279034e-01;9.99542578e-01;9.99980316e-01;9.99999429e-01;9.99999988e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.98109094e-05;3.59161181e-07;8.35135411e-06
9;512;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999973e-01;9.99998999e-01;9.99971740e-01;9.99457586e-01;9.94268761e-01;9.83167983e-01;9.69833426e-01;9.59124561e-01;9.55040129e-01;9.59124561e-01;9.69833426e-01;9.83167983e-01;9.94268761e-01;9.99457586e-01;9.99971740e-01;9.99998999e-01;9.99999973e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2.00127660e-05;3.43425374e-07;8.04430326e-06
9;512;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999950e-01;9.99998415e-01;9.99962022e-01;9.99376742e-01;9.94258780e-01;9.83419679e-01;9.70386972e-01;9.59905776e-01;9.55904726e-01;9.59905776e-01;9.70386972e-01;9.83419679e-01;9.94258780e-01;9.99376742e-01;9.99962022e-01;9.99998415e-01;9.99999950e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2.02048609e-05;3.28785229e-07;7.75758256e-06
9;512;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.00000000e+00;1.00000000e+00;9.99999998e-01;9.99999915e-01;9.99997663e-01;9.99951291e-01;9.99299707e-01;9.94249011e-01;9.83657721e-01;9.70912809e-01;9.60649477e-01;9.56728382e-01;9.60649477e-01;9.70912809e-01;9.83657721e-01;9.94249011e-01;9.99299707e-01;9.99951291e-01;9.99997663e-01;9.99999915e-01;9.99999998e-01;1.00000000e+00;1.00000000e+00;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2.03877000e-05;3.15144624e-07;7.48950392e-06
9;512;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999996e-01;9.99999866e-01;9.99996735e-01;9.99939658e-01;9.99226170e-01;9.94239386e-01;9.83883008e-01;9.71412711e-01;9.61358011e-01;9.57513638e-01;9.61358011e-01;9.71412711e-01;9.83883008e-01;9.94239386e-01;9.99226170e-01;9.99939658e-01;9.99996735e-01;9.99999866e-01;9.99999996e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2.05617712e-05;3.02417164e-07;7.23853990e-06
9;512;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999993e-01;9.99999799e-01;9.99995622e-01;9.99927224e-01;9.99155853e-01;9.94229848e-01;9.84096372e-01;9.71888319e-01;9.62033559e-01;9.58262855e-01;9.62033559e-01;9.71888319e-01;9.84096372e-01;9.94229848e-01;9.99155853e-01;9.99927224e-01;9.99995622e-01;9.99999799e-01;9.99999993e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2.07275431e-05;2.90525109e-07;7.00330735e-06
