A one-dimensional setting of the electrical breakdown problem

adaptation_type = 0
delta = 0.001
dt_max = 6e-6
duration = 2e-3
l = 1.5e-06
m = 12
q = 1e-10
t_grid = 1000000
t_skip = 512
tol_energy = 1.5e-10
tol_phi = 1.4e-5
tol_stability = 1.1e-2
width = 3.2e-5
x_grid = 64
x_skip = 1
Gamma() =
	[-inf, inf]:2.6 * 3.12228e-10
eps_0() =
	[-inf, inf]:2.6 * 8.85e-12
phi_0() =
	[-inf, 3.2e-5 * 0.42]:				1
	[3.2e-5 * 0.42, 3.2e-5 * 0.58]:		1 - 0.05 * 0.5 * (1 + cos((x / 3.2e-5 - 0.5) / 0.08 * pi))
	[3.2e-5 * 0.58, inf]:				1
t_0 = 0.00000000e+00

9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932261e-01;9.94325261e-01;9.81667819e-01;9.66577754e-01;9.54560380e-01;9.50000000e-01;9.54560380e-01;9.66577754e-01;9.81667819e-01;9.94325261e-01;9.99932261e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4.72381883e-06;4.35396234e-07;9.82332175e-06
9;512;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.00000000e+00;1.00000000e+00;9.99999981e-01;9.99997701e-01;9.99830368e-01;9.94440765e-01;9.82404642e-01;9.68019242e-01;9.56534889e-01;9.52170342e-01;9.56534889e-01;9.68019242e-01;9.82404642e-01;9.94440765e-01;9.99830368e-01;9.99997701e-01;9.99999981e-01;1.00000000e+00;1.00000000e+00;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4.84618336e-06;3.96376670e-07;9.01951794e-06
9;512;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999902e-01;9.99993740e-01;9.99738878e-01;9.94556775e-01;9.83106245e-01;9.69390240e-01;9.58415178e-01;9.54238411e-01;9.58415178e-01;9.69390240e-01;9.83106245e-01;9.94556775e-01;9.99738878e-01;9.99993740e-01;9.99999902e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4.96357894e-06;3.61015307e-07;8.28424782e-06
9;512;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.00000000e+00;1.00000000e+00;9.99999996e-01;9.99999741e-01;9.99988440e-01;9.99656854e-01;9.94672910e-01;9.83774619e-01;9.70694525e-01;9.60205946e-01;9.56209153e-01;9.60205946e-01;9.70694525e-01;9.83774619e-01;9.94672910e-01;9.99656854e-01;9.99988440e-01;9.99999741e-01;9.99999996e-01;1.00000000e+00;1.00000000e+00;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5.07588102e-06;3.28956554e-07;7.61152720e-06
9;512;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999989e-01;9.99999480e-01;9.99982076e-01;9.99583446e-01;9.94788842e-01;9.84411649e-01;9.71935709e-01;9.61911730e-01;9.58087360e-01;9.61911730e-01;9.71935709e-01;9.84411649e-01;9.94788842e-01;9.99583446e-01;9.99982076e-01;9.99999480e-01;9.99999989e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5.18302108e-06;2.99879373e-07;6.99587250e-06
9;512;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999976e-01;9.99999110e-01;9.99974884e-01;9.99517885e-01;9.94904292e-01;9.85019116e-01;9.73117234e-01;9.63536889e-01;9.59877653e-01;9.63536889e-01;9.73117234e-01;9.85019116e-01;9.94904292e-01;9.99517885e-01;9.99974884e-01;9.99999110e-01;9.99999976e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5.28498108e-06;2.73494189e-07;6.43226794e-06
9;512;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999957e-01;9.99998625e-01;9.99967068e-01;9.99459474e-01;9.95019026e-01;9.85598701e-01;9.74242371e-01;9.65085601e-01;9.61584476e-01;9.65085601e-01;9.74242371e-01;9.85598701e-01;9.95019026e-01;9.99459474e-01;9.99967068e-01;9.99998625e-01;9.99999957e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5.38178750e-06;2.49540009e-07;5.91613280e-06
9;512;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.00000000e+00;1.00000000e+00;9.99999998e-01;9.99999928e-01;9.99998024e-01;9.99958800e-01;9.99407580e-01;9.95132845e-01;9.86151984e-01;9.75314222e-01;9.66561851e-01;9.63212080e-01;9.66561851e-01;9.75314222e-01;9.86151984e-01;9.95132845e-01;9.99407580e-01;9.99958800e-01;9.99998024e-01;9.99999928e-01;9.99999998e-01;1.00000000e+00;1.00000000e+00;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5.47350530e-06;2.27781743e-07;5.44328923e-06
9;512;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999996e-01;9.99999889e-01;9.99997307e-01;9.99950230e-01;9.99361632e-01;9.95245581e-01;9.86680451e-01;9.76335720e-01;9.67969435e-01;9.64764526e-01;9.67969435e-01;9.76335720e-01;9.86680451e-01;9.95245581e-01;9.99361632e-01;9.99950230e-01;9.99997307e-01;9.99999889e-01;9.99999996e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5.56023196e-06;2.08007728e-07;5.00993091e-06
9;512;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999994e-01;9.99999838e-01;9.99996480e-01;9.99941483e-01;9.99321109e-01;9.95357097e-01;9.87185497e-01;9.77309634e-01;9.69311956e-01;9.66245678e-01;9.69311956e-01;9.77309634e-01;9.87185497e-01;9.95357097e-01;9.99321109e-01;9.99941483e-01;9.99996480e-01;9.99999838e-01;9.99999994e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5.64209189e-06;1.90027446e-07;4.61259301e-06
