A one-dimensional setting of the electrical breakdown problem
eps_0 = 2.00000000e-01
delta = 4.00000000e-02
l = 1.00000000e+00
Gamma = 1.00000000e+00
m = 5.00000000e-01
Phi_gradient = 4.80000000e+00
x_grid = 141
x_skip = 1
t_grid = 566
t_skip = 11
width = 5.00000000e+00
duration = 1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99252895e-01;9.94269930e-01;9.85523369e-01;9.74721496e-01;9.63974017e-01;9.55380015e-01;9.50617980e-01;9.50617980e-01;9.55380015e-01;9.63974017e-01;9.74721496e-01;9.85523369e-01;9.94269930e-01;9.99252895e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999992e-01;9.99999870e-01;9.99998894e-01;9.99993674e-01;9.99972520e-01;9.99903353e-01;9.99713904e-01;9.99268184e-01;9.98351649e-01;9.96683747e-01;9.93973739e-01;9.90019075e-01;9.84821034e-01;9.78672609e-01;9.72173631e-01;9.66150364e-01;9.61492110e-01;9.58948746e-01;9.58948746e-01;9.61492110e-01;9.66150364e-01;9.72173631e-01;9.78672609e-01;9.84821034e-01;9.90019075e-01;9.93973739e-01;9.96683747e-01;9.98351649e-01;9.99268184e-01;9.99713904e-01;9.99903353e-01;9.99972520e-01;9.99993674e-01;9.99998894e-01;9.99999870e-01;9.99999992e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999998e-01;9.99999990e-01;9.99999950e-01;9.99999792e-01;9.99999232e-01;9.99997463e-01;9.99992405e-01;9.99979216e-01;9.99947637e-01;9.99877814e-01;9.99734615e-01;9.99461170e-01;9.98973538e-01;9.98159503e-01;9.96885128e-01;9.95012006e-01;9.92425806e-01;9.89072825e-01;9.84996989e-01;9.80366724e-01;9.75480969e-01;9.70747096e-01;9.66630142e-01;9.63580846e-01;9.61957108e-01;9.61957108e-01;9.63580846e-01;9.66630142e-01;9.70747096e-01;9.75480969e-01;9.80366724e-01;9.84996989e-01;9.89072825e-01;9.92425806e-01;9.95012006e-01;9.96885128e-01;9.98159503e-01;9.98973538e-01;9.99461170e-01;9.99734615e-01;9.99877814e-01;9.99947637e-01;9.99979216e-01;9.99992405e-01;9.99997463e-01;9.99999232e-01;9.99999792e-01;9.99999950e-01;9.99999990e-01;9.99999998e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999998e-01;9.99999993e-01;9.99999977e-01;9.99999927e-01;9.99999780e-01;9.99999381e-01;9.99998360e-01;9.99995899e-01;9.99990294e-01;9.99978201e-01;9.99953439e-01;9.99905224e-01;9.99815824e-01;9.99657757e-01;9.99390979e-01;9.98960799e-01;9.98297620e-01;9.97319753e-01;9.95940379e-01;9.94079181e-01;9.91678085e-01;9.88719253e-01;9.85242155e-01;9.81355754e-01;9.77241817e-01;9.73146476e-01;9.69359142e-01;9.66180591e-01;9.63884682e-01;9.62680228e-01;9.62680228e-01;9.63884682e-01;9.66180591e-01;9.69359142e-01;9.73146476e-01;9.77241817e-01;9.81355754e-01;9.85242155e-01;9.88719253e-01;9.91678085e-01;9.94079181e-01;9.95940379e-01;9.97319753e-01;9.98297620e-01;9.98960799e-01;9.99390979e-01;9.99657757e-01;9.99815824e-01;9.99905224e-01;9.99953439e-01;9.99978201e-01;9.99990294e-01;9.99995899e-01;9.99998360e-01;9.99999381e-01;9.99999780e-01;9.99999927e-01;9.99999977e-01;9.99999993e-01;9.99999998e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999998e-01;9.99999993e-01;9.99999981e-01;9.99999948e-01;9.99999865e-01;9.99999665e-01;9.99999200e-01;9.99998170e-01;9.99995975e-01;9.99991485e-01;9.99982650e-01;9.99965912e-01;9.99935359e-01;9.99881585e-01;9.99790272e-01;9.99640592e-01;9.99403646e-01;9.99041286e-01;9.98505820e-01;9.97741150e-01;9.96685893e-01;9.95278832e-01;9.93466719e-01;9.91213944e-01;9.88512992e-01;9.85394141e-01;9.81932504e-01;9.78250551e-01;9.74514640e-01;9.70924910e-01;9.67698923e-01;9.65050670e-01;9.63167586e-01;9.62188925e-01;9.62188925e-01;9.63167586e-01;9.65050670e-01;9.67698923e-01;9.70924910e-01;9.74514640e-01;9.78250551e-01;9.81932504e-01;9.85394141e-01;9.88512992e-01;9.91213944e-01;9.93466719e-01;9.95278832e-01;9.96685893e-01;9.97741150e-01;9.98505820e-01;9.99041286e-01;9.99403646e-01;9.99640592e-01;9.99790272e-01;9.99881585e-01;9.99935359e-01;9.99965912e-01;9.99982650e-01;9.99991485e-01;9.99995975e-01;9.99998170e-01;9.99999200e-01;9.99999665e-01;9.99999865e-01;9.99999948e-01;9.99999981e-01;9.99999993e-01;9.99999998e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999998e-01;9.99999996e-01;9.99999989e-01;9.99999972e-01;9.99999933e-01;9.99999844e-01;9.99999650e-01;9.99999241e-01;9.99998404e-01;9.99996746e-01;9.99993563e-01;9.99987633e-01;9.99976912e-01;9.99958097e-01;9.99926021e-01;9.99872889e-01;9.99787348e-01;9.99653461e-01;9.99449689e-01;9.99148076e-01;9.98713877e-01;9.98105925e-01;9.97278054e-01;9.96181815e-01;9.94770624e-01;9.93005243e-01;9.90860255e-01;9.88330900e-01;9.85439386e-01;9.82239643e-01;9.78819497e-01;9.75299402e-01;9.71827236e-01;9.68569169e-01;9.65697193e-01;9.63374507e-01;9.61740390e-01;9.60896509e-01;9.60896509e-01;9.61740390e-01;9.63374507e-01;9.65697193e-01;9.68569169e-01;9.71827236e-01;9.75299402e-01;9.78819497e-01;9.82239643e-01;9.85439386e-01;9.88330900e-01;9.90860255e-01;9.93005243e-01;9.94770624e-01;9.96181815e-01;9.97278054e-01;9.98105925e-01;9.98713877e-01;9.99148076e-01;9.99449689e-01;9.99653461e-01;9.99787348e-01;9.99872889e-01;9.99926021e-01;9.99958097e-01;9.99976912e-01;9.99987633e-01;9.99993563e-01;9.99996746e-01;9.99998404e-01;9.99999241e-01;9.99999650e-01;9.99999844e-01;9.99999933e-01;9.99999972e-01;9.99999989e-01;9.99999996e-01;9.99999998e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999998e-01;9.99999994e-01;9.99999987e-01;9.99999969e-01;9.99999932e-01;9.99999855e-01;9.99999696e-01;9.99999380e-01;9.99998767e-01;9.99997610e-01;9.99995479e-01;9.99991651e-01;9.99984945e-01;9.99973482e-01;9.99954355e-01;9.99923200e-01;9.99873647e-01;9.99796675e-01;9.99679893e-01;9.99506814e-01;9.99256222e-01;9.98901778e-01;9.98412018e-01;9.97750955e-01;9.96879443e-01;9.95757435e-01;9.94347183e-01;9.92617280e-01;9.90547309e-01;9.88132693e-01;9.85389210e-01;9.82356546e-01;9.79100246e-01;9.75711529e-01;9.72304569e-01;9.69011147e-01;9.65972858e-01;9.63331429e-01;9.61217993e-01;9.59742419e-01;9.58983896e-01;9.58983896e-01;9.59742419e-01;9.61217993e-01;9.63331429e-01;9.65972858e-01;9.69011147e-01;9.72304569e-01;9.75711529e-01;9.79100246e-01;9.82356546e-01;9.85389210e-01;9.88132693e-01;9.90547309e-01;9.92617280e-01;9.94347183e-01;9.95757435e-01;9.96879443e-01;9.97750955e-01;9.98412018e-01;9.98901778e-01;9.99256222e-01;9.99506814e-01;9.99679893e-01;9.99796675e-01;9.99873647e-01;9.99923200e-01;9.99954355e-01;9.99973482e-01;9.99984945e-01;9.99991651e-01;9.99995479e-01;9.99997610e-01;9.99998767e-01;9.99999380e-01;9.99999696e-01;9.99999855e-01;9.99999932e-01;9.99999969e-01;9.99999987e-01;9.99999994e-01;9.99999998e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999997e-01;9.99999994e-01;9.99999987e-01;9.99999972e-01;9.99999941e-01;9.99999880e-01;9.99999761e-01;9.99999534e-01;9.99999111e-01;9.99998336e-01;9.99996953e-01;9.99994531e-01;9.99990384e-01;9.99983427e-01;9.99971998e-01;9.99953605e-01;9.99924603e-01;9.99879798e-01;9.99811967e-01;9.99711330e-01;9.99565002e-01;9.99356473e-01;9.99065225e-01;9.98666562e-01;9.98131786e-01;9.97428849e-01;9.96523575e-01;9.95381528e-01;9.93970546e-01;9.92263843e-01;9.90243534e-01;9.87904298e-01;9.85256825e-01;9.82330648e-01;9.79175942e-01;9.75863887e-01;9.72485338e-01;9.69147627e-01;9.65969554e-01;9.63074787e-01;9.60584137e-01;9.58607335e-01;9.57235063e-01;9.56532067e-01;9.56532067e-01;9.57235063e-01;9.58607335e-01;9.60584137e-01;9.63074787e-01;9.65969554e-01;9.69147627e-01;9.72485338e-01;9.75863887e-01;9.79175942e-01;9.82330648e-01;9.85256825e-01;9.87904298e-01;9.90243534e-01;9.92263843e-01;9.93970546e-01;9.95381528e-01;9.96523575e-01;9.97428849e-01;9.98131786e-01;9.98666562e-01;9.99065225e-01;9.99356473e-01;9.99565002e-01;9.99711330e-01;9.99811967e-01;9.99879798e-01;9.99924603e-01;9.99953605e-01;9.99971998e-01;9.99983427e-01;9.99990384e-01;9.99994531e-01;9.99996953e-01;9.99998336e-01;9.99999111e-01;9.99999534e-01;9.99999761e-01;9.99999880e-01;9.99999941e-01;9.99999972e-01;9.99999987e-01;9.99999994e-01;9.99999997e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999999e-01;9.99999997e-01;9.99999995e-01;9.99999989e-01;9.99999977e-01;9.99999953e-01;9.99999909e-01;9.99999824e-01;9.99999668e-01;9.99999385e-01;9.99998880e-01;9.99997997e-01;9.99996483e-01;9.99993932e-01;9.99989715e-01;9.99982866e-01;9.99971943e-01;9.99954833e-01;9.99928506e-01;9.99888713e-01;9.99829624e-01;9.99743420e-01;9.99619863e-01;9.99445868e-01;9.99205140e-01;9.98877930e-01;9.98440998e-01;9.97867868e-01;9.97129454e-01;9.96195137e-01;9.95034325e-01;9.93618503e-01;9.91923710e-01;9.89933313e-01;9.87640910e-01;9.85053095e-01;9.82191819e-01;9.79096047e-01;9.75822438e-01;9.72444815e-01;9.69052292e-01;9.65746001e-01;9.62634530e-01;9.59828295e-01;9.57433201e-01;9.55544094e-01;9.54238536e-01;9.53571502e-01;9.53571502e-01;9.54238536e-01;9.55544094e-01;9.57433201e-01;9.59828295e-01;9.62634530e-01;9.65746001e-01;9.69052292e-01;9.72444815e-01;9.75822438e-01;9.79096047e-01;9.82191819e-01;9.85053095e-01;9.87640910e-01;9.89933313e-01;9.91923710e-01;9.93618503e-01;9.95034325e-01;9.96195137e-01;9.97129454e-01;9.97867868e-01;9.98440998e-01;9.98877930e-01;9.99205140e-01;9.99445868e-01;9.99619863e-01;9.99743420e-01;9.99829624e-01;9.99888713e-01;9.99928506e-01;9.99954833e-01;9.99971943e-01;9.99982866e-01;9.99989715e-01;9.99993932e-01;9.99996483e-01;9.99997997e-01;9.99998880e-01;9.99999385e-01;9.99999668e-01;9.99999824e-01;9.99999909e-01;9.99999953e-01;9.99999977e-01;9.99999989e-01;9.99999995e-01;9.99999997e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999999e-01;9.99999998e-01;9.99999995e-01;9.99999991e-01;9.99999982e-01;9.99999965e-01;9.99999934e-01;9.99999876e-01;9.99999771e-01;9.99999586e-01;9.99999262e-01;9.99998705e-01;9.99997764e-01;9.99996200e-01;9.99993642e-01;9.99989526e-01;9.99983007e-01;9.99972848e-01;9.99957266e-01;9.99933741e-01;9.99898783e-01;9.99847649e-01;9.99774021e-01;9.99669660e-01;9.99524050e-01;9.99324062e-01;9.99053689e-01;9.98693901e-01;9.98222678e-01;9.97615287e-01;9.96844868e-01;9.95883375e-01;9.94702896e-01;9.93277351e-01;9.91584521e-01;9.89608314e-01;9.87341143e-01;9.84786222e-01;9.81959600e-01;9.78891701e-01;9.75628174e-01;9.72229860e-01;9.68771754e-01;9.65340898e-01;9.62033198e-01;9.58949304e-01;9.56189727e-01;9.53849516e-01;9.52012862e-01;9.50748052e-01;9.50103211e-01;9.50103211e-01;9.50748052e-01;9.52012862e-01;9.53849516e-01;9.56189727e-01;9.58949304e-01;9.62033198e-01;9.65340898e-01;9.68771754e-01;9.72229860e-01;9.75628174e-01;9.78891701e-01;9.81959600e-01;9.84786222e-01;9.87341143e-01;9.89608314e-01;9.91584521e-01;9.93277351e-01;9.94702896e-01;9.95883375e-01;9.96844868e-01;9.97615287e-01;9.98222678e-01;9.98693901e-01;9.99053689e-01;9.99324062e-01;9.99524050e-01;9.99669660e-01;9.99774021e-01;9.99847649e-01;9.99898783e-01;9.99933741e-01;9.99957266e-01;9.99972848e-01;9.99983007e-01;9.99989526e-01;9.99993642e-01;9.99996200e-01;9.99997764e-01;9.99998705e-01;9.99999262e-01;9.99999586e-01;9.99999771e-01;9.99999876e-01;9.99999934e-01;9.99999965e-01;9.99999982e-01;9.99999991e-01;9.99999995e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
