A one-dimensional setting of the electrical breakdown problem
eps_0 = 2.00000000e-01
delta = 4.00000000e-02
l = 1.00000000e+00
Gamma = 1.00000000e+00
m = 5.00000000e-01
Phi_gradient = 4.80000000e+00
x_grid = 71
x_skip = 1
t_grid = 400
t_skip = 8
width = 5.00000000e+00
duration = 1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99975531e-01;9.89961808e-01;9.68975807e-01;9.52407663e-01;9.52407663e-01;9.68975807e-01;9.89961808e-01;9.99975531e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999965e-01;9.99999217e-01;9.99989429e-01;9.99905904e-01;9.99420540e-01;9.97467928e-01;9.92033908e-01;9.81726036e-01;9.68873149e-01;9.59693854e-01;9.59693854e-01;9.68873149e-01;9.81726036e-01;9.92033908e-01;9.97467928e-01;9.99420540e-01;9.99905904e-01;9.99989429e-01;9.99999217e-01;9.99999965e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999998e-01;9.99999977e-01;9.99999778e-01;9.99998275e-01;9.99989054e-01;9.99942855e-01;9.99753570e-01;9.99120010e-01;9.97394349e-01;9.93596416e-01;9.86921087e-01;9.77749691e-01;9.68373528e-01;9.62328136e-01;9.62328136e-01;9.68373528e-01;9.77749691e-01;9.86921087e-01;9.93596416e-01;9.97394349e-01;9.99120010e-01;9.99753570e-01;9.99942855e-01;9.99989054e-01;9.99998275e-01;9.99999778e-01;9.99999977e-01;9.99999998e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999995e-01;9.99999965e-01;9.99999774e-01;9.99998737e-01;9.99993829e-01;9.99973603e-01;9.99901092e-01;9.99675291e-01;9.99066104e-01;9.97647556e-01;9.94811663e-01;9.89982042e-01;9.83061472e-01;9.74906124e-01;9.67404225e-01;9.62855165e-01;9.62855165e-01;9.67404225e-01;9.74906124e-01;9.83061472e-01;9.89982042e-01;9.94811663e-01;9.97647556e-01;9.99066104e-01;9.99675291e-01;9.99901092e-01;9.99973603e-01;9.99993829e-01;9.99998737e-01;9.99999774e-01;9.99999965e-01;9.99999995e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999995e-01;9.99999972e-01;9.99999853e-01;9.99999305e-01;9.99997040e-01;9.99988627e-01;9.99960532e-01;9.99876347e-01;9.99650356e-01;9.99108084e-01;9.97948448e-01;9.95746938e-01;9.92056170e-01;9.86634051e-01;9.79740131e-01;9.72328953e-01;9.65939414e-01;9.62211407e-01;9.62211407e-01;9.65939414e-01;9.72328953e-01;9.79740131e-01;9.86634051e-01;9.92056170e-01;9.95746938e-01;9.97948448e-01;9.99108084e-01;9.99650356e-01;9.99876347e-01;9.99960532e-01;9.99988627e-01;9.99997040e-01;9.99999305e-01;9.99999853e-01;9.99999972e-01;9.99999995e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999997e-01;9.99999983e-01;9.99999920e-01;9.99999659e-01;9.99998670e-01;9.99995221e-01;9.99984204e-01;9.99951968e-01;9.99865687e-01;9.99654748e-01;9.99184570e-01;9.98231246e-01;9.96478027e-01;9.93564477e-01;9.89211551e-01;9.83408799e-01;9.76592035e-01;9.69698684e-01;9.64008558e-01;9.60773927e-01;9.60773927e-01;9.64008558e-01;9.69698684e-01;9.76592035e-01;9.83408799e-01;9.89211551e-01;9.93564477e-01;9.96478027e-01;9.98231246e-01;9.99184570e-01;9.99654748e-01;9.99865687e-01;9.99951968e-01;9.99984204e-01;9.99995221e-01;9.99998670e-01;9.99999659e-01;9.99999920e-01;9.99999983e-01;9.99999997e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999998e-01;9.99999991e-01;9.99999960e-01;9.99999842e-01;9.99999420e-01;9.99998013e-01;9.99993649e-01;9.99981085e-01;9.99947521e-01;9.99864409e-01;9.99673881e-01;9.99270126e-01;9.98480614e-01;9.97059192e-01;9.94709473e-01;9.91155757e-01;9.86262708e-01;9.80174607e-01;9.73413795e-01;9.66868713e-01;9.61631348e-01;9.58709027e-01;9.58709027e-01;9.61631348e-01;9.66868713e-01;9.73413795e-01;9.80174607e-01;9.86262708e-01;9.91155757e-01;9.94709473e-01;9.97059192e-01;9.98480614e-01;9.99270126e-01;9.99673881e-01;9.99864409e-01;9.99947521e-01;9.99981085e-01;9.99993649e-01;9.99998013e-01;9.99999420e-01;9.99999842e-01;9.99999960e-01;9.99999991e-01;9.99999998e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999995e-01;9.99999981e-01;9.99999930e-01;9.99999752e-01;9.99999177e-01;9.99997435e-01;9.99992476e-01;9.99979246e-01;9.99946181e-01;9.99868829e-01;9.99699632e-01;9.99354001e-01;9.98695576e-01;9.97527890e-01;9.95604079e-01;9.92667259e-01;9.88527412e-01;9.83164494e-01;9.76826658e-01;9.70078020e-01;9.63754111e-01;9.58809886e-01;9.56089273e-01;9.56089273e-01;9.58809886e-01;9.63754111e-01;9.70078020e-01;9.76826658e-01;9.83164494e-01;9.88527412e-01;9.92667259e-01;9.95604079e-01;9.97527890e-01;9.98695576e-01;9.99354001e-01;9.99699632e-01;9.99868829e-01;9.99946181e-01;9.99979246e-01;9.99992476e-01;9.99997435e-01;9.99999177e-01;9.99999752e-01;9.99999930e-01;9.99999981e-01;9.99999995e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999998e-01;9.99999991e-01;9.99999969e-01;9.99999895e-01;9.99999660e-01;9.99998960e-01;9.99996984e-01;9.99991718e-01;9.99978464e-01;9.99946979e-01;9.99876448e-01;9.99727578e-01;9.99431805e-01;9.98879322e-01;9.97910393e-01;9.96317575e-01;9.93868067e-01;9.90352874e-01;9.85660974e-01;9.79863452e-01;9.73279805e-01;9.66493605e-01;9.60292695e-01;9.55530892e-01;9.52938699e-01;9.52938699e-01;9.55530892e-01;9.60292695e-01;9.66493605e-01;9.73279805e-01;9.79863452e-01;9.85660974e-01;9.90352874e-01;9.93868067e-01;9.96317575e-01;9.97910393e-01;9.98879322e-01;9.99431805e-01;9.99727578e-01;9.99876448e-01;9.99946979e-01;9.99978464e-01;9.99991718e-01;9.99996984e-01;9.99998960e-01;9.99999660e-01;9.99999895e-01;9.99999969e-01;9.99999991e-01;9.99999998e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999996e-01;9.99999987e-01;9.99999956e-01;9.99999860e-01;9.99999576e-01;9.99998784e-01;9.99996672e-01;9.99991327e-01;9.99978477e-01;9.99949152e-01;9.99885661e-01;9.99755349e-01;9.99502014e-01;9.99035972e-01;9.98225598e-01;9.96895427e-01;9.94837573e-01;9.91842612e-01;9.87751811e-01;9.82524393e-01;9.76303870e-01;9.69460444e-01;9.62586308e-01;9.56429389e-01;9.51768196e-01;9.49252314e-01;9.49252314e-01;9.51768196e-01;9.56429389e-01;9.62586308e-01;9.69460444e-01;9.76303870e-01;9.82524393e-01;9.87751811e-01;9.91842612e-01;9.94837573e-01;9.96895427e-01;9.98225598e-01;9.99035972e-01;9.99502014e-01;9.99755349e-01;9.99885661e-01;9.99949152e-01;9.99978477e-01;9.99991327e-01;9.99996672e-01;9.99998784e-01;9.99999576e-01;9.99999860e-01;9.99999956e-01;9.99999987e-01;9.99999996e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999998e-01;9.99999994e-01;9.99999981e-01;9.99999942e-01;9.99999827e-01;9.99999507e-01;9.99998655e-01;9.99996489e-01;9.99991232e-01;9.99979053e-01;9.99952143e-01;9.99895464e-01;9.99781724e-01;9.99564426e-01;9.99169516e-01;9.98487430e-01;9.97369000e-01;9.95630132e-01;9.93070513e-01;9.89509583e-01;9.84838148e-01;9.79077154e-01;9.72428609e-01;9.65300350e-01;9.58288435e-01;9.52108913e-01;9.47484116e-01;9.45005000e-01;9.45005000e-01;9.47484116e-01;9.52108913e-01;9.58288435e-01;9.65300350e-01;9.72428609e-01;9.79077154e-01;9.84838148e-01;9.89509583e-01;9.93070513e-01;9.95630132e-01;9.97369000e-01;9.98487430e-01;9.99169516e-01;9.99564426e-01;9.99781724e-01;9.99895464e-01;9.99952143e-01;9.99979053e-01;9.99991232e-01;9.99996489e-01;9.99998655e-01;9.99999507e-01;9.99999827e-01;9.99999942e-01;9.99999981e-01;9.99999994e-01;9.99999998e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
