1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999998e-01;9.99999992e-01;9.99999976e-01;9.99999929e-01;9.99999799e-01;9.99999454e-01;9.99998573e-01;9.99996416e-01;9.99991360e-01;9.99980002e-01;9.99955566e-01;9.99905247e-01;9.99806122e-01;9.99619430e-01;9.99283487e-01;9.98706380e-01;9.97760774e-01;9.96284448e-01;9.94090831e-01;9.90993075e-01;9.86842434e-01;9.81577094e-01;9.75272239e-01;9.68178165e-01;9.60732155e-01;9.53532722e-01;9.47271635e-01;9.42629736e-01;9.40155419e-01;9.40155419e-01;9.42629736e-01;9.47271635e-01;9.53532722e-01;9.60732155e-01;9.68178165e-01;9.75272239e-01;9.81577094e-01;9.86842434e-01;9.90993075e-01;9.94090831e-01;9.96284448e-01;9.97760774e-01;9.98706380e-01;9.99283487e-01;9.99619430e-01;9.99806122e-01;9.99905247e-01;9.99955566e-01;9.99980002e-01;9.99991360e-01;9.99996416e-01;9.99998573e-01;9.99999454e-01;9.99999799e-01;9.99999929e-01;9.99999976e-01;9.99999992e-01;9.99999998e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999997e-01;9.99999990e-01;9.99999971e-01;9.99999918e-01;9.99999778e-01;9.99999418e-01;9.99998531e-01;9.99996432e-01;9.99991650e-01;9.99981181e-01;9.99959155e-01;9.99914651e-01;9.99828326e-01;9.99667659e-01;9.99380913e-01;9.98890498e-01;9.98087351e-01;9.96828948e-01;9.94944361e-01;9.92249686e-01;9.88575748e-01;9.83806955e-01;9.77926141e-01;9.71056456e-01;9.63489087e-01;9.55685792e-01;9.48248081e-01;9.41850512e-01;9.37144192e-01;9.34647148e-01;9.34647148e-01;9.37144192e-01;9.41850512e-01;9.48248081e-01;9.55685792e-01;9.63489087e-01;9.71056456e-01;9.77926141e-01;9.83806955e-01;9.88575748e-01;9.92249686e-01;9.94944361e-01;9.96828948e-01;9.98087351e-01;9.98890498e-01;9.99380913e-01;9.99667659e-01;9.99828326e-01;9.99914651e-01;9.99959155e-01;9.99981181e-01;9.99991650e-01;9.99996432e-01;9.99998531e-01;9.99999418e-01;9.99999778e-01;9.99999918e-01;9.99999971e-01;9.99999990e-01;9.99999997e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999996e-01;9.99999988e-01;9.99999966e-01;9.99999909e-01;9.99999762e-01;9.99999397e-01;9.99998525e-01;9.99996515e-01;9.99992050e-01;9.99982484e-01;9.99962739e-01;9.99923480e-01;9.99848316e-01;9.99709822e-01;9.99464348e-01;9.99046065e-01;9.98361293e-01;9.97285038e-01;9.95662388e-01;9.93317713e-01;9.90073985e-01;9.85782634e-01;9.80361512e-01;9.73835250e-01;9.66369820e-01;9.58292016e-01;9.50085316e-01;9.42356015e-01;9.35768151e-01;9.30952984e-01;9.28407963e-01;9.28407963e-01;9.30952984e-01;9.35768151e-01;9.42356015e-01;9.50085316e-01;9.58292016e-01;9.66369820e-01;9.73835250e-01;9.80361512e-01;9.85782634e-01;9.90073985e-01;9.93317713e-01;9.95662388e-01;9.97285038e-01;9.98361293e-01;9.99046065e-01;9.99464348e-01;9.99709822e-01;9.99848316e-01;9.99923480e-01;9.99962739e-01;9.99982484e-01;9.99992050e-01;9.99996515e-01;9.99998525e-01;9.99999397e-01;9.99999762e-01;9.99999909e-01;9.99999966e-01;9.99999988e-01;9.99999996e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999998e-01;9.99999995e-01;9.99999986e-01;9.99999963e-01;9.99999902e-01;9.99999752e-01;9.99999389e-01;9.99998546e-01;9.99996647e-01;9.99992518e-01;9.99983836e-01;9.99966207e-01;9.99931635e-01;9.99866185e-01;9.99746617e-01;9.99535933e-01;9.99178045e-01;9.98592292e-01;9.97669166e-01;9.96269305e-01;9.94228243e-01;9.91369250e-01;9.87525537e-01;9.82571080e-01;9.76456785e-01;9.69246293e-01;9.61144228e-01;9.52509324e-01;9.43845637e-01;9.35766970e-01;9.28933402e-01;9.23965163e-01;9.21347501e-01;9.21347501e-01;9.23965163e-01;9.28933402e-01;9.35766970e-01;9.43845637e-01;9.52509324e-01;9.61144228e-01;9.69246293e-01;9.76456785e-01;9.82571080e-01;9.87525537e-01;9.91369250e-01;9.94228243e-01;9.96269305e-01;9.97669166e-01;9.98592292e-01;9.99178045e-01;9.99535933e-01;9.99746617e-01;9.99866185e-01;9.99931635e-01;9.99966207e-01;9.99983836e-01;9.99992518e-01;9.99996647e-01;9.99998546e-01;9.99999389e-01;9.99999752e-01;9.99999902e-01;9.99999963e-01;9.99999986e-01;9.99999995e-01;9.99999998e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00
1.00000000e+00;9.99999999e-01;9.99999998e-01;9.99999994e-01;9.99999985e-01;9.99999960e-01;9.99999898e-01;9.99999747e-01;9.99999393e-01;9.99998588e-01;9.99996813e-01;9.99993023e-01;9.99985185e-01;9.99969493e-01;9.99939085e-01;9.99882076e-01;9.99778698e-01;9.99597462e-01;9.99290411e-01;9.98787948e-01;9.97994185e-01;9.96784402e-01;9.95006647e-01;9.92489658e-01;9.89058754e-01;9.84559998e-01;9.78891053e-01;9.72034997e-01;9.64091820e-01;9.55301446e-01;9.46052148e-01;9.36868706e-01;9.28376012e-01;9.21236927e-01;9.16069054e-01;9.13353162e-01;9.13353162e-01;9.16069054e-01;9.21236927e-01;9.28376012e-01;9.36868706e-01;9.46052148e-01;9.55301446e-01;9.64091820e-01;9.72034997e-01;9.78891053e-01;9.84559998e-01;9.89058754e-01;9.92489658e-01;9.95006647e-01;9.96784402e-01;9.97994185e-01;9.98787948e-01;9.99290411e-01;9.99597462e-01;9.99778698e-01;9.99882076e-01;9.99939085e-01;9.99969493e-01;9.99985185e-01;9.99993023e-01;9.99996813e-01;9.99998588e-01;9.99999393e-01;9.99999747e-01;9.99999898e-01;9.99999960e-01;9.99999985e-01;9.99999994e-01;9.99999998e-01;9.99999999e-01;1.00000000e+00
1.00000000e+00;9.99999998e-01;9.99999994e-01;9.99999983e-01;9.99999958e-01;9.99999895e-01;9.99999747e-01;9.99999406e-01;9.99998646e-01;9.99997000e-01;9.99993543e-01;9.99986495e-01;9.99972559e-01;9.99945836e-01;9.99896158e-01;9.99806657e-01;9.99650437e-01;9.99386374e-01;9.98954302e-01;9.98270282e-01;9.97223115e-01;9.95673755e-01;9.93459550e-01;9.90405039e-01;9.86340251e-01;9.81126020e-01;9.74684130e-01;9.67028552e-01;9.58293069e-01;9.48750222e-01;9.38816481e-01;9.29038635e-01;9.20057180e-01;9.12545077e-01;9.07125923e-01;9.04283701e-01;9.04283701e-01;9.07125923e-01;9.12545077e-01;9.20057180e-01;9.29038635e-01;9.38816481e-01;9.48750222e-01;9.58293069e-01;9.67028552e-01;9.74684130e-01;9.81126020e-01;9.86340251e-01;9.90405039e-01;9.93459550e-01;9.95673755e-01;9.97223115e-01;9.98270282e-01;9.98954302e-01;9.99386374e-01;9.99650437e-01;9.99806657e-01;9.99896158e-01;9.99945836e-01;9.99972559e-01;9.99986495e-01;9.99993543e-01;9.99997000e-01;9.99998646e-01;9.99999406e-01;9.99999747e-01;9.99999895e-01;9.99999958e-01;9.99999983e-01;9.99999994e-01;9.99999998e-01;1.00000000e+00
1.00000000e+00;9.99999994e-01;9.99999983e-01;9.99999957e-01;9.99999894e-01;9.99999750e-01;9.99999426e-01;9.99998714e-01;9.99997199e-01;9.99994060e-01;9.99987743e-01;9.99975388e-01;9.99951916e-01;9.99908606e-01;9.99831021e-01;9.99696123e-01;9.99468550e-01;9.99096210e-01;9.98505624e-01;9.97597921e-01;9.96246764e-01;9.94299872e-01;9.91585802e-01;9.87927240e-01;9.83161068e-01;9.77164095e-01;9.69881992e-01;9.61357937e-01;9.51757005e-01;9.41382214e-01;9.30677813e-01;9.20215028e-01;9.10655650e-01;9.02691128e-01;8.96960560e-01;8.93959494e-01;8.93959494e-01;8.96960560e-01;9.02691128e-01;9.10655650e-01;9.20215028e-01;9.30677813e-01;9.41382214e-01;9.51757005e-01;9.61357937e-01;9.69881992e-01;9.77164095e-01;9.83161068e-01;9.87927240e-01;9.91585802e-01;9.94299872e-01;9.96246764e-01;9.97597921e-01;9.98505624e-01;9.99096210e-01;9.99468550e-01;9.99696123e-01;9.99831021e-01;9.99908606e-01;9.99951916e-01;9.99975388e-01;9.99987743e-01;9.99994060e-01;9.99997199e-01;9.99998714e-01;9.99999426e-01;9.99999750e-01;9.99999894e-01;9.99999957e-01;9.99999983e-01;9.99999994e-01;1.00000000e+00
1.00000000e+00;9.99999985e-01;9.99999957e-01;9.99999895e-01;9.99999757e-01;9.99999450e-01;9.99998789e-01;9.99997401e-01;9.99994564e-01;9.99988916e-01;9.99977978e-01;9.99957367e-01;9.99919590e-01;9.99852256e-01;9.99735580e-01;9.99539090e-01;9.99217614e-01;9.98706826e-01;9.97918995e-01;9.96739943e-01;9.95028598e-01;9.92620652e-01;9.89337709e-01;9.85002606e-01;9.79460604e-01;9.72604935e-01;9.64404198e-01;9.54928615e-01;9.44372003e-01;9.33066135e-01;9.21483504e-01;9.10223463e-01;8.99976349e-01;8.91462255e-01;8.85347050e-01;8.82147658e-01;8.82147658e-01;8.85347050e-01;8.91462255e-01;8.99976349e-01;9.10223463e-01;9.21483504e-01;9.33066135e-01;9.44372003e-01;9.54928615e-01;9.64404198e-01;9.72604935e-01;9.79460604e-01;9.85002606e-01;9.89337709e-01;9.92620652e-01;9.95028598e-01;9.96739943e-01;9.97918995e-01;9.98706826e-01;9.99217614e-01;9.99539090e-01;9.99735580e-01;9.99852256e-01;9.99919590e-01;9.99957367e-01;9.99977978e-01;9.99988916e-01;9.99994564e-01;9.99997401e-01;9.99998789e-01;9.99999450e-01;9.99999757e-01;9.99999895e-01;9.99999957e-01;9.99999985e-01;1.00000000e+00
1.00000000e+00;9.99999963e-01;9.99999900e-01;9.99999767e-01;9.99999479e-01;9.99998868e-01;9.99997603e-01;9.99995045e-01;9.99990006e-01;9.99980333e-01;9.99962238e-01;9.99929269e-01;9.99870769e-01;9.99769705e-01;9.99599770e-01;9.99321741e-01;9.98879292e-01;9.98194698e-01;9.97165192e-01;9.95661128e-01;9.93527258e-01;9.90588503e-01;9.86661156e-01;9.81569732e-01;9.75168668e-01;9.67367165e-01;9.58154931e-01;9.47626453e-01;9.36001507e-01;9.23639190e-01;9.11041566e-01;8.98841317e-01;8.87766776e-01;8.78579590e-01;8.71986670e-01;8.68538762e-01;8.68538762e-01;8.71986670e-01;8.78579590e-01;8.87766776e-01;8.98841317e-01;9.11041566e-01;9.23639190e-01;9.36001507e-01;9.47626453e-01;9.58154931e-01;9.67367165e-01;9.75168668e-01;9.81569732e-01;9.86661156e-01;9.90588503e-01;9.93527258e-01;9.95661128e-01;9.97165192e-01;9.98194698e-01;9.98879292e-01;9.99321741e-01;9.99599770e-01;9.99769705e-01;9.99870769e-01;9.99929269e-01;9.99962238e-01;9.99980333e-01;9.99990006e-01;9.99995045e-01;9.99997603e-01;9.99998868e-01;9.99999479e-01;9.99999767e-01;9.99999900e-01;9.99999963e-01;1.00000000e+00
1.00000000e+00;9.99999919e-01;9.99999784e-01;9.99999512e-01;9.99998949e-01;9.99997799e-01;9.99995500e-01;9.99991012e-01;9.99982463e-01;9.99966579e-01;9.99937790e-01;9.99886913e-01;9.99799258e-01;9.99652069e-01;9.99411250e-01;9.99027470e-01;9.98431944e-01;9.97532477e-01;9.96210658e-01;9.94321367e-01;9.91695851e-01;9.88149432e-01;9.83494400e-01;9.77557815e-01;9.70203135e-01;9.61353972e-01;9.51018213e-01;9.39310930e-01;9.26474568e-01;9.12894174e-01;8.99103574e-01;8.85775881e-01;8.73690007e-01;8.63666400e-01;8.56472246e-01;8.52709057e-01;8.52709057e-01;8.56472246e-01;8.63666400e-01;8.73690007e-01;8.85775881e-01;8.99103574e-01;9.12894174e-01;9.26474568e-01;9.39310930e-01;9.51018213e-01;9.61353972e-01;9.70203135e-01;9.77557815e-01;9.83494400e-01;9.88149432e-01;9.91695851e-01;9.94321367e-01;9.96210658e-01;9.97532477e-01;9.98431944e-01;9.99027470e-01;9.99411250e-01;9.99652069e-01;9.99799258e-01;9.99886913e-01;9.99937790e-01;9.99966579e-01;9.99982463e-01;9.99991012e-01;9.99995500e-01;9.99997799e-01;9.99998949e-01;9.99999512e-01;9.99999784e-01;9.99999919e-01;1.00000000e+00
