A one-dimensional setting of the electrical breakdown problem
eps_0 = 2.00000000e-01
delta = 4.00000000e-02
l = 1.00000000e+00
Gamma = 1.00000000e+00
m = 5.00000000e-01
Phi_gradient = 4.80000000e+00
x_grid = 35
x_skip = 1
t_grid = 400
t_skip = 8
width = 5.00000000e+00
duration = 1.00000000e+00
1.00000000e+00;9.99999348e-01;9.99997411e-01;9.99990830e-01;9.99969602e-01;9.99905647e-01;9.99726566e-01;9.99262577e-01;9.98155867e-01;9.95739723e-01;9.90942046e-01;9.82332741e-01;9.68454515e-01;9.48477061e-01;9.23043087e-01;8.95063544e-01;8.70026292e-01;8.54895276e-01;8.54895276e-01;8.70026292e-01;8.95063544e-01;9.23043087e-01;9.48477061e-01;9.68454515e-01;9.82332741e-01;9.90942046e-01;9.95739723e-01;9.98155867e-01;9.99262577e-01;9.99726566e-01;9.99905647e-01;9.99969602e-01;9.99990830e-01;9.99997411e-01;9.99999348e-01;1.00000000e+00
1.00000000e+00;9.99998835e-01;9.99995553e-01;9.99984922e-01;9.99952117e-01;9.99857450e-01;9.99603224e-01;9.98970679e-01;9.97519702e-01;9.94468030e-01;9.88617381e-01;9.78448402e-01;9.62497618e-01;9.40015194e-01;9.11780292e-01;8.80915581e-01;8.53314260e-01;8.36600046e-01;8.36600046e-01;8.53314260e-01;8.80915581e-01;9.11780292e-01;9.40015194e-01;9.62497618e-01;9.78448402e-01;9.88617381e-01;9.94468030e-01;9.97519702e-01;9.98970679e-01;9.99603224e-01;9.99857450e-01;9.99952117e-01;9.99984922e-01;9.99995553e-01;9.99998835e-01;1.00000000e+00
1.00000000e+00;9.99997988e-01;9.99992593e-01;9.99975887e-01;9.99926441e-01;9.99789391e-01;9.99435480e-01;9.98587670e-01;9.96712631e-01;9.92903959e-01;9.85835261e-01;9.73900602e-01;9.55623230e-01;9.30299204e-01;8.98787345e-01;8.64393437e-01;8.33509241e-01;8.14697602e-01;8.14697602e-01;8.33509241e-01;8.64393437e-01;8.98787345e-01;9.30299204e-01;9.55623230e-01;9.73900602e-01;9.85835261e-01;9.92903959e-01;9.96712631e-01;9.98587670e-01;9.99435480e-01;9.99789391e-01;9.99926441e-01;9.99975887e-01;9.99992593e-01;9.99997988e-01;1.00000000e+00
1.00000000e+00;9.99996626e-01;9.99987998e-01;9.99962385e-01;9.99889496e-01;9.99694985e-01;9.99210829e-01;9.98091571e-01;9.95699478e-01;9.90995813e-01;9.82523764e-01;9.68588574e-01;9.47679335e-01;9.19079303e-01;8.83638344e-01;8.44790089e-01;8.09543984e-01;7.87834061e-01;7.87834061e-01;8.09543984e-01;8.44790089e-01;8.83638344e-01;9.19079303e-01;9.47679335e-01;9.68588574e-01;9.82523764e-01;9.90995813e-01;9.95699478e-01;9.98091571e-01;9.99210829e-01;9.99694985e-01;9.99889496e-01;9.99962385e-01;9.99987998e-01;9.99996626e-01;1.00000000e+00
1.00000000e+00;9.99994494e-01;9.99981027e-01;9.99942621e-01;9.99837299e-01;9.99566105e-01;9.98914062e-01;9.97456345e-01;9.94439427e-01;9.88684192e-01;9.78599366e-01;9.62390704e-01;9.38471375e-01;9.06015166e-01;8.65715753e-01;8.21012629e-01;7.79665715e-01;7.53694498e-01;7.53694498e-01;7.79665715e-01;8.21012629e-01;8.65715753e-01;9.06015166e-01;9.38471375e-01;9.62390704e-01;9.78599366e-01;9.88684192e-01;9.94439427e-01;9.97456345e-01;9.98914062e-01;9.99566105e-01;9.99837299e-01;9.99942621e-01;9.99981027e-01;9.99994494e-01;1.00000000e+00
1.00000000e+00;9.99991233e-01;9.99970669e-01;9.99914220e-01;9.99764752e-01;9.99392658e-01;9.98526808e-01;9.96651297e-01;9.92885194e-01;9.85900534e-01;9.73963670e-01;9.55156325e-01;9.27741289e-01;8.90621754e-01;8.44069976e-01;7.91233651e-01;7.40684609e-01;7.07805520e-01;7.07805520e-01;7.40684609e-01;7.91233651e-01;8.44069976e-01;8.90621754e-01;9.27741289e-01;9.55156325e-01;9.73963670e-01;9.85900534e-01;9.92885194e-01;9.96651297e-01;9.98526808e-01;9.99392658e-01;9.99764752e-01;9.99914220e-01;9.99970669e-01;9.99991233e-01;1.00000000e+00
1.00000000e+00;9.99986348e-01;9.99955565e-01;9.99874085e-01;9.99665399e-01;9.99162222e-01;9.98027027e-01;9.95640388e-01;9.90981985e-01;9.82565094e-01;9.68498415e-01;9.46692495e-01;9.15131400e-01;8.72166676e-01;8.17118582e-01;7.52024607e-01;6.85773443e-01;6.39551628e-01;6.39551628e-01;6.85773443e-01;7.52024607e-01;8.17118582e-01;8.72166676e-01;9.15131400e-01;9.46692495e-01;9.68498415e-01;9.82565094e-01;9.90981985e-01;9.95640388e-01;9.98027027e-01;9.99162222e-01;9.99665399e-01;9.99874085e-01;9.99955565e-01;9.99986348e-01;1.00000000e+00
1.00000000e+00;9.99979167e-01;9.99933914e-01;9.99818221e-01;9.99531139e-01;9.98859615e-01;9.97388422e-01;9.94381411e-01;9.88666151e-01;9.78583948e-01;9.62057562e-01;9.36741577e-01;9.00117104e-01;8.49451851e-01;7.81882695e-01;6.95580491e-01;5.95042464e-01;5.09625722e-01;5.09625722e-01;5.95042464e-01;6.95580491e-01;7.81882695e-01;8.49451851e-01;9.00117104e-01;9.36741577e-01;9.62057562e-01;9.78583948e-01;9.88666151e-01;9.94381411e-01;9.97388422e-01;9.98859615e-01;9.99531139e-01;9.99818221e-01;9.99933914e-01;9.99979167e-01;1.00000000e+00
1.00000000e+00;9.99968790e-01;9.99903354e-01;9.99741528e-01;9.99351899e-01;9.98466416e-01;9.96579763e-01;9.92825001e-01;9.85863317e-01;9.73844379e-01;9.54454068e-01;9.24940176e-01;8.81865157e-01;8.20249444e-01;7.31312602e-01;5.93755975e-01;3.04620611e-01;2.26056487e-02;2.26056487e-02;3.04620611e-01;5.93755975e-01;7.31312602e-01;8.20249444e-01;8.81865157e-01;9.24940176e-01;9.54454068e-01;9.73844379e-01;9.85863317e-01;9.92825001e-01;9.96579763e-01;9.98466416e-01;9.99351899e-01;9.99741528e-01;9.99903354e-01;9.99968790e-01;1.00000000e+00
1.00000000e+00;9.99954031e-01;9.99860827e-01;9.99637553e-01;9.99115244e-01;9.97960403e-01;9.95564090e-01;9.90913351e-01;9.82485643e-01;9.68207319e-01;9.45435990e-01;9.10732736e-01;8.58518503e-01;2.24096311e+01;-6.02583460e+12;1.21603605e+44;-9.36434680e+134;1.21603605e+44;1.21603606e+44;-9.36434684e+134;1.21603606e+44;-6.02583460e+12;2.24096311e+01;8.58518503e-01;9.10732736e-01;9.45435990e-01;9.68207319e-01;9.82485643e-01;9.90913351e-01;9.95564090e-01;9.97960403e-01;9.99115244e-01;9.99637553e-01;9.99860827e-01;9.99954031e-01;1.00000000e+00
1.00000000e+00;9.99933338e-01;9.99802409e-01;9.99498206e-01;9.98805933e-01;9.97314904e-01;-3.66827891e+00;9.40926313e+31;-7.25262012e+122;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-7.25262015e+122;9.40926314e+31;-3.66827891e+00;9.97314904e-01;9.98805933e-01;9.99498206e-01;9.99802409e-01;9.99933338e-01;1.00000000e+00
1.00000000e+00;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;1.00000000e+00
1.00000000e+00;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;1.00000000e+00
1.00000000e+00;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;1.00000000e+00
1.00000000e+00;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;1.00000000e+00
1.00000000e+00;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;1.00000000e+00
1.00000000e+00;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;1.00000000e+00
1.00000000e+00;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;1.00000000e+00
1.00000000e+00;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;1.00000000e+00
1.00000000e+00;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;1.00000000e+00
1.00000000e+00;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;1.00000000e+00
1.00000000e+00;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;1.00000000e+00
1.00000000e+00;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;1.00000000e+00
1.00000000e+00;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;1.00000000e+00
1.00000000e+00;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;1.00000000e+00
1.00000000e+00;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;1.00000000e+00
1.00000000e+00;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;1.00000000e+00
1.00000000e+00;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;1.00000000e+00
1.00000000e+00;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;1.00000000e+00
1.00000000e+00;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;1.00000000e+00
1.00000000e+00;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;1.00000000e+00
