A one-dimensional setting of the electrical breakdown problem
eps_0 = 2.00000000e-01
delta = 4.00000000e-02
l = 1.00000000e+00
Gamma = 1.00000000e+00
m = 5.00000000e-01
Phi_gradient = 4.80000000e+00
x_grid = 566
x_skip = 5
t_grid = 6400
t_skip = 128
width = 5.00000000e+00
duration = 1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99986138e-01;9.95796372e-01;9.85362420e-01;9.71817115e-01;9.59227482e-01;9.51373605e-01;9.50613638e-01;9.57175765e-01;9.69089682e-01;9.82778194e-01;9.94131275e-01;9.99740122e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999993e-01;9.99999934e-01;9.99999514e-01;9.99997016e-01;9.99984931e-01;9.99935905e-01;9.99771016e-01;9.99302216e-01;9.98179993e-01;9.95890561e-01;9.91913241e-01;9.85997885e-01;9.78502094e-01;9.70502107e-01;9.63601336e-01;9.59419139e-01;9.59017960e-01;9.62501770e-01;9.68979101e-01;9.76895397e-01;9.84601949e-01;9.90882930e-01;9.95245421e-01;9.97832641e-01;9.99145103e-01;9.99709876e-01;9.99916347e-01;9.99979536e-01;9.99995829e-01;9.99999287e-01;9.99999901e-01;9.99999989e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999996e-01;9.99999978e-01;9.99999897e-01;9.99999572e-01;9.99998368e-01;9.99994352e-01;9.99982087e-01;9.99948147e-01;9.99862091e-01;9.99663679e-01;9.99244347e-01;9.98436363e-01;9.97009664e-01;9.94711117e-01;9.91325180e-01;9.86788755e-01;9.81277490e-01;9.75277145e-01;9.69532692e-01;9.64925226e-01;9.62247286e-01;9.61994691e-01;9.64213380e-01;9.68492803e-01;9.74079505e-01;9.80096845e-01;9.85752458e-01;9.90509308e-01;9.94124961e-01;9.96628415e-01;9.98208122e-01;9.99120724e-01;9.99601756e-01;9.99834167e-01;9.99936453e-01;9.99977712e-01;9.99992825e-01;9.99997896e-01;9.99999435e-01;9.99999862e-01;9.99999969e-01;9.99999994e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999997e-01;9.99999988e-01;9.99999955e-01;9.99999845e-01;9.99999501e-01;9.99998496e-01;9.99995728e-01;9.99988603e-01;9.99971312e-01;9.99932050e-01;9.99848008e-01;9.99679485e-01;9.99361091e-01;9.98797186e-01;9.97857118e-01;9.96388461e-01;9.94233063e-01;9.91274692e-01;9.87476756e-01;9.82944136e-01;9.77937960e-01;9.72887436e-01;9.68325180e-01;9.64814297e-01;9.62823603e-01;9.62638000e-01;9.64281484e-01;9.67522635e-01;9.71916763e-01;9.76916371e-01;9.81968294e-01;9.86623966e-01;9.90580335e-01;9.93709028e-01;9.96016331e-01;9.97611306e-01;9.98643609e-01;9.99271854e-01;9.99630261e-01;9.99822810e-01;9.99919764e-01;9.99965773e-01;9.99986216e-01;9.99994781e-01;9.99998136e-01;9.99999375e-01;9.99999803e-01;9.99999942e-01;9.99999984e-01;9.99999996e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999996e-01;9.99999985e-01;9.99999955e-01;9.99999869e-01;9.99999632e-01;9.99999014e-01;9.99997484e-01;9.99993854e-01;9.99985680e-01;9.99968067e-01;9.99931994e-01;9.99861341e-01;9.99729739e-01;9.99495459e-01;9.99098754e-01;9.98457343e-01;9.97471269e-01;9.96025893e-01;9.94013986e-01;9.91350601e-01;9.88012286e-01;9.84052393e-01;9.79635656e-01;9.75025796e-01;9.70584355e-01;9.66712241e-01;9.63808119e-01;9.62186482e-01;9.62036568e-01;9.63372107e-01;9.66043263e-01;9.69750170e-01;9.74112484e-01;9.78717735e-01;9.83199539e-01;9.87265519e-01;9.90737313e-01;9.93534560e-01;9.95672602e-01;9.97222176e-01;9.98291544e-01;9.98992803e-01;9.99431559e-01;9.99692636e-01;9.99841037e-01;9.99921269e-01;9.99962739e-01;9.99983119e-01;9.99992700e-01;9.99996979e-01;9.99998808e-01;9.99999550e-01;9.99999838e-01;9.99999944e-01;9.99999982e-01;9.99999994e-01;9.99999998e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999996e-01;9.99999988e-01;9.99999967e-01;9.99999913e-01;9.99999775e-01;9.99999440e-01;9.99998658e-01;9.99996906e-01;9.99993116e-01;9.99985251e-01;9.99969497e-01;9.99939223e-01;9.99883091e-01;9.99783205e-01;9.99611811e-01;9.99329535e-01;9.98881617e-01;9.98199608e-01;9.97200168e-01;9.95795936e-01;9.93900156e-01;9.91450349e-01;9.88416684e-01;9.84832874e-01;9.80796513e-01;9.76491236e-01;9.72163198e-01;9.68119641e-01;9.64677142e-01;9.62139742e-01;9.60737238e-01;9.60608473e-01;9.61761399e-01;9.64089705e-01;9.67371724e-01;9.71322638e-01;9.75617195e-01;9.79950991e-01;9.84056165e-01;9.87742703e-01;9.90889487e-01;9.93456721e-01;9.95458035e-01;9.96954986e-01;9.98027601e-01;9.98766641e-01;9.99255048e-01;9.99565848e-01;9.99755658e-01;9.99867382e-01;9.99930504e-01;9.99964900e-01;9.99982886e-01;9.99991963e-01;9.99996357e-01;9.99998411e-01;9.99999331e-01;9.99999729e-01;9.99999894e-01;9.99999960e-01;9.99999986e-01;9.99999995e-01;9.99999998e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999997e-01;9.99999992e-01;9.99999980e-01;9.99999948e-01;9.99999874e-01;9.99999703e-01;9.99999321e-01;9.99998490e-01;9.99996752e-01;9.99993218e-01;9.99986280e-01;9.99973056e-01;9.99948718e-01;9.99905240e-01;9.99830233e-01;9.99704699e-01;9.99501792e-01;9.99183833e-01;9.98702735e-01;9.97997596e-01;9.97000194e-01;9.95635128e-01;9.93833977e-01;9.91538316e-01;9.88722677e-01;9.85395995e-01;9.81627049e-01;9.77535027e-01;9.73306784e-01;9.69168044e-01;9.65385423e-01;9.62219077e-01;9.59914251e-01;9.58649388e-01;9.58533954e-01;9.59572151e-01;9.61683653e-01;9.64693285e-01;9.68375716e-01;9.72462535e-01;9.76694714e-01;9.80828343e-01;9.84675528e-01;9.88096054e-01;9.91017841e-01;9.93415147e-01;9.95312390e-01;9.96758544e-01;9.97824151e-01;9.98581507e-01;9.99102593e-01;9.99448680e-01;9.99671419e-01;9.99809854e-01;9.99893291e-01;9.99941859e-01;9.99969291e-01;9.99984253e-01;9.99992176e-01;9.99996226e-01;9.99998237e-01;9.99999200e-01;9.99999649e-01;9.99999850e-01;9.99999938e-01;9.99999975e-01;9.99999990e-01;9.99999996e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999998e-01;9.99999995e-01;9.99999988e-01;9.99999972e-01;9.99999934e-01;9.99999849e-01;9.99999665e-01;9.99999277e-01;9.99998480e-01;9.99996890e-01;9.99993798e-01;9.99987968e-01;9.99977246e-01;9.99958120e-01;9.99924860e-01;9.99868750e-01;9.99776513e-01;9.99629420e-01;9.99400969e-01;9.99056811e-01;9.98552206e-01;9.97834826e-01;9.96843052e-01;9.95514452e-01;9.93785636e-01;9.91608243e-01;9.88948907e-01;9.85811299e-01;9.82231365e-01;9.78299929e-01;9.74146451e-01;9.69955277e-01;9.65933570e-01;9.62317951e-01;9.59329282e-01;9.57174221e-01;9.55997717e-01;9.55890939e-01;9.56855329e-01;9.58827437e-01;9.61661602e-01;9.65171978e-01;9.69128701e-01;9.73306181e-01;9.77480597e-01;9.81470743e-01;9.85127595e-01;9.88359899e-01;9.91114658e-01;9.93388016e-01;9.95202024e-01;9.96606735e-01;9.97660137e-01;9.98427834e-01;9.98970133e-01;9.99342790e-01;9.99591138e-01;9.99752263e-01;9.99853669e-01;9.99915838e-01;9.99952814e-01;9.99974247e-01;9.99986299e-01;9.99992907e-01;9.99996420e-01;9.99998243e-01;9.99999159e-01;9.99999609e-01;9.99999822e-01;9.99999922e-01;9.99999966e-01;9.99999986e-01;9.99999994e-01;9.99999998e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999997e-01;9.99999994e-01;9.99999985e-01;9.99999966e-01;9.99999925e-01;9.99999838e-01;9.99999657e-01;9.99999292e-01;9.99998572e-01;9.99997189e-01;9.99994588e-01;9.99989830e-01;9.99981314e-01;9.99966477e-01;9.99941194e-01;9.99899255e-01;9.99831240e-01;9.99723863e-01;9.99558198e-01;9.99309418e-01;9.98944505e-01;9.98423650e-01;9.97697961e-01;9.96714531e-01;9.95414701e-01;9.93744871e-01;9.91654960e-01;9.89115640e-01;9.86114651e-01;9.82678484e-01;9.78862126e-01;9.74770852e-01;9.70538671e-01;9.66345774e-01;9.62383665e-01;9.58866850e-01;9.55987891e-01;9.53927185e-01;9.52806598e-01;9.52705429e-01;9.53622877e-01;9.55507189e-01;9.58232256e-01;9.61639743e-01;9.65526656e-01;9.69692416e-01;9.73929126e-01;9.78063264e-01;9.81941828e-01;9.85461939e-01;9.88551244e-01;9.91184488e-01;9.93361164e-01;9.95112534e-01;9.96481305e-01;9.97524018e-01;9.98296319e-01;9.98854418e-01;9.99246780e-01;9.99516111e-01;9.99696037e-01;9.99813469e-01;9.99888075e-01;9.99934404e-01;9.99962410e-01;9.99978964e-01;9.99988490e-01;9.99993851e-01;9.99996788e-01;9.99998362e-01;9.99999184e-01;9.99999603e-01;9.99999811e-01;9.99999912e-01;9.99999960e-01;9.99999982e-01;9.99999992e-01;9.99999997e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999999e-01;9.99999997e-01;9.99999992e-01;9.99999983e-01;9.99999963e-01;9.99999922e-01;9.99999838e-01;9.99999671e-01;9.99999344e-01;9.99998720e-01;9.99997555e-01;9.99995422e-01;9.99991611e-01;9.99984933e-01;9.99973511e-01;9.99954354e-01;9.99922992e-01;9.99872662e-01;9.99793825e-01;9.99672813e-01;9.99491521e-01;9.99225488e-01;9.98844545e-01;9.98310507e-01;9.97580192e-01;9.96603037e-01;9.95328285e-01;9.93702510e-01;9.91682407e-01;9.89231109e-01;9.86336604e-01;9.83004143e-01;9.79278342e-01;9.75227901e-01;9.70968125e-01;9.66634705e-01;9.62403753e-01;9.58453953e-01;9.54983562e-01;9.52164231e-01;9.50158107e-01;9.49070460e-01;9.48972769e-01;9.49862242e-01;9.51695682e-01;9.54360233e-01;9.57717444e-01;9.61583330e-01;9.65776285e-01;9.70100620e-01;9.74390097e-01;9.78489863e-01;9.82289806e-01;9.85703277e-01;9.88688677e-01;9.91226677e-01;9.93331968e-01;9.95032279e-01;9.96373990e-01;9.97405841e-01;9.98181903e-01;9.98751125e-01;9.99159725e-01;9.99445883e-01;9.99642126e-01;9.99773463e-01;9.99859576e-01;9.99914684e-01;9.99949249e-01;9.99970409e-01;9.99983110e-01;9.99990551e-01;9.99994826e-01;9.99997223e-01;9.99998541e-01;9.99999249e-01;9.99999622e-01;9.99999813e-01;9.99999910e-01;9.99999957e-01;9.99999980e-01;9.99999991e-01;9.99999996e-01;9.99999998e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
