A one-dimensional setting of the electrical breakdown problem
eps_0 = 2.00000000e-01
delta = 4.00000000e-02
l = 1.00000000e+00
Gamma = 1.00000000e+00
m = 5.00000000e-01
Phi_gradient = 4.80000000e+00
x_grid = 25
x_skip = 1
t_grid = 100
t_skip = 2
width = 5.00000000e+00
duration = 1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.67274575e-01;9.67274575e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99872166e-01;9.96021997e-01;9.66991453e-01;9.66991453e-01;9.96021997e-01;9.99872166e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999501e-01;9.99969396e-01;9.99287767e-01;9.92411120e-01;9.66223176e-01;9.66223176e-01;9.92411120e-01;9.99287767e-01;9.99969396e-01;9.99999501e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999998e-01;9.99999822e-01;9.99993163e-01;9.99858922e-01;9.98332116e-01;9.89021963e-01;9.65010104e-01;9.65010104e-01;9.89021963e-01;9.98332116e-01;9.99858922e-01;9.99993163e-01;9.99999822e-01;9.99999998e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999951e-01;9.99998483e-01;9.99970707e-01;9.99633276e-01;9.97059219e-01;9.85737411e-01;9.63375449e-01;9.63375449e-01;9.85737411e-01;9.97059219e-01;9.99633276e-01;9.99970707e-01;9.99998483e-01;9.99999951e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999987e-01;9.99999662e-01;9.99993749e-01;9.99918849e-01;9.99265537e-01;9.95500019e-01;9.82460880e-01;9.61328501e-01;9.61328501e-01;9.82460880e-01;9.95500019e-01;9.99265537e-01;9.99918849e-01;9.99993749e-01;9.99999662e-01;9.99999987e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999997e-01;9.99999924e-01;9.99998642e-01;9.99981922e-01;9.99822366e-01;9.98733334e-01;9.93668173e-01;9.79110306e-01;9.58866904e-01;9.58866904e-01;9.79110306e-01;9.93668173e-01;9.98733334e-01;9.99822366e-01;9.99981922e-01;9.99998642e-01;9.99999924e-01;9.99999997e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999983e-01;9.99999701e-01;9.99995949e-01;9.99957747e-01;9.99664593e-01;9.98016215e-01;9.91564075e-01;9.75613457e-01;9.55978171e-01;9.55978171e-01;9.75613457e-01;9.91564075e-01;9.98016215e-01;9.99664593e-01;9.99957747e-01;9.99995949e-01;9.99999701e-01;9.99999983e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999996e-01;9.99999934e-01;9.99999088e-01;9.99990043e-01;9.99914358e-01;9.99427572e-01;9.97093804e-01;9.89177603e-01;9.71904232e-01;9.52640583e-01;9.52640583e-01;9.71904232e-01;9.89177603e-01;9.97093804e-01;9.99427572e-01;9.99914358e-01;9.99990043e-01;9.99999088e-01;9.99999934e-01;9.99999996e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999985e-01;9.99999794e-01;9.99997666e-01;9.99978634e-01;9.99843219e-01;9.99091977e-01;9.95944497e-01;9.86489936e-01;9.67919671e-01;9.48823555e-01;9.48823555e-01;9.67919671e-01;9.86489936e-01;9.95944497e-01;9.99091977e-01;9.99843219e-01;9.99978634e-01;9.99997666e-01;9.99999794e-01;9.99999985e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00
