A one-dimensional setting of the electrical breakdown problem
eps_0 = 2.00000000e-01
delta = 4.00000000e-02
l = 1.00000000e+00
Gamma = 1.00000000e+00
m = 5.00000000e-01
Phi_gradient = 4.80000000e+00
x_grid = 283
x_skip = 2
t_grid = 1600
t_skip = 32
width = 5.00000000e+00
duration = 1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99740122e-01;9.95796372e-01;9.87819078e-01;9.77355471e-01;9.66435010e-01;9.57175765e-01;9.51373605e-01;9.50153883e-01;9.53753170e-01;9.61473369e-01;9.71817115e-01;9.82778194e-01;9.92230661e-01;9.98341168e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999990e-01;9.99999929e-01;9.99999571e-01;9.99997875e-01;9.99991112e-01;9.99968049e-01;9.99899873e-01;9.99723293e-01;9.99319056e-01;9.98495243e-01;9.96991955e-01;9.94524420e-01;9.90869410e-01;9.85976705e-01;9.80065080e-01;9.73656381e-01;9.67518680e-01;9.62522946e-01;9.59450751e-01;9.58808882e-01;9.60705278e-01;9.64822340e-01;9.70495318e-01;9.76873115e-01;9.83114477e-01;9.88561944e-01;9.92844502e-01;9.95887037e-01;9.97840025e-01;9.98970025e-01;9.99557110e-01;9.99829596e-01;9.99941858e-01;9.99982592e-01;9.99995485e-01;9.99999002e-01;9.99999816e-01;9.99999972e-01;9.99999997e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999998e-01;9.99999991e-01;9.99999965e-01;9.99999874e-01;9.99999581e-01;9.99998705e-01;9.99996279e-01;9.99990016e-01;9.99974924e-01;9.99940902e-01;9.99869021e-01;9.99726457e-01;9.99460667e-01;9.98994327e-01;9.98223629e-01;9.97023170e-01;9.95260376e-01;9.92820521e-01;9.89640137e-01;9.85742557e-01;9.81266149e-01;9.76474879e-01;9.71743364e-01;9.67514207e-01;9.64232963e-01;9.62273186e-01;9.61868426e-01;9.63067781e-01;9.65726400e-01;9.69533396e-01;9.74069941e-01;9.78882944e-01;9.83556942e-01;9.87769064e-01;9.91317996e-01;9.94125476e-01;9.96215690e-01;9.97682104e-01;9.98651999e-01;9.99256753e-01;9.99612083e-01;9.99808672e-01;9.99910984e-01;9.99961009e-01;9.99983954e-01;9.99993811e-01;9.99997768e-01;9.99999249e-01;9.99999765e-01;9.99999932e-01;9.99999982e-01;9.99999996e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999998e-01;9.99999994e-01;9.99999981e-01;9.99999946e-01;9.99999849e-01;9.99999601e-01;9.99998991e-01;9.99997561e-01;9.99994358e-01;9.99987501e-01;9.99973452e-01;9.99945899e-01;9.99894128e-01;9.99800895e-01;9.99639898e-01;9.99373228e-01;9.98949450e-01;9.98303252e-01;9.97357791e-01;9.96030731e-01;9.94244530e-01;9.91940650e-01;9.89096170e-01;9.85740107e-01;9.81965870e-01;9.77936114e-01;9.73877032e-01;9.70060823e-01;9.66777453e-01;9.64299350e-01;9.62844767e-01;9.62546517e-01;9.63432225e-01;9.65420164e-01;9.68331534e-01;9.71916637e-01;9.75889668e-01;9.79965486e-01;9.83891989e-01;9.87473294e-01;9.90581338e-01;9.93156025e-01;9.95196139e-01;9.96744485e-01;9.97871032e-01;9.98657231e-01;9.99183668e-01;9.99521916e-01;9.99730451e-01;9.99853790e-01;9.99923754e-01;9.99961802e-01;9.99981631e-01;9.99991527e-01;9.99996255e-01;9.99998415e-01;9.99999359e-01;9.99999752e-01;9.99999909e-01;9.99999968e-01;9.99999989e-01;9.99999997e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999998e-01;9.99999994e-01;9.99999983e-01;9.99999958e-01;9.99999896e-01;9.99999754e-01;9.99999437e-01;9.99998753e-01;9.99997329e-01;9.99994457e-01;9.99988858e-01;9.99978296e-01;9.99959007e-01;9.99924901e-01;9.99866502e-01;9.99769648e-01;9.99614038e-01;9.99371836e-01;9.99006612e-01;9.98473088e-01;9.97718151e-01;9.96683654e-01;9.95311308e-01;9.93549746e-01;9.91363333e-01;9.88741867e-01;9.85709769e-01;9.82333095e-01;9.78722632e-01;9.75031642e-01;9.71447496e-01;9.68177359e-01;9.65429183e-01;9.63390277e-01;9.62206438e-01;9.61964839e-01;9.62683485e-01;9.64309001e-01;9.66723154e-01;9.69756975e-01;9.73210138e-01;9.76872507e-01;9.80544695e-01;9.84054942e-01;9.87270549e-01;9.90103150e-01;9.92508142e-01;9.94479440e-01;9.96041148e-01;9.97237924e-01;9.98125584e-01;9.98763084e-01;9.99206525e-01;9.99505331e-01;9.99700394e-01;9.99823763e-01;9.99899352e-01;9.99944214e-01;9.99970003e-01;9.99984357e-01;9.99992093e-01;9.99996127e-01;9.99998163e-01;9.99999156e-01;9.99999625e-01;9.99999839e-01;9.99999933e-01;9.99999973e-01;9.99999990e-01;9.99999996e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999998e-01;9.99999995e-01;9.99999989e-01;9.99999975e-01;9.99999942e-01;9.99999872e-01;9.99999725e-01;9.99999423e-01;9.99998820e-01;9.99997650e-01;9.99995435e-01;9.99991356e-01;9.99984037e-01;9.99971240e-01;9.99949442e-01;9.99913257e-01;9.99854717e-01;9.99762414e-01;9.99620567e-01;9.99408105e-01;9.99097956e-01;9.98656739e-01;9.98045137e-01;9.97219218e-01;9.96132936e-01;9.94741910e-01;9.93008450e-01;9.90907493e-01;9.88432941e-01;9.85603601e-01;9.82467812e-01;9.79105816e-01;9.75629058e-01;9.72175901e-01;9.68903684e-01;9.65977544e-01;9.63557018e-01;9.61781841e-01;9.60758680e-01;9.60550555e-01;9.61170413e-01;9.62579803e-01;9.64692815e-01;9.67384740e-01;9.70504202e-01;9.73887109e-01;9.77370660e-01;9.80805790e-01;9.84066815e-01;9.87057569e-01;9.89713866e-01;9.92002568e-01;9.93917985e-01;9.95476465e-01;9.96710152e-01;9.97660765e-01;9.98374063e-01;9.98895426e-01;9.99266711e-01;9.99524370e-01;9.99698629e-01;9.99813496e-01;9.99887294e-01;9.99933505e-01;9.99961706e-01;9.99978479e-01;9.99988200e-01;9.99993689e-01;9.99996709e-01;9.99998326e-01;9.99999171e-01;9.99999599e-01;9.99999812e-01;9.99999914e-01;9.99999962e-01;9.99999983e-01;9.99999993e-01;9.99999997e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999997e-01;9.99999994e-01;9.99999987e-01;9.99999971e-01;9.99999939e-01;9.99999874e-01;9.99999746e-01;9.99999496e-01;9.99999024e-01;9.99998148e-01;9.99996561e-01;9.99993746e-01;9.99988862e-01;9.99980572e-01;9.99966802e-01;9.99944417e-01;9.99908806e-01;9.99853364e-01;9.99768887e-01;9.99642916e-01;9.99459081e-01;9.99196551e-01;9.98829702e-01;9.98328162e-01;9.97657412e-01;9.96780069e-01;9.95657997e-01;9.94255261e-01;9.92541850e-01;9.90497965e-01;9.88118514e-01;9.85417336e-01;9.82430592e-01;9.79218763e-01;9.75866712e-01;9.72481480e-01;9.69187636e-01;9.66120341e-01;9.63416553e-01;9.61205108e-01;9.59596644e-01;9.58674449e-01;9.58487312e-01;9.59045218e-01;9.60318471e-01;9.62240318e-01;9.64712770e-01;9.67614876e-01;9.70812471e-01;9.74168310e-01;9.77551528e-01;9.80845583e-01;9.83954083e-01;9.86804218e-01;9.89347792e-01;9.91560138e-01;9.93437361e-01;9.94992451e-01;9.96250861e-01;9.97246065e-01;9.98015516e-01;9.98597285e-01;9.99027534e-01;9.99338824e-01;9.99559192e-01;9.99711847e-01;9.99815334e-01;9.99883991e-01;9.99928571e-01;9.99956899e-01;9.99974516e-01;9.99985238e-01;9.99991623e-01;9.99995345e-01;9.99997466e-01;9.99998650e-01;9.99999296e-01;9.99999640e-01;9.99999820e-01;9.99999912e-01;9.99999958e-01;9.99999980e-01;9.99999991e-01;9.99999996e-01;9.99999998e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999999e-01;9.99999997e-01;9.99999994e-01;9.99999987e-01;9.99999972e-01;9.99999945e-01;9.99999891e-01;9.99999789e-01;9.99999599e-01;9.99999251e-01;9.99998630e-01;9.99997536e-01;9.99995650e-01;9.99992455e-01;9.99987146e-01;9.99978486e-01;9.99964618e-01;9.99942822e-01;9.99909196e-01;9.99858271e-01;9.99782567e-01;9.99672103e-01;9.99513892e-01;9.99291495e-01;9.98984686e-01;9.98569338e-01;9.98017638e-01;9.97298729e-01;9.96379880e-01;9.95228249e-01;9.93813239e-01;9.92109378e-01;9.90099578e-01;9.87778529e-01;9.85155913e-01;9.82259083e-01;9.79134805e-01;9.75849744e-01;9.72489394e-01;9.69155313e-01;9.65960672e-01;9.63024289e-01;9.60463555e-01;9.58386768e-01;9.56885585e-01;9.56028298e-01;9.55854650e-01;9.56372755e-01;9.57558463e-01;9.59357242e-01;9.61688372e-01;9.64450973e-01;9.67531242e-01;9.70810140e-01;9.74170846e-01;9.77505334e-01;9.80719618e-01;9.83737374e-01;9.86501843e-01;9.88976102e-01;9.91141911e-01;9.92997449e-01;9.94554329e-01;9.95834247e-01;9.96865621e-01;9.97680497e-01;9.98311919e-01;9.98791861e-01;9.99149772e-01;9.99411674e-01;9.99599749e-01;9.99732301e-01;9.99823994e-01;9.99886253e-01;9.99927749e-01;9.99954897e-01;9.99972332e-01;9.99983322e-01;9.99990123e-01;9.99994254e-01;9.99996716e-01;9.99998157e-01;9.99998984e-01;9.99999450e-01;9.99999708e-01;9.99999847e-01;9.99999922e-01;9.99999961e-01;9.99999981e-01;9.99999991e-01;9.99999996e-01;9.99999998e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999999e-01;9.99999997e-01;9.99999994e-01;9.99999988e-01;9.99999976e-01;9.99999954e-01;9.99999912e-01;9.99999836e-01;9.99999698e-01;9.99999453e-01;9.99999025e-01;9.99998289e-01;9.99997046e-01;9.99994980e-01;9.99991599e-01;9.99986160e-01;9.99977548e-01;9.99964136e-01;9.99943584e-01;9.99912601e-01;9.99866648e-01;9.99799595e-01;9.99703341e-01;9.99567415e-01;9.99378597e-01;9.99120599e-01;9.98773880e-01;9.98315648e-01;9.97720139e-01;9.96959251e-01;9.96003578e-01;9.94823896e-01;9.93393085e-01;9.91688435e-01;9.89694229e-01;9.87404429e-01;9.84825249e-01;9.81977368e-01;9.78897508e-01;9.75639136e-01;9.72272074e-01;9.68880875e-01;9.65561926e-01;9.62419334e-01;9.59559784e-01;9.57086699e-01;9.55094095e-01;9.53660662e-01;9.52844569e-01;9.52679503e-01;9.53172327e-01;9.54302597e-01;9.56023994e-01;9.58267515e-01;9.60946108e-01;9.63960292e-01;9.67204256e-01;9.70571909e-01;9.73962418e-01;9.77284867e-01;9.80461780e-01;9.83431383e-01;9.86148597e-01;9.88584861e-01;9.90726966e-01;9.92575122e-01;9.94140535e-01;9.95442748e-01;9.96506982e-01;9.97361673e-01;9.98036349e-01;9.98559920e-01;9.98959424e-01;9.99259193e-01;9.99480412e-01;9.99640985e-01;9.99755632e-01;9.99836157e-01;9.99891796e-01;9.99929618e-01;9.99954913e-01;9.99971556e-01;9.99982329e-01;9.99989191e-01;9.99993490e-01;9.99996140e-01;9.99997746e-01;9.99998705e-01;9.99999268e-01;9.99999592e-01;9.99999777e-01;9.99999880e-01;9.99999936e-01;9.99999967e-01;9.99999983e-01;9.99999991e-01;9.99999996e-01;9.99999998e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999999e-01;9.99999997e-01;9.99999995e-01;9.99999990e-01;9.99999981e-01;9.99999964e-01;9.99999933e-01;9.99999878e-01;9.99999781e-01;9.99999613e-01;9.99999324e-01;9.99998836e-01;9.99998026e-01;9.99996697e-01;9.99994551e-01;9.99991134e-01;9.99985772e-01;9.99977480e-01;9.99964842e-01;9.99945856e-01;9.99917745e-01;9.99876725e-01;9.99817733e-01;9.99734122e-01;9.99617340e-01;9.99456603e-01;9.99238601e-01;9.98947280e-01;9.98563732e-01;9.98066273e-01;9.97430745e-01;9.96631104e-01;9.95640336e-01;9.94431726e-01;9.92980453e-01;9.91265501e-01;9.89271766e-01;9.86992263e-01;9.84430266e-01;9.81601198e-01;9.78534083e-01;9.75272366e-01;9.71873945e-01;9.68410278e-01;9.64964511e-01;9.61628611e-01;9.58499616e-01;9.55675148e-01;9.53248468e-01;9.51303394e-01;9.49909475e-01;9.49117807e-01;9.48957866e-01;9.49435647e-01;9.50533281e-01;9.52210168e-01;9.54405527e-01;9.57042108e-01;9.60030746e-01;9.63275368e-01;9.66678049e-01;9.70143763e-01;9.73584536e-01;9.76922765e-01;9.80093594e-01;9.83046296e-01;9.85744687e-01;9.88166683e-01;9.90303144e-01;9.92156178e-01;9.93737100e-01;9.95064242e-01;9.96160772e-01;9.97052678e-01;9.97767003e-01;9.98330412e-01;9.98768100e-01;9.99103044e-01;9.99355562e-01;9.99543133e-01;9.99680419e-01;9.99779434e-01;9.99849809e-01;9.99899102e-01;9.99933130e-01;9.99956281e-01;9.99971804e-01;9.99982063e-01;9.99988745e-01;9.99993035e-01;9.99995749e-01;9.99997441e-01;9.99998481e-01;9.99999111e-01;9.99999487e-01;9.99999708e-01;9.99999836e-01;9.99999909e-01;9.99999951e-01;9.99999973e-01;9.99999986e-01;9.99999993e-01;9.99999996e-01;9.99999998e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00
