1.00000000e+00;1.00000000e+00;9.99999999e-01;9.99999996e-01;9.99999976e-01;9.99999857e-01;9.99999203e-01;9.99995942e-01;9.99981201e-01;9.99921357e-01;9.99705262e-01;9.99019734e-01;9.97138605e-01;9.92761943e-01;9.84354900e-01;9.71524799e-01;9.56999647e-01;9.46886093e-01;9.46886093e-01;9.56999647e-01;9.71524799e-01;9.84354900e-01;9.92761943e-01;9.97138605e-01;9.99019734e-01;9.99705262e-01;9.99921357e-01;9.99981201e-01;9.99995942e-01;9.99999203e-01;9.99999857e-01;9.99999976e-01;9.99999996e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00
1.00000000e+00;1.00000000e+00;9.99999998e-01;9.99999989e-01;9.99999934e-01;9.99999639e-01;9.99998173e-01;9.99991520e-01;9.99964121e-01;9.99862512e-01;9.99526464e-01;9.98547008e-01;9.96068158e-01;9.90722262e-01;9.81137787e-01;9.67353176e-01;9.52456223e-01;9.42394308e-01;9.42394308e-01;9.52456223e-01;9.67353176e-01;9.81137787e-01;9.90722262e-01;9.96068158e-01;9.98547008e-01;9.99526464e-01;9.99862512e-01;9.99964121e-01;9.99991520e-01;9.99998173e-01;9.99999639e-01;9.99999934e-01;9.99999989e-01;9.99999998e-01;1.00000000e+00;1.00000000e+00
1.00000000e+00;9.99999999e-01;9.99999995e-01;9.99999970e-01;9.99999836e-01;9.99999174e-01;9.99996161e-01;9.99983604e-01;9.99936007e-01;9.99773190e-01;9.99275248e-01;9.97929146e-01;9.94757571e-01;9.88358651e-01;9.77552861e-01;9.62779042e-01;9.47422008e-01;9.37304328e-01;9.37304328e-01;9.47422008e-01;9.62779042e-01;9.77552861e-01;9.88358651e-01;9.94757571e-01;9.97929146e-01;9.99275248e-01;9.99773190e-01;9.99936007e-01;9.99983604e-01;9.99996161e-01;9.99999174e-01;9.99999836e-01;9.99999970e-01;9.99999995e-01;9.99999999e-01;1.00000000e+00
1.00000000e+00;9.99999998e-01;9.99999986e-01;9.99999925e-01;9.99999625e-01;9.99998257e-01;9.99992495e-01;9.99970255e-01;9.99892026e-01;9.99643186e-01;9.98933779e-01;9.97140933e-01;9.93177585e-01;9.85638571e-01;9.73555720e-01;9.57738256e-01;9.41825535e-01;9.31554815e-01;9.31554815e-01;9.41825535e-01;9.57738256e-01;9.73555720e-01;9.85638571e-01;9.93177585e-01;9.97140933e-01;9.98933779e-01;9.99643186e-01;9.99892026e-01;9.99970255e-01;9.99992495e-01;9.99998257e-01;9.99999625e-01;9.99999925e-01;9.99999986e-01;9.99999998e-01;1.00000000e+00
1.00000000e+00;9.99999994e-01;9.99999966e-01;9.99999830e-01;9.99999206e-01;9.99996560e-01;9.99986185e-01;9.99948828e-01;9.99826042e-01;9.99460334e-01;9.98481865e-01;9.96154596e-01;9.91295443e-01;9.82523690e-01;9.69094476e-01;9.52159677e-01;9.35586386e-01;9.25069434e-01;9.25069434e-01;9.35586386e-01;9.52159677e-01;9.69094476e-01;9.82523690e-01;9.91295443e-01;9.96154596e-01;9.98481865e-01;9.99460334e-01;9.99826042e-01;9.99948828e-01;9.99986185e-01;9.99996560e-01;9.99999206e-01;9.99999830e-01;9.99999966e-01;9.99999994e-01;1.00000000e+00
1.00000000e+00;9.99999985e-01;9.99999922e-01;9.99999638e-01;9.99998421e-01;9.99993587e-01;9.99975829e-01;9.99915821e-01;9.99730413e-01;9.99210301e-01;9.97896689e-01;9.94939343e-01;9.89074224e-01;9.78969245e-01;9.64108829e-01;9.45962681e-01;9.28611416e-01;9.17753839e-01;9.17753839e-01;9.28611416e-01;9.45962681e-01;9.64108829e-01;9.78969245e-01;9.89074224e-01;9.94939343e-01;9.97896689e-01;9.99210301e-01;9.99730413e-01;9.99915821e-01;9.99975829e-01;9.99993587e-01;9.99998421e-01;9.99999638e-01;9.99999922e-01;9.99999985e-01;1.00000000e+00
1.00000000e+00;9.99999966e-01;9.99999835e-01;9.99999274e-01;9.99997023e-01;9.99988611e-01;9.99959501e-01;9.99866706e-01;9.99595788e-01;9.98876341e-01;9.97152494e-01;9.93460857e-01;9.86472128e-01;9.74923142e-01;9.58528497e-01;9.39053920e-01;9.20790048e-01;9.09490984e-01;9.09490984e-01;9.20790048e-01;9.39053920e-01;9.58528497e-01;9.74923142e-01;9.86472128e-01;9.93460857e-01;9.97152494e-01;9.98876341e-01;9.99595788e-01;9.99866706e-01;9.99959501e-01;9.99988611e-01;9.99997023e-01;9.99999274e-01;9.99999835e-01;9.99999966e-01;1.00000000e+00
1.00000000e+00;9.99999927e-01;9.99999667e-01;9.99998619e-01;9.99994644e-01;9.99980605e-01;9.99934630e-01;9.99795742e-01;9.99410864e-01;9.98439019e-01;9.96220206e-01;9.91680736e-01;9.83441637e-01;9.70324678e-01;9.52270851e-01;9.31322925e-01;9.11987948e-01;9.00134080e-01;9.00134080e-01;9.11987948e-01;9.31322925e-01;9.52270851e-01;9.70324678e-01;9.83441637e-01;9.91680736e-01;9.96220206e-01;9.98439019e-01;9.99410864e-01;9.99795742e-01;9.99934630e-01;9.99980605e-01;9.99994644e-01;9.99998619e-01;9.99999667e-01;9.99999927e-01;1.00000000e+00
1.00000000e+00;9.99999854e-01;9.99999360e-01;9.99997485e-01;9.99990745e-01;9.99968152e-01;9.99897848e-01;9.99695762e-01;9.99162123e-01;9.97875882e-01;9.95067005e-01;9.89555841e-01;9.79928466e-01;9.65102715e-01;9.45237453e-01;9.22635962e-01;9.02038083e-01;8.89496024e-01;8.89496024e-01;9.02038083e-01;9.22635962e-01;9.45237453e-01;9.65102715e-01;9.79928466e-01;9.89555841e-01;9.95067005e-01;9.97875882e-01;9.99162123e-01;9.99695762e-01;9.99897848e-01;9.99968152e-01;9.99990745e-01;9.99997485e-01;9.99999360e-01;9.99999854e-01;1.00000000e+00
1.00000000e+00;9.99999718e-01;9.99998824e-01;9.99995598e-01;9.99984566e-01;9.99949343e-01;9.99844822e-01;9.99557939e-01;9.98833525e-01;9.97161092e-01;9.93655829e-01;9.87037509e-01;9.75870173e-01;9.59173050e-01;9.37309022e-01;9.12827190e-01;8.90727547e-01;8.77333276e-01;8.77333276e-01;8.90727547e-01;9.12827190e-01;9.37309022e-01;9.59173050e-01;9.75870173e-01;9.87037509e-01;9.93655829e-01;9.97161092e-01;9.98833525e-01;9.99557939e-01;9.99844822e-01;9.99949343e-01;9.99984566e-01;9.99995598e-01;9.99998824e-01;9.99999718e-01;1.00000000e+00
1.00000000e+00;9.99999480e-01;9.99997917e-01;9.99992555e-01;9.99975055e-01;9.99921658e-01;9.99770068e-01;9.99371516e-01;9.98406177e-01;9.96265005e-01;9.91944786e-01;9.84070567e-01;9.71194251e-01;9.52434612e-01;9.28338027e-01;9.01685487e-01;8.77777414e-01;8.63320529e-01;8.63320529e-01;8.77777414e-01;9.01685487e-01;9.28338027e-01;9.52434612e-01;9.71194251e-01;9.84070567e-01;9.91944786e-01;9.96265005e-01;9.98406177e-01;9.99371516e-01;9.99770068e-01;9.99921658e-01;9.99975055e-01;9.99992555e-01;9.99997917e-01;9.99999480e-01;1.00000000e+00
1.00000000e+00;9.99999074e-01;9.99996436e-01;9.99987791e-01;9.99960786e-01;9.99881817e-01;9.99666723e-01;9.99123503e-01;9.97857946e-01;9.95153687e-01;9.89886440e-01;9.80592017e-01;9.65815434e-01;9.44763861e-01;9.18137540e-01;8.88934135e-01;8.62810618e-01;8.47009306e-01;8.47009306e-01;8.62810618e-01;8.88934135e-01;9.18137540e-01;9.44763861e-01;9.65815434e-01;9.80592017e-01;9.89886440e-01;9.95153687e-01;9.97857946e-01;9.99123503e-01;9.99666723e-01;9.99881817e-01;9.99960786e-01;9.99987791e-01;9.99996436e-01;9.99999074e-01;1.00000000e+00
1.00000000e+00;9.99998406e-01;9.99994080e-01;9.99980519e-01;9.99939861e-01;9.99825618e-01;9.99526301e-01;9.98798341e-01;9.97163032e-01;9.93788349e-01;9.87426913e-01;9.76529242e-01;9.59631798e-01;9.36006409e-01;9.06463995e-01;8.74198142e-01;8.45298151e-01;8.27756710e-01;8.27756710e-01;8.45298151e-01;8.74198142e-01;9.06463995e-01;9.36006409e-01;9.59631798e-01;9.76529242e-01;9.87426913e-01;9.93788349e-01;9.97163032e-01;9.98798341e-01;9.99526301e-01;9.99825618e-01;9.99939861e-01;9.99980519e-01;9.99994080e-01;9.99998406e-01;1.00000000e+00
1.00000000e+00;9.99997335e-01;9.99990431e-01;9.99969669e-01;9.99909792e-01;9.99747743e-01;9.99338403e-01;9.98377516e-01;9.96291480e-01;9.92124678e-01;9.84504697e-01;9.71797455e-01;9.52518963e-01;9.25964101e-01;8.92989455e-01;8.56948919e-01;8.24463285e-01;8.04594298e-01;8.04594298e-01;8.24463285e-01;8.56948919e-01;8.92989455e-01;9.25964101e-01;9.52518963e-01;9.71797455e-01;9.84504697e-01;9.92124678e-01;9.96291480e-01;9.98377516e-01;9.99338403e-01;9.99747743e-01;9.99909792e-01;9.99969669e-01;9.99990431e-01;9.99997335e-01;1.00000000e+00
1.00000000e+00;9.99995662e-01;9.99984905e-01;9.99953810e-01;9.99867357e-01;9.99641531e-01;9.99090396e-01;9.97839133e-01;9.95208621e-01;9.90111994e-01;9.81049039e-01;9.66295968e-01;9.44321275e-01;9.14374412e-01;8.77254732e-01;8.36404356e-01;7.99096958e-01;7.75964234e-01;7.75964234e-01;7.99096958e-01;8.36404356e-01;8.77254732e-01;9.14374412e-01;9.44321275e-01;9.66295968e-01;9.81049039e-01;9.90111994e-01;9.95208621e-01;9.97839133e-01;9.99090396e-01;9.99641531e-01;9.99867357e-01;9.99953810e-01;9.99984905e-01;9.99995662e-01;1.00000000e+00
1.00000000e+00;9.99993107e-01;9.99976706e-01;9.99931049e-01;9.99808440e-01;9.99498721e-01;9.98767042e-01;9.97157426e-01;9.93874414e-01;9.87692180e-01;9.76977619e-01;9.59902568e-01;9.34837888e-01;9.00876004e-01;8.58584877e-01;8.11332238e-01;7.67161737e-01;7.39118437e-01;7.39118437e-01;7.67161737e-01;8.11332238e-01;8.58584877e-01;9.00876004e-01;9.34837888e-01;9.59902568e-01;9.76977619e-01;9.87692180e-01;9.93874414e-01;9.97157426e-01;9.98767042e-01;9.99498721e-01;9.99808440e-01;9.99931049e-01;9.99976706e-01;9.99993107e-01;1.00000000e+00
1.00000000e+00;9.99989284e-01;9.99964767e-01;9.99898921e-01;9.99727832e-01;9.99309152e-01;9.98350085e-01;9.96302203e-01;9.92242649e-01;9.84798211e-01;9.72193139e-01;9.52464762e-01;9.23799848e-01;8.84947358e-01;8.35922847e-01;7.79615035e-01;7.24800180e-01;6.88472110e-01;6.88472110e-01;7.24800180e-01;7.79615035e-01;8.35922847e-01;8.84947358e-01;9.23799848e-01;9.52464762e-01;9.72193139e-01;9.84798211e-01;9.92242649e-01;9.96302203e-01;9.98350085e-01;9.99309152e-01;9.99727832e-01;9.99898921e-01;9.99964767e-01;9.99989284e-01;1.00000000e+00
1.00000000e+00;9.99983673e-01;9.99947674e-01;9.99854251e-01;9.99619005e-01;9.99060428e-01;9.97817774e-01;9.95238203e-01;9.90259943e-01;9.81352095e-01;9.66578086e-01;9.43785570e-01;9.10829954e-01;8.65787407e-01;8.07458455e-01;7.37099421e-01;6.63155577e-01;6.09416786e-01;6.09416786e-01;6.63155577e-01;7.37099421e-01;8.07458455e-01;8.65787407e-01;9.10829954e-01;9.43785570e-01;9.66578086e-01;9.81352095e-01;9.90259943e-01;9.95238203e-01;9.97817774e-01;9.99060428e-01;9.99619005e-01;9.99854251e-01;9.99947674e-01;9.99983673e-01;1.00000000e+00
1.00000000e+00;9.99975574e-01;9.99923573e-01;9.99792986e-01;9.99473850e-01;9.98737520e-01;9.97144328e-01;9.93924323e-01;9.87864408e-01;9.77261789e-01;9.59986354e-01;9.33599062e-01;8.95365967e-01;8.42050050e-01;7.69615485e-01;6.73441676e-01;5.51617061e-01;4.28500219e-01;4.28500219e-01;5.51617061e-01;6.73441676e-01;7.69615485e-01;8.42050050e-01;8.95365967e-01;9.33599062e-01;9.59986354e-01;9.77261789e-01;9.87864408e-01;9.93924323e-01;9.97144328e-01;9.98737520e-01;9.99473850e-01;9.99792986e-01;9.99923573e-01;9.99975574e-01;1.00000000e+00
1.00000000e+00;9.99964066e-01;9.99890069e-01;9.99710007e-01;9.99282368e-01;9.98322326e-01;9.96299302e-01;9.92312673e-01;9.84983782e-01;9.72416405e-01;9.52229054e-01;9.21524292e-01;8.76489924e-01;8.11081877e-01;7.12567025e-01;5.30513142e-01;-7.75395800e-03;1.13389122e-02;1.13389122e-02;-7.75395800e-03;5.30513142e-01;7.12567025e-01;8.11081877e-01;8.76489924e-01;9.21524292e-01;9.52229054e-01;9.72416405e-01;9.84983782e-01;9.92312673e-01;9.96299302e-01;9.98322326e-01;9.99282368e-01;9.99710007e-01;9.99890069e-01;9.99964066e-01;1.00000000e+00
1.00000000e+00;9.99947946e-01;9.99844088e-01;9.99598898e-01;9.99032316e-01;9.97793155e-01;9.95246854e-01;9.90347336e-01;9.81532652e-01;9.66678219e-01;9.43047969e-01;9.06959281e-01;8.52345757e-01;7.63990165e-01;5.67993166e-01;2.79417511e-02;8.77100706e-03;4.79880104e-03;4.79880104e-03;8.77100706e-03;2.79417511e-02;5.67993166e-01;7.63990165e-01;8.52345757e-01;9.06959281e-01;9.43047969e-01;9.66678219e-01;9.81532652e-01;9.90347336e-01;9.95246854e-01;9.97793155e-01;9.99032316e-01;9.99598898e-01;9.99844088e-01;9.99947946e-01;1.00000000e+00
1.00000000e+00;9.99925659e-01;9.99781729e-01;9.99451685e-01;9.98708801e-01;9.97124134e-01;9.93944840e-01;9.87962654e-01;9.77407956e-01;9.59867522e-01;9.32048654e-01;8.88657410e-01;8.16656432e-01;6.53286870e-01;5.45457547e-03;1.17202040e-02;5.03424142e-03;2.97876188e-03;2.97876188e-03;5.03424142e-03;1.17202040e-02;5.45457547e-03;6.53286870e-01;8.16656432e-01;8.88657410e-01;9.32048654e-01;9.59867522e-01;9.77407956e-01;9.87962654e-01;9.93944840e-01;9.97124134e-01;9.98708801e-01;9.99451685e-01;9.99781729e-01;9.99925659e-01;1.00000000e+00
1.00000000e+00;9.99895219e-01;9.99698079e-01;9.99258523e-01;9.98293805e-01;9.96284501e-01;9.92343648e-01;9.85080592e-01;9.72480318e-01;9.51721817e-01;9.18433524e-01;8.62714024e-01;7.45855510e-01;3.76288940e-01;2.37762679e-02;5.53746194e-03;2.94795013e-03;2.16861848e-03;2.16861848e-03;2.94795013e-03;5.53746194e-03;2.37762679e-02;3.76288940e-01;7.45855510e-01;8.62714024e-01;9.18433524e-01;9.51721817e-01;9.72480318e-01;9.85080592e-01;9.92343648e-01;9.96284501e-01;9.98293805e-01;9.99258523e-01;9.99698079e-01;9.99895219e-01;1.00000000e+00
1.00000000e+00;9.99854104e-01;9.99586999e-01;9.99007338e-01;9.97765633e-01;9.95237750e-01;9.90384526e-01;9.81605736e-01;9.66570736e-01;9.41751369e-01;9.00007446e-01;8.15977512e-01;5.68790340e-01;2.81880162e-02;6.45588725e-03;3.47448805e-03;2.18449755e-03;1.69223897e-03;1.69223897e-03;2.18449755e-03;3.47448805e-03;6.45588725e-03;2.81880162e-02;5.68790340e-01;8.15977512e-01;9.00007446e-01;9.41751369e-01;9.66570736e-01;9.81605736e-01;9.90384526e-01;9.95237750e-01;9.97765633e-01;9.99007338e-01;9.99586999e-01;9.99854104e-01;1.00000000e+00
1.00000000e+00;9.99799146e-01;9.99440872e-01;9.98683403e-01;9.97098255e-01;9.93940478e-01;9.87996625e-01;9.77412526e-01;9.59375975e-01;9.28776818e-01;8.70731204e-01;7.13512198e-01;3.12636649e-02;1.32978441e-02;4.88011751e-03;2.45163099e-03;1.69051941e-03;1.38602190e-03;1.38602190e-03;1.69051941e-03;2.45163099e-03;4.88011751e-03;1.32978441e-02;3.12636649e-02;7.13512198e-01;8.70731204e-01;9.28776818e-01;9.59375975e-01;9.77412526e-01;9.87996625e-01;9.93940478e-01;9.97098255e-01;9.98683403e-01;9.99440872e-01;9.99799146e-01;1.00000000e+00
1.00000000e+00;9.99726388e-01;9.99250309e-01;9.98268844e-01;9.96260469e-01;9.92340547e-01;9.85090135e-01;9.72308616e-01;9.50251991e-01;9.09646364e-01;8.13799874e-01;5.07778843e-01;2.67243783e-02;5.81513495e-03;2.94834088e-03;1.89052566e-03;1.38334938e-03;1.17124108e-03;1.17124108e-03;1.38334938e-03;1.89052566e-03;2.94834088e-03;5.81513495e-03;2.67243783e-02;5.07778843e-01;8.13799874e-01;9.09646364e-01;9.50251991e-01;9.72308616e-01;9.85090135e-01;9.92340547e-01;9.96260469e-01;9.98268844e-01;9.99250309e-01;9.99726388e-01;1.00000000e+00
1.00000000e+00;9.99630923e-01;9.99003800e-01;9.97742027e-01;9.95214691e-01;9.90373305e-01;9.81538148e-01;9.65934633e-01;9.37693731e-01;8.76789372e-01;6.83850050e-01;3.04523971e-02;8.18162950e-03;4.20617859e-03;2.24352935e-03;1.51138154e-03;1.16601156e-03;1.01322488e-03;1.01322488e-03;1.16601156e-03;1.51138154e-03;2.24352935e-03;4.20617859e-03;8.18162950e-03;3.04523971e-02;6.83850050e-01;8.76789372e-01;9.37693731e-01;9.65934633e-01;9.81538148e-01;9.90373305e-01;9.95214691e-01;9.97742027e-01;9.99003800e-01;9.99630923e-01;1.00000000e+00
1.00000000e+00;9.99506706e-01;9.98687292e-01;9.97076737e-01;9.93914786e-01;9.87952604e-01;9.77130081e-01;9.57510592e-01;9.17943986e-01;8.13360395e-01;4.64177045e-01;2.56964159e-02;5.53260403e-03;2.69471574e-03;1.74618669e-03;1.26077433e-03;1.00643256e-03;8.91861747e-04;8.91861747e-04;1.00643256e-03;1.26077433e-03;1.74618669e-03;2.69471574e-03;5.53260403e-03;2.56964159e-02;4.64177045e-01;8.13360395e-01;9.17943986e-01;9.57510592e-01;9.77130081e-01;9.87952604e-01;9.93914786e-01;9.97076737e-01;9.98687292e-01;9.99506706e-01;1.00000000e+00
1.00000000e+00;9.99346320e-01;9.98283647e-01;9.96240861e-01;9.92301431e-01;9.84948655e-01;9.71459431e-01;9.45316600e-01;8.82492686e-01;6.69311569e-01;3.05325514e-02;7.22105946e-03;3.82760153e-03;2.12203517e-03;1.42144700e-03;1.07542256e-03;8.84358050e-04;7.95877279e-04;7.95877279e-04;8.84358050e-04;1.07542256e-03;1.42144700e-03;2.12203517e-03;3.82760153e-03;7.22105946e-03;3.05325514e-02;6.69311569e-01;8.82492686e-01;9.45316600e-01;9.71459431e-01;9.84948655e-01;9.92301431e-01;9.96240861e-01;9.98283647e-01;9.99346320e-01;1.00000000e+00
1.00000000e+00;9.99140680e-01;9.97771844e-01;9.95193915e-01;9.90291531e-01;9.81135938e-01;9.63655515e-01;9.25330225e-01;8.15741003e-01;4.39997578e-01;2.51365948e-02;5.42702617e-03;2.57805188e-03;1.66768952e-03;1.19823706e-03;9.36574471e-04;7.87937439e-04;7.18070923e-04;7.18070923e-04;7.87937439e-04;9.36574471e-04;1.19823706e-03;1.66768952e-03;2.57805188e-03;5.42702617e-03;2.51365948e-02;4.39997578e-01;8.15741003e-01;9.25330225e-01;9.63655515e-01;9.81135938e-01;9.90291531e-01;9.95193915e-01;9.97771844e-01;9.99140680e-01;1.00000000e+00
1.00000000e+00;9.98878624e-01;9.97125619e-01;9.93881774e-01;9.87753807e-01;9.76078270e-01;9.51898863e-01;8.88817265e-01;6.67178551e-01;3.04848209e-02;7.22499591e-03;3.71512215e-03;2.06394301e-03;1.37363394e-03;1.02966651e-03;8.28390632e-04;7.10061341e-04;6.53756499e-04;6.53756499e-04;7.10061341e-04;8.28390632e-04;1.02966651e-03;1.37363394e-03;2.06394301e-03;3.71512215e-03;7.22499591e-03;3.04848209e-02;6.67178551e-01;8.88817265e-01;9.51898863e-01;9.76078270e-01;9.87753807e-01;9.93881774e-01;9.97125619e-01;9.98878624e-01;1.00000000e+00
1.00000000e+00;9.98546229e-01;9.96310807e-01;9.92225203e-01;9.84455164e-01;9.68866012e-01;9.32157905e-01;8.21455753e-01;4.38181494e-01;2.50915270e-02;5.41905166e-03;2.54967538e-03;1.63573546e-03;1.16639862e-03;9.01796678e-04;7.41842941e-04;6.45861404e-04;5.99732611e-04;5.99732611e-04;6.45861404e-04;7.41842941e-04;9.01796678e-04;1.16639862e-03;1.63573546e-03;2.54967538e-03;5.41905166e-03;2.50915270e-02;4.38181494e-01;8.21455753e-01;9.32157905e-01;9.68866012e-01;9.84455164e-01;9.92225203e-01;9.96310807e-01;9.98546229e-01;1.00000000e+00
