A one-dimensional setting of the electrical breakdown problem
eps_0 = 2.00000000e-01
delta = 4.00000000e-02
l = 1.00000000e+00
Gamma = 1.00000000e+00
m = 5.00000000e-01
Phi_gradient = 4.80000000e+00
x_grid = 25
x_skip = 1
t_grid = 71
t_skip = 1
width = 5.00000000e+00
duration = 1.00000000e+00
1.00000000e+00;9.99849495e-01;9.99421452e-01;9.98093937e-01;9.94373691e-01;9.85137701e-01;9.64837703e-01;9.24466653e-01;8.45758353e-01;6.23449311e-01;-1.09014912e+00;7.61125961e-01;-6.04787491e-01;-6.04787491e-01;7.61125961e-01;-1.09014912e+00;6.23449311e-01;8.45758353e-01;9.24466653e-01;9.64837703e-01;9.85137701e-01;9.94373691e-01;9.98093937e-01;9.99421452e-01;9.99849495e-01;1.00000000e+00
1.00000000e+00;9.99810694e-01;9.99287081e-01;9.97701944e-01;9.93356459e-01;9.82779669e-01;9.59863625e-01;9.14204371e-01;8.17330004e-01;4.12383815e-01;-5.71923276e-01;4.47190416e-01;-5.08534722e-01;-5.08534722e-01;4.47190416e-01;-5.71923276e-01;4.12383815e-01;8.17330004e-01;9.14204371e-01;9.59863625e-01;9.82779669e-01;9.93356459e-01;9.97701944e-01;9.99287081e-01;9.99810694e-01;1.00000000e+00
1.00000000e+00;9.99763192e-01;9.99125644e-01;9.97240455e-01;9.92181225e-01;9.80094908e-01;9.54210998e-01;9.01814471e-01;7.70202394e-01;1.37583567e-02;-4.46612732e-01;3.65627492e-03;-5.52525459e-01;-5.52525459e-01;3.65627492e-03;-4.46612732e-01;1.37583567e-02;7.70202394e-01;9.01814471e-01;9.54210998e-01;9.80094908e-01;9.92181225e-01;9.97240455e-01;9.99125644e-01;9.99763192e-01;1.00000000e+00
1.00000000e+00;9.99705309e-01;9.98932453e-01;9.96698901e-01;9.90826552e-01;9.77038794e-01;9.47721623e-01;8.85708608e-01;6.86451881e-01;1.71305068e-02;-6.38031649e-01;-8.65594476e-02;-5.73904355e-01;-5.73904355e-01;-8.65594476e-02;-6.38031649e-01;1.71305068e-02;6.86451881e-01;8.85708608e-01;9.47721623e-01;9.77038794e-01;9.90826552e-01;9.96698901e-01;9.98932453e-01;9.99705309e-01;1.00000000e+00
1.00000000e+00;9.99635088e-01;9.98702126e-01;9.96065307e-01;9.89268080e-01;9.73554963e-01;9.40104954e-01;8.62766953e-01;5.93039178e-01;-1.66626518e-02;-5.33468727e-01;-1.32045671e+00;-5.80238068e-01;-5.80238068e-01;-1.32045671e+00;-5.33468727e-01;-1.66626518e-02;5.93039178e-01;8.62766953e-01;9.40104954e-01;9.73554963e-01;9.89268080e-01;9.96065307e-01;9.98702126e-01;9.99635088e-01;1.00000000e+00
1.00000000e+00;9.99550257e-01;9.98428499e-01;9.95326106e-01;9.87477650e-01;9.69564380e-01;9.30811525e-01;8.32267770e-01;4.65154473e-01;-4.28430629e-02;-6.49801490e-01;-8.46462129e-01;-6.89008228e-01;-6.89008228e-01;-8.46462129e-01;-6.49801490e-01;-4.28430630e-02;4.65154473e-01;8.32267770e-01;9.30811525e-01;9.69564380e-01;9.87477650e-01;9.95326106e-01;9.98428499e-01;9.99550257e-01;1.00000000e+00
1.00000000e+00;9.99448185e-01;9.98104519e-01;9.94465879e-01;9.85421528e-01;9.64944065e-01;9.19259310e-01;7.90920296e-01;2.15700328e-01;-2.88155834e-01;-6.08306547e-01;-7.20199919e-01;-6.76398546e-01;-6.76398546e-01;-7.20199919e-01;-6.08306547e-01;-2.88155835e-01;2.15700328e-01;7.90920296e-01;9.19259310e-01;9.64944065e-01;9.85421528e-01;9.94465879e-01;9.98104519e-01;9.99448185e-01;1.00000000e+00
1.00000000e+00;9.99325835e-01;9.97722135e-01;9.93466960e-01;9.83056893e-01;9.59527331e-01;9.04595814e-01;7.26978567e-01;-1.08479321e+00;-3.83172618e+00;-6.11392036e-01;-6.65065616e-01;-6.60236095e-01;-6.60236095e-01;-6.65065616e-01;-6.11392036e-01;-3.83172615e+00;-1.08479321e+00;7.26978567e-01;9.04595814e-01;9.59527331e-01;9.83056893e-01;9.93466960e-01;9.97722135e-01;9.99325835e-01;1.00000000e+00
1.00000000e+00;9.99179708e-01;9.97272142e-01;9.92308758e-01;9.80328610e-01;9.53082498e-01;8.84949614e-01;5.43863130e-01;-9.65407995e-01;2.68847367e+00;-9.18807495e-01;-6.45947137e-01;-6.49352191e-01;-6.49352191e-01;-6.45947138e-01;-9.18807493e-01;2.68847357e+00;-9.65407993e-01;5.43863130e-01;8.84949614e-01;9.53082498e-01;9.80328610e-01;9.92308758e-01;9.97272142e-01;9.99179708e-01;1.00000000e+00
1.00000000e+00;9.99005780e-01;9.96743990e-01;9.90966845e-01;9.77164342e-01;9.45226718e-01;8.49977059e-01;3.04219394e-01;-3.65490186e-01;1.01833528e+00;-4.52016070e-01;-6.67149735e-01;-6.43936773e-01;-6.43936773e-01;-6.67149735e-01;-4.52016077e-01;1.01833534e+00;-3.65490193e-01;3.04219394e-01;8.49977059e-01;9.45226718e-01;9.77164342e-01;9.90966845e-01;9.96743990e-01;9.99005780e-01;1.00000000e+00
1.00000000e+00;9.98799429e-01;9.96125515e-01;9.89411679e-01;9.73462419e-01;9.34689451e-01;7.95103155e-01;-4.79512740e-01;-9.83718449e-01;7.68916935e-01;-5.95886662e-01;-6.31067899e-01;-6.44058649e-01;-6.44058649e-01;-6.31067900e-01;-5.95886639e-01;7.68916985e-01;-9.83718356e-01;-4.79512739e-01;7.95103155e-01;9.34689451e-01;9.73462419e-01;9.89411679e-01;9.96125515e-01;9.98799429e-01;1.00000000e+00
