A model with total free energy in the output
-1.10916873e+01
-1.10917946e+01
-1.10919026e+01
-1.10920114e+01
-1.10921211e+01
-1.10922315e+01
-1.10923428e+01
-1.10924549e+01
-1.10925678e+01
-1.10926816e+01
-1.10927962e+01
-1.10929116e+01
-1.10930280e+01
-1.10931451e+01
-1.10932632e+01
-1.10933821e+01
-1.10935019e+01
-1.10936226e+01
-1.10937442e+01
-1.10938667e+01
-1.10939902e+01
-1.10941145e+01
-1.10942398e+01
-1.10943660e+01
-1.10944931e+01
-1.10946212e+01
-1.10947502e+01
-1.10948802e+01
-1.10950112e+01
-1.10951432e+01
-1.10952761e+01
-1.10954101e+01
-1.10955450e+01
-1.10956810e+01
-1.10958179e+01
-1.10959559e+01
-1.10960950e+01
-1.10962351e+01
-1.10963762e+01
-1.10965184e+01
-1.10966616e+01
-1.10968060e+01
-1.10969514e+01
-1.10970979e+01
-1.10972455e+01
-1.10973942e+01
-1.10975441e+01
-1.10976951e+01
-1.10978472e+01
-1.10980004e+01
-1.10981549e+01
-1.10983104e+01
-1.10984672e+01
-1.10986252e+01
-1.10987843e+01
-1.10989446e+01
-1.10991062e+01
-1.10992690e+01
-1.10994330e+01
-1.10995983e+01
-1.10997648e+01
-1.10999325e+01
-1.11001016e+01
-1.11002719e+01
-1.11004436e+01
-1.11006165e+01
-1.11007908e+01
-1.11009663e+01
-1.11011433e+01
-1.11013215e+01
-1.11015011e+01
-1.11016821e+01
-1.11018645e+01
-1.11020483e+01
-1.11022335e+01
-1.11024201e+01
-1.11026081e+01
-1.11027975e+01
-1.11029884e+01
-1.11031808e+01
-1.11033747e+01
-1.11035700e+01
-1.11037668e+01
-1.11039652e+01
-1.11041651e+01
-1.11043665e+01
-1.11045695e+01
-1.11047740e+01
-1.11049801e+01
-1.11051878e+01
-1.11053971e+01
-1.11056080e+01
-1.11058206e+01
-1.11060347e+01
-1.11062506e+01
-1.11064681e+01
-1.11066873e+01
-1.11069082e+01
-1.11071309e+01
-1.11073552e+01
-1.11075813e+01
-1.11078092e+01
-1.11080388e+01
-1.11082702e+01
-1.11085034e+01
-1.11087384e+01
-1.11089753e+01
-1.11092140e+01
-1.11094546e+01
-1.11096971e+01
-1.11099415e+01
-1.11101878e+01
-1.11104360e+01
-1.11106861e+01
-1.11109383e+01
-1.11111924e+01
-1.11114485e+01
-1.11117066e+01
-1.11119667e+01
-1.11122290e+01
-1.11124932e+01
-1.11127596e+01
-1.11130281e+01
-1.11132986e+01
-1.11135714e+01
-1.11138463e+01
-1.11141233e+01
-1.11144026e+01
-1.11146841e+01
-1.11149678e+01
-1.11152538e+01
-1.11155421e+01
-1.11158327e+01
-1.11161255e+01
-1.11164208e+01
-1.11167183e+01
-1.11170183e+01
-1.11173207e+01
-1.11176254e+01
-1.11179327e+01
-1.11182424e+01
-1.11185546e+01
-1.11188693e+01
-1.11191865e+01
-1.11195063e+01
-1.11198287e+01
-1.11201536e+01
-1.11204812e+01
-1.11208115e+01
-1.11211444e+01
-1.11214801e+01
-1.11218184e+01
-1.11221595e+01
-1.11225034e+01
-1.11228501e+01
-1.11231996e+01
-1.11235520e+01
-1.11239072e+01
-1.11242654e+01
-1.11246264e+01
-1.11249905e+01
-1.11253575e+01
-1.11257276e+01
-1.11261006e+01
-1.11264768e+01
-1.11268561e+01
-1.11272385e+01
-1.11276240e+01
-1.11280127e+01
-1.11284047e+01
-1.11287999e+01
-1.11291984e+01
-1.11296002e+01
-1.11300054e+01
-1.11304139e+01
-1.11308258e+01
-1.11312412e+01
-1.11316600e+01
-1.11320824e+01
-1.11325083e+01
-1.11329378e+01
-1.11333708e+01
-1.11338076e+01
-1.11342480e+01
-1.11346921e+01
-1.11351400e+01
-1.11355917e+01
-1.11360472e+01
-1.11365065e+01
-1.11369698e+01
-1.11374370e+01
-1.11379082e+01
-1.11383834e+01
-1.11388627e+01
-1.11393461e+01
-1.11398336e+01
-1.11403253e+01
-1.11408212e+01
-1.11413214e+01
-1.11418259e+01
-1.11423348e+01
-1.11428481e+01
-1.11433658e+01
-1.11438880e+01
-1.11444147e+01
-1.11449460e+01
-1.11454820e+01
-1.11460226e+01
-1.11465680e+01
-1.11471181e+01
-1.11476731e+01
-1.11482329e+01
-1.11487977e+01
-1.11493674e+01
-1.11499422e+01
-1.11505220e+01
-1.11511070e+01
-1.11516972e+01
-1.11522926e+01
-1.11528933e+01
-1.11534994e+01
-1.11541109e+01
-1.11547279e+01
-1.11553504e+01
-1.11559785e+01
-1.11566122e+01
-1.11572517e+01
-1.11578969e+01
-1.11585480e+01
-1.11592050e+01
-1.11598679e+01
-1.11605369e+01
-1.11612120e+01
-1.11618933e+01
-1.11625807e+01
-1.11632745e+01
-1.11639747e+01
-1.11646813e+01
-1.11653945e+01
-1.11661142e+01
-1.11668406e+01
-1.11675737e+01
-1.11683137e+01
-1.11690606e+01
-1.11698144e+01
-1.11705753e+01
-1.11713433e+01
-1.11721186e+01
-1.11729011e+01
-1.11736911e+01
-1.11744885e+01
-1.11752935e+01
-1.11761061e+01
-1.11769265e+01
-1.11777547e+01
-1.11785909e+01
-1.11794351e+01
-1.11802873e+01
-1.11811478e+01
-1.11820167e+01
-1.11828939e+01
-1.11837796e+01
-1.11846740e+01
-1.11855771e+01
-1.11864890e+01
-1.11874098e+01
-1.11883397e+01
-1.11892788e+01
-1.11902271e+01
-1.11911849e+01
-1.11921521e+01
-1.11931290e+01
-1.11941156e+01
-1.11951120e+01
-1.11961185e+01
-1.11971351e+01
-1.11981620e+01
-1.11991992e+01
-1.12002470e+01
-1.12013054e+01
-1.12023746e+01
-1.12034548e+01
-1.12045460e+01
-1.12056485e+01
-1.12067623e+01
-1.12078876e+01
-1.12090247e+01
-1.12101735e+01
-1.12113344e+01
-1.12125073e+01
-1.12136927e+01
-1.12148904e+01
-1.12161009e+01
-1.12173242e+01
-1.12185604e+01
-1.12198099e+01
-1.12210727e+01
-1.12223491e+01
-1.12236392e+01
-1.12249433e+01
-1.12262614e+01
-1.12275940e+01
-1.12289410e+01
-1.12303028e+01
-1.12316795e+01
-1.12330715e+01
-1.12344788e+01
-1.12359017e+01
-1.12373404e+01
-1.12387953e+01
-1.12402665e+01
-1.12417542e+01
-1.12432587e+01
-1.12447803e+01
-1.12463191e+01
-1.12478756e+01
-1.12494499e+01
-1.12510423e+01
-1.12526531e+01
-1.12542826e+01
-1.12559311e+01
-1.12575988e+01
-1.12592860e+01
-1.12609932e+01
-1.12627205e+01
-1.12644683e+01
-1.12662370e+01
-1.12680269e+01
-1.12698382e+01
-1.12716715e+01
-1.12735269e+01
-1.12754049e+01
-1.12773059e+01
-1.12792302e+01
-1.12811783e+01
-1.12831505e+01
-1.12851472e+01
-1.12871689e+01
-1.12892159e+01
-1.12912888e+01
-1.12933879e+01
-1.12955138e+01
-1.12976668e+01
-1.12998475e+01
-1.13020564e+01
-1.13042939e+01
-1.13065606e+01
-1.13088570e+01
-1.13111836e+01
-1.13135410e+01
-1.13159298e+01
-1.13183504e+01
-1.13208037e+01
-1.13232900e+01
-1.13258101e+01
-1.13283646e+01
-1.13309541e+01
-1.13335794e+01
-1.13362411e+01
-1.13389399e+01
-1.13416766e+01
-1.13444519e+01
-1.13472665e+01
-1.13501213e+01
-1.13530171e+01
-1.13559547e+01
-1.13589349e+01
-1.13619586e+01
-1.13650268e+01
-1.13681403e+01
-1.13713002e+01
-1.13745073e+01
-1.13777628e+01
-1.13810676e+01
-1.13844228e+01
-1.13878296e+01
-1.13912890e+01
-1.13948022e+01
-1.13983704e+01
-1.14019949e+01
-1.14056770e+01
-1.14094179e+01
-1.14132190e+01
-1.14170818e+01
-1.14210076e+01
-1.14249980e+01
-1.14290546e+01
-1.14331788e+01
-1.14373724e+01
-1.14416370e+01
-1.14459745e+01
-1.14503866e+01
-1.14548752e+01
-1.14594423e+01
-1.14640899e+01
-1.14688200e+01
-1.14736348e+01
-1.14785366e+01
-1.14835277e+01
-1.14886105e+01
-1.14937875e+01
-1.14990612e+01
-1.15044344e+01
-1.15099099e+01
-1.15154905e+01
-1.15211792e+01
-1.15269793e+01
-1.15328939e+01
-1.15389264e+01
-1.15450804e+01
-1.15513595e+01
-1.15577677e+01
-1.15643087e+01
-1.15709869e+01
-1.15778066e+01
-1.15847723e+01
-1.15918888e+01
-1.15991609e+01
-1.16065940e+01
-1.16141933e+01
-1.16219647e+01
-1.16299140e+01
-1.16380474e+01
-1.16463716e+01
-1.16548934e+01
-1.16636199e+01
-1.16725589e+01
-1.16817182e+01
-1.16911062e+01
-1.17007319e+01
-1.17106045e+01
-1.17207339e+01
-1.17311304e+01
-1.17418051e+01
-1.17527697e+01
-1.17640363e+01
-1.17756181e+01
-1.17875289e+01
-1.17997835e+01
-1.18123975e+01
-1.18253874e+01
-1.18387712e+01
-1.18525677e+01
-1.18667972e+01
-1.18814814e+01
-1.18966433e+01
-1.19123080e+01
-1.19285021e+01
-1.19452544e+01
-1.19625959e+01
-1.19805601e+01
-1.19991832e+01
-1.20185043e+01
-1.20385661e+01
-1.20594149e+01
-1.20811012e+01
-1.21036800e+01
-1.21272119e+01
-1.21517631e+01
-1.21774067e+01
-1.22042232e+01
-1.22323019e+01
-1.22617420e+01
-1.22926540e+01
-1.23251614e+01
-1.23594032e+01
-1.23955358e+01
-1.24337365e+01
-1.24742071e+01
-1.25171785e+01
-1.25629162e+01
-1.26117276e+01
-1.26639710e+01
-1.27200669e+01
-1.27805129e+01
-1.28459028e+01
-1.29169527e+01
-1.29945356e+01
-1.30797286e+01
-1.31738794e+01
-1.32787017e+01
-1.33964138e+01
-1.35299487e+01
-1.36832810e+01
-1.38619548e+01
-1.40739770e+01
-1.43314045e+01
-1.46533395e+01
-1.50719631e+01
-1.56454675e+01
-1.64859708e+01
-1.78011988e+01
-1.97806883e+01
-2.20395927e+01
-2.40199511e+01
-2.56863240e+01
-2.71387022e+01
-2.84458502e+01
-2.96483211e+01
-3.07711073e+01
-3.18306312e+01
-3.28383093e+01
-3.38024490e+01
-3.47293202e+01
-3.56237971e+01
-3.64897609e+01
-3.73303647e+01
-3.81482133e+01
-3.89454895e+01
-3.97240450e+01
-4.04854677e+01
-4.12311317e+01
-4.19622360e+01
-4.26798349e+01
-4.33848610e+01
-4.40781447e+01
-4.47604291e+01
-4.54323823e+01
-4.60946080e+01
-4.67476538e+01
-4.73920181e+01
-4.80281564e+01
-4.86564863e+01
-4.92773915e+01
-4.98912259e+01
-5.04983166e+01
-5.10989668e+01
-5.16934578e+01
-5.22820519e+01
-5.28649932e+01
-5.34425102e+01
-5.40148167e+01
-5.45821131e+01
-5.51445876e+01
-5.57024176e+01
-5.62557698e+01
-5.68048016e+01
-5.73496619e+01
-5.78904913e+01
-5.84274231e+01
-5.89605835e+01
-5.94900926e+01
-6.00160642e+01
-6.05386068e+01
-6.10578235e+01
-6.15738127e+01
-6.20866682e+01
-6.25964796e+01
-6.31033324e+01
-6.36073084e+01
-6.41084861e+01
-6.46069403e+01
-6.51027430e+01
-6.55959632e+01
-6.60866670e+01
-6.65749179e+01
-6.70607770e+01
-6.75443031e+01
-6.80255527e+01
-6.85045801e+01
-6.89814378e+01
-6.94561762e+01
-6.99288441e+01
-7.03994883e+01
-7.08681543e+01
-7.13348859e+01
-7.17997253e+01
-7.22627134e+01
-7.27238898e+01
-7.31832927e+01
-7.36409592e+01
-7.40969250e+01
-7.45512250e+01
-7.50038927e+01
-7.54549608e+01
-7.59044609e+01
-7.63524236e+01
-7.67988788e+01
-7.72438553e+01
-7.76873812e+01
-7.81294838e+01
-7.85701895e+01
-7.90095241e+01
-7.94475126e+01
-7.98841794e+01
-8.03195482e+01
-8.07536419e+01
-8.11864830e+01
-8.16180934e+01
-8.20484944e+01
-8.24777066e+01
-8.29057503e+01
-8.33326451e+01
-8.37584102e+01
-8.41830644e+01
-8.46066259e+01
-8.50291126e+01
-8.54505416e+01
-8.58709302e+01
-8.62902947e+01
-8.67086514e+01
-8.71260161e+01
-8.75424041e+01
-8.79578307e+01
-8.83723104e+01
-8.87858577e+01
-8.91984866e+01
-8.96102110e+01
-9.00210443e+01
-9.04309997e+01
-9.08400900e+01
-9.12483279e+01
-9.16557256e+01
-9.20622954e+01
-9.24680489e+01
-9.28729978e+01
-9.32771535e+01
-9.36805270e+01
-9.40831292e+01
-9.44849708e+01
-9.48860622e+01
-9.52864137e+01
-9.56860354e+01
-9.60849370e+01
-9.64831282e+01
-9.68806185e+01
-9.72774172e+01
-9.76735333e+01
-9.80689759e+01
-9.84637537e+01
-9.88578752e+01
-9.92513490e+01
-9.96441834e+01
-1.00036386e+02
-1.00427966e+02
-1.00818930e+02
-1.01209287e+02
-1.01599043e+02
-1.01988206e+02
-1.02376784e+02
-1.02764784e+02
-1.03152213e+02
-1.03539077e+02
-1.03925383e+02
-1.04311139e+02
-1.04696351e+02
-1.05081025e+02
-1.05465168e+02
-1.05848785e+02
-1.06231884e+02
-1.06614470e+02
-1.06996549e+02
-1.07378127e+02
-1.07759209e+02
-1.08139802e+02
-1.08519911e+02
-1.08899541e+02
-1.09278699e+02
-1.09657388e+02
-1.10035615e+02
-1.10413385e+02
-1.10790702e+02
-1.11167572e+02
-1.11543999e+02
-1.11919989e+02
-1.12295547e+02
-1.12670676e+02
-1.13045382e+02
-1.13419669e+02
-1.13793542e+02
-1.14167005e+02
-1.14540062e+02
-1.14912719e+02
-1.15284978e+02
-1.15656844e+02
-1.16028322e+02
-1.16399415e+02
-1.16770128e+02
-1.17140464e+02
-1.17510428e+02
-1.17880022e+02
-1.18249252e+02
-1.18618120e+02
-1.18986631e+02
-1.19354787e+02
-1.19722593e+02
-1.20090053e+02
-1.20457168e+02
-1.20823944e+02
-1.21190384e+02
-1.21556490e+02
-1.21922266e+02
-1.22287716e+02
-1.22652842e+02
-1.23017648e+02
-1.23382137e+02
-1.23746312e+02
-1.24110176e+02
-1.24473733e+02
-1.24836984e+02
-1.25199934e+02
-1.25562584e+02
-1.25924938e+02
-1.26286999e+02
-1.26648769e+02
-1.27010252e+02
-1.27371449e+02
-1.27732364e+02
-1.28093000e+02
-1.28453358e+02
-1.28813442e+02
-1.29173254e+02
-1.29532797e+02
-1.29892073e+02
-1.30251084e+02
-1.30609834e+02
-1.30968324e+02
-1.31326557e+02
-1.31684535e+02
-1.32042261e+02
-1.32399737e+02
-1.32756964e+02
-1.33113947e+02
-1.33470686e+02
-1.33827184e+02
-1.34183443e+02
-1.34539465e+02
-1.34895252e+02
-1.35250807e+02
-1.35606132e+02
-1.35961228e+02
-1.36316097e+02
-1.36670743e+02
-1.37025165e+02
-1.37379368e+02
-1.37733352e+02
-1.38087119e+02
-1.38440672e+02
-1.38794012e+02
-1.39147141e+02
-1.39500061e+02
-1.39852774e+02
-1.40205281e+02
-1.40557585e+02
-1.40909687e+02
-1.41261589e+02
-1.41613292e+02
-1.41964798e+02
-1.42316110e+02
-1.42667228e+02
-1.43018155e+02
-1.43368892e+02
-1.43719440e+02
-1.44069801e+02
-1.44419977e+02
-1.44769970e+02
-1.45119780e+02
-1.45469410e+02
-1.45818861e+02
-1.46168134e+02
-1.46517231e+02
-1.46866154e+02
-1.47214904e+02
-1.47563482e+02
-1.47911890e+02
-1.48260129e+02
-1.48608201e+02
-1.48956106e+02
-1.49303848e+02
-1.49651425e+02
-1.49998842e+02
-1.50346097e+02
-1.50693193e+02
-1.51040132e+02
-1.51386914e+02
-1.51733540e+02
-1.52080013e+02
-1.52426332e+02
-1.52772501e+02
-1.53118519e+02
-1.53464388e+02
-1.53810109e+02
-1.54155683e+02
-1.54501112e+02
-1.54846397e+02
-1.55191538e+02
-1.55536538e+02
-1.55881397e+02
-1.56226116e+02
-1.56570697e+02
-1.56915141e+02
-1.57259448e+02
-1.57603620e+02
-1.57947657e+02
-1.58291562e+02
-1.58635335e+02
-1.58978977e+02
-1.59322489e+02
-1.59665872e+02
-1.60009128e+02
-1.60352256e+02
-1.60695259e+02
-1.61038137e+02
-1.61380891e+02
-1.61723523e+02
-1.62066033e+02
-1.62408422e+02
-1.62750691e+02
-1.63092841e+02
-1.63434873e+02
-1.63776787e+02
-1.64118586e+02
-1.64460270e+02
-1.64801839e+02
-1.65143295e+02
-1.65484638e+02
-1.65825869e+02
-1.66166990e+02
-1.66508001e+02
-1.66848903e+02
-1.67189696e+02
-1.67530382e+02
-1.67870962e+02
-1.68211436e+02
-1.68551805e+02
-1.68892070e+02
-1.69232232e+02
-1.69572291e+02
-1.69912249e+02
-1.70252106e+02
-1.70591863e+02
-1.70931520e+02
-1.71271079e+02
-1.71610541e+02
-1.71949905e+02
-1.72289173e+02
-1.72628345e+02
-1.72967423e+02
-1.73306406e+02
-1.73645297e+02
-1.73984094e+02
-1.74322800e+02
-1.74661415e+02
-1.74999939e+02
-1.75338373e+02
-1.75676718e+02
-1.76014975e+02
-1.76353144e+02
-1.76691226e+02
-1.77029221e+02
-1.77367131e+02
-1.77704956e+02
-1.78042696e+02
-1.78380353e+02
-1.78717926e+02
-1.79055417e+02
-1.79392826e+02
-1.79730154e+02
-1.80067401e+02
-1.80404568e+02
-1.80741655e+02
-1.81078664e+02
-1.81415595e+02
-1.81752448e+02
-1.82089224e+02
-1.82425923e+02
-1.82762547e+02
-1.83099095e+02
-1.83435568e+02
-1.83771968e+02
-1.84108294e+02
-1.84444546e+02
-1.84780727e+02
-1.85116835e+02
-1.85452872e+02
-1.85788838e+02
-1.86124734e+02
-1.86460560e+02
-1.86796316e+02
-1.87132004e+02
-1.87467624e+02
-1.87803176e+02
-1.88138660e+02
-1.88474078e+02
-1.88809430e+02
-1.89144716e+02
-1.89479937e+02
-1.89815093e+02
-1.90150185e+02
-1.90485213e+02
-1.90820178e+02
-1.91155080e+02
-1.91489920e+02
-1.91824697e+02
-1.92159414e+02
-1.92494069e+02
-1.92828664e+02
-1.93163199e+02
-1.93497674e+02
-1.93832090e+02
-1.94166447e+02
-1.94500746e+02
-1.94834987e+02
-1.95169171e+02
-1.95503298e+02
-1.95837368e+02
-1.96171382e+02
-1.96505340e+02
-1.96839242e+02
-1.97173090e+02
-1.97506884e+02
-1.97840623e+02
-1.98174308e+02
-1.98507940e+02
-1.98841519e+02
-1.99175046e+02
-1.99508520e+02
-1.99841943e+02
-2.00175314e+02
-2.00508634e+02
-2.00841903e+02
-2.01175122e+02
-2.01508291e+02
-2.01841411e+02
-2.02174481e+02
-2.02507502e+02
-2.02840475e+02
-2.03173400e+02
-2.03506276e+02
-2.03839106e+02
-2.04171888e+02
-2.04504623e+02
-2.04837312e+02
-2.05169955e+02
-2.05502551e+02
-2.05835103e+02
-2.06167609e+02
-2.06500070e+02
-2.06832487e+02
-2.07164859e+02
-2.07497188e+02
-2.07829473e+02
-2.08161714e+02
-2.08493913e+02
-2.08826069e+02
-2.09158182e+02
-2.09490253e+02
-2.09822282e+02
-2.10154270e+02
-2.10486216e+02
-2.10818122e+02
-2.11149986e+02
-2.11481811e+02
-2.11813595e+02
-2.12145339e+02
-2.12477043e+02
-2.12808708e+02
-2.13140333e+02
-2.13471920e+02
-2.13803468e+02
-2.14134978e+02
-2.14466450e+02
-2.14797883e+02
-2.15129279e+02
-2.15460638e+02
-2.15791959e+02
-2.16123243e+02
-2.16454490e+02
-2.16785701e+02
-2.17116876e+02
-2.17448014e+02
-2.17779117e+02
-2.18110183e+02
-2.18441215e+02
-2.18772211e+02
-2.19103172e+02
-2.19434098e+02
-2.19764989e+02
-2.20095846e+02
-2.20426668e+02
-2.20757456e+02
-2.21088211e+02
-2.21418931e+02
-2.21749618e+02
-2.22080272e+02
-2.22410892e+02
-2.22741479e+02
-2.23072033e+02
-2.23402554e+02
-2.23733043e+02
-2.24063499e+02
-2.24393923e+02
-2.24724314e+02
-2.25054673e+02
-2.25385001e+02
-2.25715296e+02
-2.26045560e+02
-2.26375792e+02
-2.26705993e+02
-2.27036162e+02
-2.27366300e+02
-2.27696407e+02
-2.28026482e+02
-2.28356527e+02
-2.28686541e+02
