A one-dimensional setting of the electrical breakdown problem

adaptation_type = 0
delta = 0.001
dt_max = 6e-6
duration = 1e-3
l = 1.5e-06
m = 12
q = 20e-9
t_grid = 1000000
t_skip = 16
tol_energy = 1.5e-10
tol_phi = 1.4e-5
tol_stability = 1.1e-2
width = 3.2e-5
x_grid = 64
x_skip = 64
Gamma() =
	[-inf, inf]:2.6 * 3.12228e-10
eps_0() =
	[-inf, inf]:2.6 * 8.85e-12
phi_0() =
	[-inf, 3.2e-5 * 0.42]:				1
	[3.2e-5 * 0.42, 3.2e-5 * 0.58]:		1 - 0.05 * 0.5 * (1 + cos((x / 3.2e-5 - 0.5) / 0.08 * pi))
	[3.2e-5 * 0.58, inf]:				1
t_0 = 0.00000000e+00

4;1;1;1;1.88952753e-01;4.35396234e-07;9.82332175e-06
4;16;1;1;5.33036153e-02;4.20059280e-06;8.65287028e-05
4;16;1;1;3.73827048e-02;6.49370742e-06;1.29436253e-04
4;16;1;1;3.04642883e-02;8.26108581e-06;1.61110704e-04
4;16;1;1;2.63991437e-02;9.74626472e-06;1.86914623e-04
4;16;1;1;2.36533413e-02;1.10486692e-05;2.08987731e-04
4;16;1;1;2.16419796e-02;1.22203730e-05;2.28433277e-04
4;16;1;1;2.00880524e-02;1.32926600e-05;2.45905906e-04
4;16;1;1;1.88414489e-02;1.42860544e-05;2.61830657e-04
4;16;1;1;1.78129233e-02;1.52148777e-05;2.76501437e-04
4;16;1;1;1.69456861e-02;1.60895906e-05;2.90131189e-04
4;16;1;1;1.62016699e-02;1.69181083e-05;3.02879859e-04
4;16;1;1;1.55542835e-02;1.77065910e-05;3.14871080e-04
4;16;1;1;1.49843208e-02;1.84599437e-05;3.26202683e-04
4;16;1;1;1.44775197e-02;1.91821475e-05;3.36953604e-04
4;16;1;1;1.40230390e-02;1.98764860e-05;3.47188584e-04
4;16;1;1;1.36124725e-02;2.05457049e-05;3.56961480e-04
4;16;1;1;1.32391884e-02;2.11921279e-05;3.66317644e-04
4;16;1;1;1.28978756e-02;2.18177423e-05;3.75295671e-04
