A one-dimensional setting of the electrical breakdown problem

Phi_gradient = 5.625e+06
adaptation_type = 0
delta = 0.001
dt_max = 1.28e-8
duration = 1e-5
l = 1.5e-06
m = 12
t_grid = 100000
t_skip = 16
tol_energy = 2e-7
tol_phi = 5e-4
tol_stability = 0.2
width = 3.2e-5
x_grid = 64
x_skip = 1
Gamma() =
	[-inf, inf]:2.6 * 3.12228e-10
eps_0() =
	[-inf, inf]:2.6 * 8.85e-12
phi_0() =
	[-inf, 3.2e-5 * 0.42]:				1
	[3.2e-5 * 0.42, 3.2e-5 * 0.58]:		1 - 0.05 * 0.5 * (1 + cos((x / 3.2e-5 - 0.5) / 0.08 * pi))
	[3.2e-5 * 0.58, inf]:				1
t_0 = 0.00000000e+00

4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932261e-01;9.94325261e-01;9.81667819e-01;9.66577754e-01;9.54560380e-01;9.50000000e-01;9.54560380e-01;9.66577754e-01;9.81667819e-01;9.94325261e-01;9.99932261e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17601725e-02;4.35396234e-07;9.82332175e-06;6.62755980e+04;inf;5.25240248e+04;7.54425482e-09;1.00000000e-10;1.28000000e-08
4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932261e-01;9.94325077e-01;9.81661979e-01;9.66544158e-01;9.54479321e-01;9.49893660e-01;9.54479321e-01;9.66544158e-01;9.81661979e-01;9.94325077e-01;9.99932261e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17608998e-02;4.37135813e-07;9.85325727e-06;6.66746069e+04;4.36928794e+02;5.25240248e+04;7.49910683e-09;4.57740490e-10;1.28000000e-08
4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932261e-01;9.94324892e-01;9.81656133e-01;9.66510464e-01;9.54397849e-01;9.49786679e-01;9.54397849e-01;9.66510464e-01;9.81656133e-01;9.94324892e-01;9.99932261e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17616347e-02;4.38889636e-07;9.88339104e-06;6.70775299e+04;4.41575223e+02;5.25240248e+04;7.45406101e-09;4.52923963e-10;1.28000000e-08
4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932261e-01;9.94324708e-01;9.81650282e-01;9.66476672e-01;9.54315962e-01;9.49679051e-01;9.54315962e-01;9.66476672e-01;9.81650282e-01;9.94324708e-01;9.99932261e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17623773e-02;4.40657878e-07;9.91372508e-06;6.74844200e+04;4.46288554e+02;5.25240248e+04;7.40911754e-09;4.48140555e-10;1.28000000e-08
4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932261e-01;9.94324523e-01;9.81644425e-01;9.66442782e-01;9.54233656e-01;9.49570768e-01;9.54233656e-01;9.66442782e-01;9.81644425e-01;9.94324523e-01;9.99932261e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17631278e-02;4.42440712e-07;9.94426147e-06;6.78953314e+04;4.51070000e+02;5.25240248e+04;7.36427660e-09;4.43390162e-10;1.28000000e-08
4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932261e-01;9.94324339e-01;9.81638563e-01;9.66408793e-01;9.54150927e-01;9.49461825e-01;9.54150927e-01;9.66408793e-01;9.81638563e-01;9.94324339e-01;9.99932261e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17638861e-02;4.44238319e-07;9.97500229e-06;6.83103188e+04;4.55920799e+02;5.25240248e+04;7.31953837e-09;4.38672682e-10;1.28000000e-08
4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932261e-01;9.94324154e-01;9.81632696e-01;9.66374705e-01;9.54067773e-01;9.49352214e-01;9.54067773e-01;9.66374705e-01;9.81632696e-01;9.94324154e-01;9.99932261e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17646525e-02;4.46050878e-07;1.00059497e-05;6.87294383e+04;4.60842227e+02;5.25240248e+04;7.27490305e-09;4.33988008e-10;1.28000000e-08
4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932261e-01;9.94323970e-01;9.81626822e-01;9.66340516e-01;9.53984188e-01;9.49241930e-01;9.53984188e-01;9.66340516e-01;9.81626822e-01;9.94323970e-01;9.99932261e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17654271e-02;4.47878576e-07;1.00371058e-05;6.91527466e+04;4.65835577e+02;5.25240248e+04;7.23037081e-09;4.29336035e-10;1.28000000e-08
4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932261e-01;9.94323785e-01;9.81620944e-01;9.66306227e-01;9.53900170e-01;9.49130966e-01;9.53900170e-01;9.66306227e-01;9.81620944e-01;9.94323785e-01;9.99932261e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17662100e-02;4.49721599e-07;1.00684728e-05;6.95803016e+04;4.70902181e+02;5.25240248e+04;7.18594184e-09;4.24716657e-10;1.28000000e-08
4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932261e-01;9.94323600e-01;9.81615060e-01;9.66271837e-01;9.53815715e-01;9.49019314e-01;9.53815715e-01;9.66271837e-01;9.81615060e-01;9.94323600e-01;9.99932261e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17670012e-02;4.51580137e-07;1.01000529e-05;7.00121621e+04;4.76043392e+02;5.25240248e+04;7.14161633e-09;4.20129769e-10;1.28000000e-08
4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932261e-01;9.94323416e-01;9.81609170e-01;9.66237346e-01;9.53730820e-01;9.48906968e-01;9.53730820e-01;9.66237346e-01;9.81609170e-01;9.94323416e-01;9.99932261e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17678010e-02;4.53454385e-07;1.01318484e-05;7.04483882e+04;4.81260597e+02;5.25240248e+04;7.09739446e-09;4.15575265e-10;1.28000000e-08
4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932261e-01;9.94323231e-01;9.81603275e-01;9.66202753e-01;9.53645480e-01;9.48793921e-01;9.53645480e-01;9.66202753e-01;9.81603275e-01;9.94323231e-01;9.99932261e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17686094e-02;4.55344538e-07;1.01638615e-05;7.08890407e+04;4.86555213e+02;5.25240248e+04;7.05327643e-09;4.11053041e-10;1.28000000e-08
4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932261e-01;9.94323047e-01;9.81597374e-01;9.66168058e-01;9.53559691e-01;9.48680165e-01;9.53559691e-01;9.66168058e-01;9.81597374e-01;9.94323047e-01;9.99932261e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17694266e-02;4.57250797e-07;1.01960946e-05;7.13341818e+04;4.91928688e+02;5.25240248e+04;7.00926242e-09;4.06562993e-10;1.28000000e-08
4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932261e-01;9.94322862e-01;9.81591468e-01;9.66133259e-01;9.53473451e-01;9.48565694e-01;9.53473451e-01;9.66133259e-01;9.81591468e-01;9.94322862e-01;9.99932261e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17702526e-02;4.59173366e-07;1.02285499e-05;7.17838746e+04;4.97382508e+02;5.25240248e+04;6.96535264e-09;4.02105013e-10;1.28000000e-08
4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932261e-01;9.94322677e-01;9.81585556e-01;9.66098358e-01;9.53386755e-01;9.48450499e-01;9.53386755e-01;9.66098358e-01;9.81585556e-01;9.94322677e-01;9.99932261e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17710878e-02;4.61112450e-07;1.02612300e-05;7.22381834e+04;5.02918188e+02;5.25240248e+04;6.92154726e-09;3.97678996e-10;1.28000000e-08
4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932261e-01;9.94322492e-01;9.81579638e-01;9.66063352e-01;9.53299598e-01;9.48334575e-01;9.53299598e-01;9.66063352e-01;9.81579638e-01;9.94322492e-01;9.99932261e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17719321e-02;4.63068260e-07;1.02941371e-05;7.26971737e+04;5.08537279e+02;5.25240248e+04;6.87784648e-09;3.93284835e-10;1.28000000e-08
4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932261e-01;9.94322308e-01;9.81573715e-01;9.66028242e-01;9.53211978e-01;9.48217912e-01;9.53211978e-01;9.66028242e-01;9.81573715e-01;9.94322308e-01;9.99932261e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17727857e-02;4.65041010e-07;1.03272737e-05;7.31609121e+04;5.14241365e+02;5.25240248e+04;6.83425050e-09;3.88922427e-10;1.28000000e-08
4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932261e-01;9.94322123e-01;9.81567787e-01;9.65993028e-01;9.53123890e-01;9.48100504e-01;9.53123890e-01;9.65993028e-01;9.81567787e-01;9.94322123e-01;9.99932261e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17736487e-02;4.67030916e-07;1.03606424e-05;7.36294665e+04;5.20032072e+02;5.25240248e+04;6.79075951e-09;3.84591665e-10;1.28000000e-08
4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932261e-01;9.94321938e-01;9.81561853e-01;9.65957707e-01;9.53035329e-01;9.47982342e-01;9.53035329e-01;9.65957707e-01;9.81561853e-01;9.94321938e-01;9.99932261e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17745214e-02;4.69038200e-07;1.03942456e-05;7.41029060e+04;5.25911059e+02;5.25240248e+04;6.74737371e-09;3.80292440e-10;1.28000000e-08
4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932260e-01;9.94321753e-01;9.81555913e-01;9.65922281e-01;9.52946293e-01;9.47863419e-01;9.52946293e-01;9.65922281e-01;9.81555913e-01;9.94321753e-01;9.99932260e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17754038e-02;4.71063086e-07;1.04280860e-05;7.45813010e+04;5.31880023e+02;5.25240248e+04;6.70409329e-09;3.76024651e-10;1.28000000e-08
4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932260e-01;9.94321569e-01;9.81549967e-01;9.65886749e-01;9.52856776e-01;9.47743727e-01;9.52856776e-01;9.65886749e-01;9.81549967e-01;9.94321569e-01;9.99932260e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17762960e-02;4.73105802e-07;1.04621660e-05;7.50647231e+04;5.37940703e+02;5.25240248e+04;6.66091846e-09;3.71788190e-10;1.28000000e-08
4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932260e-01;9.94321384e-01;9.81544016e-01;9.65851109e-01;9.52766775e-01;9.47623258e-01;9.52766775e-01;9.65851109e-01;9.81544016e-01;9.94321384e-01;9.99932260e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17771983e-02;4.75166582e-07;1.04964883e-05;7.55532453e+04;5.44094878e+02;5.25240248e+04;6.61784942e-09;3.67582949e-10;1.28000000e-08
4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932260e-01;9.94321199e-01;9.81538060e-01;9.65815362e-01;9.52676284e-01;9.47502003e-01;9.52676284e-01;9.65815362e-01;9.81538060e-01;9.94321199e-01;9.99932260e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17781108e-02;4.77245660e-07;1.05310557e-05;7.60469418e+04;5.50344368e+02;5.25240248e+04;6.57488635e-09;3.63408825e-10;1.28000000e-08
4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932260e-01;9.94321014e-01;9.81532097e-01;9.65779507e-01;9.52585301e-01;9.47379955e-01;9.52585301e-01;9.65779507e-01;9.81532097e-01;9.94321014e-01;9.99932260e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17790337e-02;4.79343278e-07;1.05658708e-05;7.65458885e+04;5.56691037e+02;5.25240248e+04;6.53202948e-09;3.59265709e-10;1.28000000e-08
4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932260e-01;9.94320829e-01;9.81526129e-01;9.65743544e-01;9.52493820e-01;9.47257104e-01;9.52493820e-01;9.65743544e-01;9.81526129e-01;9.94320829e-01;9.99932260e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17799670e-02;4.81459680e-07;1.06009363e-05;7.70501623e+04;5.63136789e+02;5.25240248e+04;6.48927899e-09;3.55153497e-10;1.28000000e-08
4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932260e-01;9.94320644e-01;9.81520156e-01;9.65707471e-01;9.52401837e-01;9.47133442e-01;9.52401837e-01;9.65707471e-01;9.81520156e-01;9.94320644e-01;9.99932260e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17809111e-02;4.83595115e-07;1.06362551e-05;7.75598420e+04;5.69683582e+02;5.25240248e+04;6.44663510e-09;3.51072080e-10;1.28000000e-08
4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932260e-01;9.94320459e-01;9.81514176e-01;9.65671289e-01;9.52309348e-01;9.47008961e-01;9.52309348e-01;9.65671289e-01;9.81514176e-01;9.94320459e-01;9.99932260e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17818659e-02;4.85749835e-07;1.06718301e-05;7.80750074e+04;5.76333408e+02;5.25240248e+04;6.40409801e-09;3.47021355e-10;1.28000000e-08
4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932260e-01;9.94320274e-01;9.81508191e-01;9.65634996e-01;9.52216347e-01;9.46883651e-01;9.52216347e-01;9.65634996e-01;9.81508191e-01;9.94320274e-01;9.99932260e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17828318e-02;4.87924098e-07;1.07076640e-05;7.85957402e+04;5.83088320e+02;5.25240248e+04;6.36166793e-09;3.43001211e-10;1.28000000e-08
4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932260e-01;9.94320090e-01;9.81502201e-01;9.65598593e-01;9.52122831e-01;9.46757504e-01;9.52122831e-01;9.65598593e-01;9.81502201e-01;9.94320090e-01;9.99932260e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17838088e-02;4.90118167e-07;1.07437598e-05;7.91221235e+04;5.89950408e+02;5.25240248e+04;6.31934506e-09;3.39011546e-10;1.28000000e-08
4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932260e-01;9.94319905e-01;9.81496204e-01;9.65562078e-01;9.52028794e-01;9.46630510e-01;9.52028794e-01;9.65562078e-01;9.81496204e-01;9.94319905e-01;9.99932260e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17847972e-02;4.92332307e-07;1.07801205e-05;7.96542418e+04;5.96921823e+02;5.25240248e+04;6.27712961e-09;3.35052250e-10;1.28000000e-08
4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9.99932260e-01;9.94319720e-01;9.81490202e-01;9.65525452e-01;9.51934233e-01;9.46502660e-01;9.51934233e-01;9.65525452e-01;9.81490202e-01;9.94319720e-01;9.99932260e-01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1.17857972e-02;4.94566791e-07;1.08167492e-05;8.01921815e+04;6.04004760e+02;5.25240248e+04;6.23502180e-09;3.31123218e-10;1.28000000e-08
