iter model_time time_step_prev dphi_dt_abs_max time_step_phi
1474 1.382004e+00 1.181474e-04 4.005227e+02 1.181474e-04 
1475 1.382122e+00 1.181474e-04 1.094276e+03 1.181474e-04 
1476 1.382240e+00 1.181474e-04 5.639660e+02 1.181474e-04 
1477 1.382358e+00 1.181474e-04 1.125825e+01 1.181474e-04 
1478 1.382476e+00 8.882377e-04 1.137234e+01 8.882377e-04 
1479 1.383364e+00 8.793262e-04 1.229548e+01 8.793262e-04 
1480 1.384244e+00 8.133073e-04 1.341289e+01 8.133073e-04 
1481 1.385057e+00 7.455517e-04 1.469987e+01 7.455517e-04 
1482 1.385803e+00 6.802780e-04 1.618422e+01 6.802780e-04 
1483 1.386483e+00 6.178858e-04 1.790582e+01 6.178858e-04 
1484 1.387101e+00 5.584775e-04 1.991524e+01 5.584775e-04 
1485 1.387659e+00 5.021280e-04 2.227653e+01 5.021280e-04 
1486 1.388161e+00 4.489030e-04 2.507153e+01 4.489030e-04 
1487 1.388610e+00 3.988588e-04 2.840593e+01 3.988588e-04 
1488 1.389009e+00 3.520392e-04 3.241768e+01 3.520392e-04 
1489 1.389361e+00 3.084736e-04 3.728909e+01 3.084736e-04 
1490 1.389670e+00 2.681749e-04 4.326428e+01 2.681749e-04 
1491 1.389938e+00 2.311376e-04 5.067487e+01 2.311376e-04 
1492 1.390169e+00 1.973365e-04 5.997846e+01 1.973365e-04 
1493 1.390366e+00 1.667265e-04 7.181756e+01 1.667265e-04 
1494 1.390533e+00 1.392417e-04 8.711140e+01 1.392417e-04 
1495 1.390672e+00 1.181474e-04 1.072024e+02 1.181474e-04 
1496 1.390790e+00 1.181474e-04 1.350024e+02 1.181474e-04 
1497 1.390908e+00 1.181474e-04 1.844709e+02 1.181474e-04 
1498 1.391027e+00 1.181474e-04 2.950157e+02 1.181474e-04 
1499 1.391145e+00 1.181474e-04 6.955490e+02 1.181474e-04 
1500 1.391263e+00 1.181474e-04 1.909260e+03 1.181474e-04 
1501 1.391381e+00 1.181474e-04 1.978747e+01 1.181474e-04 
1502 1.391499e+00 5.053703e-04 2.013103e+01 5.053703e-04 
1503 1.392005e+00 4.967457e-04 2.173423e+01 4.967457e-04 
1504 1.392501e+00 4.601038e-04 2.366021e+01 4.601038e-04 
1505 1.392961e+00 4.226506e-04 2.587877e+01 4.226506e-04 
1506 1.393384e+00 3.864171e-04 2.844070e+01 3.864171e-04 
1507 1.393771e+00 3.516088e-04 3.141738e+01 3.516088e-04 
1508 1.394122e+00 3.182952e-04 3.489974e+01 3.182952e-04 
1509 1.394440e+00 2.865351e-04 3.900378e+01 2.865351e-04 
1510 1.394727e+00 2.563854e-04 4.387893e+01 2.563854e-04 
1511 1.394983e+00 2.278998e-04 4.971948e+01 2.278998e-04 
1512 1.395211e+00 2.011284e-04 5.678159e+01 2.011284e-04 
1513 1.395412e+00 1.761134e-04 6.540671e+01 1.761134e-04 
1514 1.395588e+00 1.528895e-04 7.605635e+01 1.528895e-04 
1515 1.395741e+00 1.314815e-04 8.936418e+01 1.314815e-04 
1516 1.395873e+00 1.181474e-04 1.062142e+02 1.181474e-04 
1517 1.395991e+00 1.181474e-04 1.292338e+02 1.181474e-04 
1518 1.396109e+00 1.181474e-04 1.669775e+02 1.181474e-04 
1519 1.396227e+00 1.181474e-04 2.399116e+02 1.181474e-04 
1520 1.396345e+00 1.181474e-04 4.328095e+02 1.181474e-04 
1521 1.396464e+00 1.181474e-04 1.552480e+03 1.181474e-04 
1522 1.396582e+00 1.181474e-04 4.836127e+01 1.181474e-04 
1523 1.396700e+00 2.067771e-04 5.185645e+01 2.067771e-04 
1524 1.396907e+00 1.928401e-04 5.939323e+01 1.928401e-04 
1525 1.397099e+00 1.683694e-04 6.916443e+01 1.683694e-04 
1526 1.397268e+00 1.445830e-04 8.142679e+01 1.445830e-04 
1527 1.397412e+00 1.228097e-04 9.692388e+01 1.228097e-04 
1528 1.397535e+00 1.181474e-04 1.167708e+02 1.181474e-04 
1529 1.397653e+00 1.181474e-04 1.469218e+02 1.181474e-04 
1530 1.397772e+00 1.181474e-04 2.007145e+02 1.181474e-04 
1531 1.397890e+00 1.181474e-04 3.219231e+02 1.181474e-04 
1532 1.398008e+00 1.181474e-04 7.781342e+02 1.181474e-04 
1533 1.398126e+00 1.181474e-04 3.277802e+03 1.181474e-04 
1534 1.398244e+00 1.181474e-04 1.561196e+02 1.181474e-04 
1535 1.398362e+00 1.181474e-04 2.063098e+02 1.181474e-04 
1536 1.398480e+00 1.181474e-04 3.105845e+02 1.181474e-04 
1537 1.398599e+00 1.181474e-04 6.385822e+02 1.181474e-04 
1538 1.398717e+00 1.181474e-04 4.172466e+03 1.181474e-04 
1539 1.398835e+00 1.181474e-04 1.060638e+01 1.181474e-04 
1540 1.398953e+00 9.428292e-04 1.067595e+01 9.428292e-04 
1541 1.399896e+00 9.366848e-04 1.126025e+01 9.366848e-04 
1542 1.400833e+00 8.880794e-04 1.192721e+01 8.880794e-04 
1543 1.401721e+00 8.384188e-04 1.266097e+01 8.384188e-04 
1544 1.402559e+00 7.898288e-04 1.346960e+01 7.898288e-04 
1545 1.403349e+00 7.424126e-04 1.436421e+01 7.424126e-04 
1546 1.404091e+00 6.961746e-04 1.535812e+01 6.961746e-04 
1547 1.404787e+00 6.511215e-04 1.646719e+01 6.511215e-04 
1548 1.405439e+00 6.072680e-04 1.771050e+01 6.072680e-04 
1549 1.406046e+00 5.646366e-04 1.911105e+01 5.646366e-04 
1550 1.406610e+00 5.232574e-04 2.069677e+01 5.232574e-04 
1551 1.407134e+00 4.831672e-04 2.250180e+01 4.831672e-04 
1552 1.407617e+00 4.444088e-04 2.456818e+01 4.444088e-04 
1553 1.408061e+00 4.070306e-04 2.694801e+01 4.070306e-04 
1554 1.408468e+00 3.710849e-04 2.970644e+01 3.710849e-04 
1555 1.408839e+00 3.366273e-04 3.292558e+01 3.366273e-04 
1556 1.409176e+00 3.037152e-04 3.670991e+01 3.037152e-04 
1557 1.409480e+00 2.724060e-04 4.119371e+01 2.724060e-04 
1558 1.409752e+00 2.427555e-04 4.655123e+01 2.427555e-04 
1559 1.409995e+00 2.148171e-04 5.301168e+01 2.148171e-04 
1560 1.410210e+00 1.886377e-04 6.087994e+01 1.886377e-04 
1561 1.410398e+00 1.642577e-04 7.056714e+01 1.642577e-04 
1562 1.410563e+00 1.417090e-04 8.263656e+01 1.417090e-04 
1563 1.410704e+00 1.210118e-04 9.787203e+01 1.210118e-04 
1564 1.410825e+00 1.181474e-04 1.173851e+02 1.181474e-04 
1565 1.410944e+00 1.181474e-04 1.473808e+02 1.181474e-04 
1566 1.411062e+00 1.181474e-04 2.009772e+02 1.181474e-04 
1567 1.411180e+00 1.181474e-04 3.221132e+02 1.181474e-04 
1568 1.411298e+00 1.181474e-04 7.807933e+02 1.181474e-04 
1569 1.411416e+00 1.181474e-04 2.620296e+03 1.181474e-04 
1570 1.411534e+00 1.181474e-04 2.086576e+01 1.181474e-04 
1571 1.411652e+00 4.792541e-04 2.120618e+01 4.792541e-04 
1572 1.412132e+00 4.715606e-04 2.269984e+01 4.715606e-04 
1573 1.412603e+00 4.405317e-04 2.445343e+01 4.405317e-04 
1574 1.413044e+00 4.089406e-04 2.779678e+01 4.089406e-04 
1575 1.413453e+00 3.597539e-04 3.281644e+01 3.597539e-04 
1576 1.413812e+00 3.047253e-04 3.937625e+01 3.047253e-04 
1577 1.414117e+00 2.539602e-04 4.791326e+01 2.539602e-04 
1578 1.414371e+00 2.087105e-04 5.918008e+01 2.087105e-04 
1579 1.414580e+00 1.689758e-04 7.432727e+01 1.689758e-04 
1580 1.414749e+00 1.345401e-04 9.512602e+01 1.345401e-04 
1581 1.414883e+00 1.181474e-04 1.243651e+02 1.181474e-04 
1582 1.415002e+00 1.181474e-04 1.728985e+02 1.181474e-04 
1583 1.415120e+00 1.181474e-04 2.842676e+02 1.181474e-04 
1584 1.415238e+00 1.181474e-04 6.903925e+02 1.181474e-04 
1585 1.415356e+00 1.181474e-04 1.318104e+02 1.181474e-04 
1586 1.415474e+00 1.181474e-04 5.705207e+01 1.181474e-04 
1587 1.415592e+00 1.752785e-04 6.133070e+01 1.752785e-04 
1588 1.415768e+00 1.630505e-04 6.913496e+01 1.630505e-04 
1589 1.415931e+00 1.446446e-04 7.888547e+01 1.446446e-04 
1590 1.416075e+00 1.267661e-04 9.079425e+01 1.267661e-04 
1591 1.416202e+00 1.181474e-04 1.054346e+02 1.181474e-04 
1592 1.416320e+00 1.181474e-04 1.251065e+02 1.181474e-04 
1593 1.416438e+00 1.181474e-04 1.553430e+02 1.181474e-04 
1594 1.416556e+00 1.181474e-04 2.078329e+02 1.181474e-04 
1595 1.416675e+00 1.181474e-04 3.204347e+02 1.181474e-04 
1596 1.416793e+00 1.181474e-04 7.001209e+02 1.181474e-04 
1597 1.416911e+00 1.181474e-04 5.475363e+03 1.181474e-04 
1598 1.417029e+00 1.181474e-04 3.172599e+01 1.181474e-04 
1599 1.417147e+00 3.151990e-04 3.263909e+01 3.151990e-04 
1600 1.417462e+00 3.063811e-04 3.534603e+01 3.063811e-04 
1601 1.417769e+00 2.829172e-04 3.855888e+01 2.829172e-04 
1602 1.418052e+00 2.593436e-04 4.223661e+01 2.593436e-04 
1603 1.418311e+00 2.367614e-04 4.645512e+01 2.367614e-04 
1604 1.418548e+00 2.152615e-04 5.132005e+01 2.152615e-04 
1605 1.418763e+00 1.948556e-04 5.696446e+01 1.948556e-04 
1606 1.418958e+00 1.755480e-04 6.355585e+01 1.755480e-04 
1607 1.419133e+00 1.573419e-04 7.130751e+01 1.573419e-04 
1608 1.419291e+00 1.402377e-04 8.049318e+01 1.402377e-04 
1609 1.419431e+00 1.242341e-04 9.146784e+01 1.242341e-04 
1610 1.419555e+00 1.181474e-04 1.046979e+02 1.181474e-04 
1611 1.419673e+00 1.181474e-04 1.222438e+02 1.181474e-04 
1612 1.419792e+00 1.181474e-04 1.481472e+02 1.181474e-04 
1613 1.419910e+00 1.181474e-04 1.903895e+02 1.181474e-04 
1614 1.420028e+00 1.181474e-04 2.715243e+02 1.181474e-04 
1615 1.420146e+00 1.181474e-04 4.852142e+02 1.181474e-04 
1616 1.420264e+00 1.181474e-04 1.783680e+03 1.181474e-04 
1617 1.420382e+00 1.181474e-04 9.079184e+00 1.181474e-04 
1618 1.420500e+00 1.101421e-03 9.123698e+00 1.101421e-03 
1619 1.421602e+00 1.096047e-03 9.556171e+00 1.096047e-03 
1620 1.422698e+00 1.046444e-03 1.004063e+01 1.046444e-03 
1621 1.423744e+00 9.959531e-04 1.056537e+01 9.959531e-04 
1622 1.424740e+00 9.464885e-04 1.113461e+01 9.464885e-04 
1623 1.425687e+00 8.981010e-04 1.175415e+01 8.981010e-04 
1624 1.426585e+00 8.507630e-04 1.243082e+01 8.507630e-04 
1625 1.427436e+00 8.044521e-04 1.317256e+01 8.044521e-04 
1626 1.428240e+00 7.591540e-04 1.398869e+01 7.591540e-04 
1627 1.428999e+00 7.148630e-04 1.489022e+01 7.148630e-04 
1628 1.429714e+00 6.715819e-04 1.589014e+01 6.715819e-04 
1629 1.430386e+00 6.293212e-04 1.700392e+01 6.293212e-04 
1630 1.431015e+00 5.880998e-04 1.825004e+01 5.880998e-04 
1631 1.431603e+00 5.479439e-04 1.965073e+01 5.479439e-04 
1632 1.432151e+00 5.088870e-04 2.123282e+01 5.088870e-04 
1633 1.432660e+00 4.709690e-04 2.302896e+01 4.709690e-04 
1634 1.433131e+00 4.342358e-04 2.507909e+01 4.342358e-04 
1635 1.433565e+00 3.987385e-04 2.743243e+01 3.987385e-04 
1636 1.433964e+00 3.645320e-04 3.015006e+01 3.645320e-04 
1637 1.434328e+00 3.316742e-04 3.330842e+01 3.316742e-04 
1638 1.434660e+00 3.002244e-04 3.700391e+01 3.002244e-04 
1639 1.434960e+00 2.702417e-04 4.135931e+01 2.702417e-04 
1640 1.435231e+00 2.417835e-04 4.653251e+01 2.417835e-04 
1641 1.435472e+00 2.149035e-04 5.272862e+01 2.149035e-04 
1642 1.435687e+00 1.896503e-04 6.021737e+01 1.896503e-04 
1643 1.435877e+00 1.660650e-04 6.935788e+01 1.660650e-04 
1644 1.436043e+00 1.441797e-04 8.063482e+01 1.441797e-04 
1645 1.436187e+00 1.240159e-04 9.471248e+01 1.240159e-04 
1646 1.436311e+00 1.181474e-04 1.125158e+02 1.181474e-04 
1647 1.436429e+00 1.181474e-04 1.384651e+02 1.181474e-04 
1648 1.436547e+00 1.181474e-04 1.823471e+02 1.181474e-04 
1649 1.436666e+00 1.181474e-04 2.719333e+02 1.181474e-04 
1650 1.436784e+00 1.181474e-04 5.392937e+02 1.181474e-04 
1651 1.436902e+00 1.181474e-04 2.746846e+03 1.181474e-04 
1652 1.437020e+00 1.181474e-04 2.353222e+01 1.181474e-04 
1653 1.437138e+00 4.249493e-04 2.394356e+01 4.249493e-04 
1654 1.437563e+00 4.176488e-04 2.554026e+01 4.176488e-04 
1655 1.437981e+00 3.915387e-04 2.738871e+01 3.915387e-04 
1656 1.438372e+00 3.651140e-04 2.945293e+01 3.651140e-04 
1657 1.438737e+00 3.395248e-04 3.176113e+01 3.395248e-04 
1658 1.439077e+00 3.148502e-04 3.435222e+01 3.148502e-04 
1659 1.439392e+00 2.911020e-04 3.727332e+01 2.911020e-04 
1660 1.439683e+00 2.682884e-04 4.058142e+01 2.682884e-04 
1661 1.439951e+00 2.464182e-04 4.434587e+01 2.464182e-04 
1662 1.440198e+00 2.255002e-04 4.865158e+01 2.255002e-04 
1663 1.440423e+00 2.055432e-04 5.360327e+01 2.055432e-04 
1664 1.440629e+00 1.865558e-04 5.933110e+01 1.865558e-04 
1665 1.440815e+00 1.685457e-04 6.599810e+01 1.685457e-04 
1666 1.440984e+00 1.515195e-04 7.381032e+01 1.515195e-04 
1667 1.441135e+00 1.354824e-04 8.303054e+01 1.354824e-04 
1668 1.441271e+00 1.204376e-04 9.399726e+01 1.204376e-04 
1669 1.441391e+00 1.181474e-04 1.071513e+02 1.181474e-04 
1670 1.441509e+00 1.181474e-04 1.250235e+02 1.181474e-04 
1671 1.441628e+00 1.181474e-04 1.513723e+02 1.181474e-04 
1672 1.441746e+00 1.181474e-04 1.942393e+02 1.181474e-04 
1673 1.441864e+00 1.181474e-04 2.762072e+02 1.181474e-04 
1674 1.441982e+00 1.181474e-04 4.899927e+02 1.181474e-04 
1675 1.442100e+00 1.181474e-04 1.755942e+03 1.181474e-04 
1676 1.442218e+00 1.181474e-04 9.608050e+01 1.181474e-04 
1677 1.442336e+00 1.181474e-04 1.109452e+02 1.181474e-04 
1678 1.442455e+00 1.181474e-04 1.322178e+02 1.181474e-04 
1679 1.442573e+00 1.181474e-04 1.653129e+02 1.181474e-04 
1680 1.442691e+00 1.181474e-04 2.240439e+02 1.181474e-04 
1681 1.442809e+00 1.181474e-04 3.559358e+02 1.181474e-04 
1682 1.442927e+00 1.181474e-04 8.591224e+02 1.181474e-04 
1683 1.443045e+00 1.181474e-04 5.436022e+03 1.181474e-04 
1684 1.443163e+00 1.181474e-04 1.235909e+01 1.181474e-04 
1685 1.443282e+00 8.091210e-04 1.244129e+01 8.091210e-04 
1686 1.444091e+00 8.037754e-04 1.302778e+01 8.037754e-04 
1687 1.444894e+00 7.675904e-04 1.367935e+01 7.675904e-04 
1688 1.445662e+00 7.310288e-04 1.437976e+01 7.310288e-04 
1689 1.446393e+00 6.954219e-04 1.513332e+01 6.954219e-04 
1690 1.447089e+00 6.607935e-04 1.594608e+01 6.607935e-04 
1691 1.447749e+00 6.271134e-04 1.682499e+01 6.271134e-04 
1692 1.448376e+00 5.943539e-04 1.777801e+01 5.943539e-04 
1693 1.448971e+00 5.624927e-04 1.881425e+01 5.624927e-04 
1694 1.449533e+00 5.315119e-04 1.994423e+01 5.315119e-04 
1695 1.450065e+00 5.013982e-04 2.118007e+01 5.013982e-04 
1696 1.450566e+00 4.721419e-04 2.253588e+01 4.721419e-04 
1697 1.451038e+00 4.437368e-04 2.402807e+01 4.437368e-04 
1698 1.451482e+00 4.161799e-04 2.567586e+01 4.161799e-04 
1699 1.451898e+00 3.894710e-04 2.750183e+01 3.894710e-04 
1700 1.452288e+00 3.636122e-04 2.953267e+01 3.636122e-04 
1701 1.452651e+00 3.386080e-04 3.180009e+01 3.386080e-04 
1702 1.452990e+00 3.144645e-04 3.434192e+01 3.144645e-04 
1703 1.453304e+00 2.911893e-04 3.720360e+01 2.911893e-04 
1704 1.453596e+00 2.687912e-04 4.044000e+01 2.687912e-04 
1705 1.453864e+00 2.472799e-04 4.411787e+01 2.472799e-04 
1706 1.454112e+00 2.266655e-04 4.831886e+01 2.266655e-04 
1707 1.454338e+00 2.069585e-04 5.314373e+01 2.069585e-04 
1708 1.454545e+00 1.881690e-04 5.871741e+01 1.881690e-04 
1709 1.454733e+00 1.703073e-04 6.519676e+01 1.703073e-04 
1710 1.454904e+00 1.533819e-04 7.277982e+01 1.533819e-04 
1711 1.455057e+00 1.374007e-04 8.171936e+01 1.374007e-04 
1712 1.455195e+00 1.223700e-04 9.234081e+01 1.223700e-04 
1713 1.455317e+00 1.181474e-04 1.050691e+02 1.181474e-04 
1714 1.455435e+00 1.181474e-04 1.220127e+02 1.181474e-04 
1715 1.455553e+00 1.181474e-04 1.467354e+02 1.181474e-04 
1716 1.455671e+00 1.181474e-04 1.863401e+02 1.181474e-04 
1717 1.455789e+00 1.181474e-04 2.601343e+02 1.181474e-04 
1718 1.455908e+00 1.181474e-04 4.426778e+02 1.181474e-04 
1719 1.456026e+00 1.181474e-04 1.358991e+03 1.181474e-04 
1720 1.456144e+00 1.181474e-04 2.790386e+01 1.181474e-04 
1721 1.456262e+00 3.583733e-04 2.882108e+01 3.583733e-04 
1722 1.456620e+00 3.469683e-04 3.199612e+01 3.469683e-04 
1723 1.456967e+00 3.125379e-04 3.601598e+01 3.125379e-04 
1724 1.457280e+00 2.776545e-04 4.088657e+01 2.776545e-04 
1725 1.457558e+00 2.445791e-04 4.681523e+01 2.445791e-04 
1726 1.457802e+00 2.136057e-04 5.410646e+01 2.136057e-04 
1727 1.458016e+00 1.848208e-04 6.318051e+01 1.848208e-04 
1728 1.458201e+00 1.582766e-04 7.462274e+01 1.582766e-04 
1729 1.458359e+00 1.340074e-04 8.926231e+01 1.340074e-04 
1730 1.458493e+00 1.181474e-04 1.082976e+02 1.181474e-04 
1731 1.458611e+00 1.181474e-04 1.350834e+02 1.181474e-04 
1732 1.458729e+00 1.181474e-04 1.819720e+02 1.181474e-04 
1733 1.458847e+00 1.181474e-04 2.837007e+02 1.181474e-04 
1734 1.458965e+00 1.181474e-04 6.288833e+02 1.181474e-04 
1735 1.459084e+00 1.181474e-04 2.772124e+03 1.181474e-04 
1736 1.459202e+00 1.181474e-04 1.515686e+01 1.181474e-04 
1737 1.459320e+00 6.597673e-04 1.528835e+01 6.597673e-04 
1738 1.459980e+00 6.540929e-04 1.605833e+01 6.540929e-04 
1739 1.460634e+00 6.227298e-04 1.691987e+01 6.227298e-04 
1740 1.461257e+00 5.910211e-04 1.785219e+01 5.910211e-04 
1741 1.461848e+00 5.601555e-04 1.886190e+01 5.601555e-04 
1742 1.462408e+00 5.301692e-04 1.995823e+01 5.301692e-04 
1743 1.462938e+00 5.010463e-04 2.115183e+01 5.010463e-04 
1744 1.463439e+00 4.727724e-04 2.245494e+01 4.727724e-04 
1745 1.463912e+00 4.453364e-04 2.388171e+01 4.453364e-04 
1746 1.464357e+00 4.187305e-04 2.544854e+01 4.187305e-04 
1747 1.464776e+00 3.929499e-04 2.717451e+01 3.929499e-04 
1748 1.465169e+00 3.679920e-04 2.908190e+01 3.679920e-04 
1749 1.465537e+00 3.438565e-04 3.119687e+01 3.438565e-04 
1750 1.465881e+00 3.205449e-04 3.355027e+01 3.205449e-04 
1751 1.466201e+00 2.980602e-04 3.617863e+01 2.980602e-04 
1752 1.466499e+00 2.764063e-04 3.912543e+01 2.764063e-04 
1753 1.466776e+00 2.555883e-04 4.244276e+01 2.555883e-04 
1754 1.467031e+00 2.356115e-04 4.619328e+01 2.356115e-04 
1755 1.467267e+00 2.164817e-04 5.045295e+01 2.164817e-04 
1756 1.467483e+00 1.982044e-04 5.531421e+01 1.982044e-04 
1757 1.467681e+00 1.807854e-04 6.089064e+01 1.807854e-04 
1758 1.467862e+00 1.642289e-04 6.732257e+01 1.642289e-04 
1759 1.468026e+00 1.485386e-04 7.478458e+01 1.485386e-04 
1760 1.468175e+00 1.337174e-04 8.349617e+01 1.337174e-04 
1761 1.468309e+00 1.197660e-04 9.373522e+01 1.197660e-04 
1762 1.468428e+00 1.181474e-04 1.058571e+02 1.181474e-04 
1763 1.468547e+00 1.181474e-04 1.220299e+02 1.181474e-04 
1764 1.468665e+00 1.181474e-04 1.451251e+02 1.181474e-04 
1765 1.468783e+00 1.181474e-04 1.809279e+02 1.181474e-04 
1766 1.468901e+00 1.181474e-04 2.440555e+02 1.181474e-04 
1767 1.469019e+00 1.181474e-04 3.839925e+02 1.181474e-04 
1768 1.469137e+00 1.181474e-04 9.024663e+02 1.181474e-04 
1769 1.469256e+00 1.181474e-04 1.123661e+04 1.181474e-04 
1770 1.469374e+00 1.181474e-04 2.287028e+01 1.181474e-04 
1771 1.469492e+00 4.372487e-04 2.334977e+01 4.372487e-04 
1772 1.469929e+00 4.282697e-04 2.530311e+01 4.282697e-04 
1773 1.470357e+00 3.952083e-04 2.766324e+01 3.952083e-04 
1774 1.470753e+00 3.614905e-04 3.039982e+01 3.614905e-04 
1775 1.471114e+00 3.289494e-04 3.358130e+01 3.289494e-04 
1776 1.471443e+00 2.977848e-04 3.730403e+01 2.977848e-04 
1777 1.471741e+00 2.680675e-04 4.169168e+01 2.680675e-04 
1778 1.472009e+00 2.398560e-04 4.690339e+01 2.398560e-04 
1779 1.472249e+00 2.132042e-04 5.314612e+01 2.132042e-04 
1780 1.472462e+00 1.881605e-04 6.069208e+01 1.881605e-04 
1781 1.472650e+00 1.647662e-04 6.990382e+01 1.647662e-04 
1782 1.472815e+00 1.430537e-04 8.127108e+01 1.430537e-04 
1783 1.472958e+00 1.230450e-04 9.546534e+01 1.230450e-04 
1784 1.473081e+00 1.181474e-04 1.134223e+02 1.181474e-04 
1785 1.473199e+00 1.181474e-04 1.398463e+02 1.181474e-04 
1786 1.473317e+00 1.181474e-04 1.847814e+02 1.181474e-04 
1787 1.473435e+00 1.181474e-04 2.774558e+02 1.181474e-04 
1788 1.473554e+00 1.181474e-04 5.605100e+02 1.181474e-04 
1789 1.473672e+00 1.181474e-04 3.034248e+03 1.181474e-04 
1790 1.473790e+00 1.181474e-04 1.617112e+01 1.181474e-04 
1791 1.473908e+00 6.183865e-04 1.634624e+01 6.183865e-04 
1792 1.474526e+00 6.117615e-04 1.731897e+01 6.117615e-04 
1793 1.475138e+00 5.774017e-04 1.843461e+01 5.774017e-04 
1794 1.475715e+00 5.424579e-04 1.966770e+01 5.424579e-04 
1795 1.476258e+00 5.084478e-04 2.103219e+01 5.084478e-04 
1796 1.476766e+00 4.754617e-04 2.254726e+01 4.754617e-04 
1797 1.477242e+00 4.435129e-04 2.423579e+01 4.435129e-04 
1798 1.477685e+00 4.126129e-04 2.612494e+01 4.126129e-04 
1799 1.478098e+00 3.827760e-04 2.824710e+01 3.827760e-04 
1800 1.478481e+00 3.540186e-04 3.064112e+01 3.540186e-04 
1801 1.478835e+00 3.263588e-04 3.335388e+01 3.263588e-04 
1802 1.479161e+00 2.998152e-04 3.644228e+01 2.998152e-04 
1803 1.479461e+00 2.744066e-04 3.997586e+01 2.744066e-04 
1804 1.479735e+00 2.501509e-04 4.404030e+01 2.501509e-04 
1805 1.479986e+00 2.270648e-04 4.874191e+01 2.270648e-04 
1806 1.480213e+00 2.051623e-04 5.421383e+01 2.051623e-04 
1807 1.480418e+00 1.844548e-04 6.062437e+01 1.844548e-04 
1808 1.480602e+00 1.649502e-04 6.818843e+01 1.649502e-04 
1809 1.480767e+00 1.466524e-04 7.718353e+01 1.466524e-04 
1810 1.480914e+00 1.295613e-04 8.797232e+01 1.295613e-04 
1811 1.481043e+00 1.181474e-04 1.010349e+02 1.181474e-04 
1812 1.481162e+00 1.181474e-04 1.177123e+02 1.181474e-04 
1813 1.481280e+00 1.181474e-04 1.421896e+02 1.181474e-04 
1814 1.481398e+00 1.181474e-04 1.817690e+02 1.181474e-04 
1815 1.481516e+00 1.181474e-04 2.567593e+02 1.181474e-04 
1816 1.481634e+00 1.181474e-04 4.490040e+02 1.181474e-04 
1817 1.481752e+00 1.181474e-04 1.515135e+03 1.181474e-04 
1818 1.481870e+00 1.181474e-04 2.053471e+01 1.181474e-04 
1819 1.481989e+00 4.869803e-04 2.080814e+01 4.869803e-04 
1820 1.482476e+00 4.805812e-04 2.200835e+01 4.805812e-04 
1821 1.482956e+00 4.543731e-04 2.337467e+01 4.543731e-04 
1822 1.483410e+00 4.278135e-04 2.487845e+01 4.278135e-04 
1823 1.483838e+00 4.019543e-04 2.653547e+01 4.019543e-04 
1824 1.484240e+00 3.768541e-04 2.836730e+01 3.768541e-04 
1825 1.484617e+00 3.525186e-04 3.039953e+01 3.525186e-04 
1826 1.484970e+00 3.289525e-04 3.266244e+01 3.289525e-04 
1827 1.485299e+00 3.061620e-04 3.519205e+01 3.061620e-04 
1828 1.485605e+00 2.841551e-04 3.803141e+01 2.841551e-04 
1829 1.485889e+00 2.629406e-04 4.123229e+01 2.629406e-04 
1830 1.486152e+00 2.425284e-04 4.485734e+01 2.425284e-04 
1831 1.486394e+00 2.229289e-04 4.898289e+01 2.229289e-04 
1832 1.486617e+00 2.041529e-04 5.370255e+01 2.041529e-04 
1833 1.486821e+00 1.862109e-04 5.913197e+01 1.862109e-04 
1834 1.487008e+00 1.691132e-04 6.541534e+01 1.691132e-04 
1835 1.487177e+00 1.528693e-04 7.273343e+01 1.528693e-04 
1836 1.487330e+00 1.374884e-04 8.131590e+01 1.374884e-04 
1837 1.487467e+00 1.229772e-04 9.145654e+01 1.229772e-04 
1838 1.487590e+00 1.181474e-04 1.035350e+02 1.181474e-04 
1839 1.487708e+00 1.181474e-04 1.193354e+02 1.181474e-04 
1840 1.487826e+00 1.181474e-04 1.419675e+02 1.181474e-04 
1841 1.487945e+00 1.181474e-04 1.772272e+02 1.181474e-04 
1842 1.488063e+00 1.181474e-04 2.399438e+02 1.181474e-04 
1843 1.488181e+00 1.181474e-04 3.814309e+02 1.181474e-04 
1844 1.488299e+00 1.181474e-04 9.299650e+02 1.181474e-04 
1845 1.488417e+00 1.181474e-04 8.632932e+03 1.181474e-04 
1846 1.488535e+00 1.181474e-04 2.055079e+01 1.181474e-04 
1847 1.488653e+00 4.865993e-04 2.081373e+01 4.865993e-04 
1848 1.489140e+00 4.804520e-04 2.196223e+01 4.804520e-04 
1849 1.489620e+00 4.553271e-04 2.325926e+01 4.553271e-04 
1850 1.490076e+00 4.299363e-04 2.467647e+01 4.299363e-04 
1851 1.490506e+00 4.052444e-04 2.622635e+01 4.052444e-04 
1852 1.490911e+00 3.812959e-04 2.792604e+01 3.812959e-04 
1853 1.491292e+00 3.580887e-04 2.979559e+01 3.580887e-04 
1854 1.491650e+00 3.356201e-04 3.185838e+01 3.356201e-04 
1855 1.491986e+00 3.138892e-04 3.414174e+01 3.138892e-04 
1856 1.492300e+00 2.928966e-04 3.667785e+01 2.928966e-04 
1857 1.492593e+00 2.726441e-04 3.950469e+01 2.726441e-04 
1858 1.492865e+00 2.531345e-04 4.266735e+01 2.531345e-04 
1859 1.493119e+00 2.343713e-04 4.621963e+01 2.343713e-04 
1860 1.493353e+00 2.163583e-04 5.022610e+01 2.163583e-04 
1861 1.493569e+00 1.990997e-04 5.476471e+01 1.990997e-04 
