iter model_time time_step_prev dphi_dt_abs_max time_step_phi
5649 2.398157e+00 1.594736e-04 8.116553e+01 1.594736e-04 
5650 2.398317e+00 1.232050e-04 1.072071e+02 1.232050e-04 
5651 2.398440e+00 1.181474e-04 1.447416e+02 1.181474e-04 
5652 2.398558e+00 1.181474e-04 2.182918e+02 1.181474e-04 
5653 2.398676e+00 1.181474e-04 4.152616e+02 1.181474e-04 
5654 2.398795e+00 1.181474e-04 7.984505e+02 1.181474e-04 
5655 2.398913e+00 1.181474e-04 3.856754e+01 1.181474e-04 
5656 2.399031e+00 2.592854e-04 4.034821e+01 2.592854e-04 
5657 2.399290e+00 2.478425e-04 4.485774e+01 2.478425e-04 
5658 2.399538e+00 2.229270e-04 5.039136e+01 2.229270e-04 
5659 2.399761e+00 1.984467e-04 5.691261e+01 1.984467e-04 
5660 2.399959e+00 1.757080e-04 6.461017e+01 1.757080e-04 
5661 2.400135e+00 1.547744e-04 7.375491e+01 1.547744e-04 
5662 2.400290e+00 1.355842e-04 8.470041e+01 1.355842e-04 
5663 2.400425e+00 1.181474e-04 9.790837e+01 1.181474e-04 
5664 2.400544e+00 1.181474e-04 1.140007e+02 1.181474e-04 
5665 2.400662e+00 1.181474e-04 1.372557e+02 1.181474e-04 
5666 2.400780e+00 1.181474e-04 1.739025e+02 1.181474e-04 
5667 2.400898e+00 1.181474e-04 2.401264e+02 1.181474e-04 
5668 2.401016e+00 1.181474e-04 3.932255e+02 1.181474e-04 
5669 2.401134e+00 1.181474e-04 1.012607e+03 1.181474e-04 
5670 2.401252e+00 1.181474e-04 2.578963e+03 1.181474e-04 
5671 2.401371e+00 1.181474e-04 1.731211e+02 1.181474e-04 
5672 2.401489e+00 1.181474e-04 2.592631e+02 1.181474e-04 
5673 2.401607e+00 1.181474e-04 5.103552e+02 1.181474e-04 
5674 2.401725e+00 1.181474e-04 2.162059e+03 1.181474e-04 
5675 2.401843e+00 1.181474e-04 1.079989e+01 1.181474e-04 
5676 2.401961e+00 9.259354e-04 1.099863e+01 9.259354e-04 
5677 2.402887e+00 9.092043e-04 1.276364e+01 9.092043e-04 
5678 2.403796e+00 7.834758e-04 1.524447e+01 7.834758e-04 
5679 2.404580e+00 6.559756e-04 1.848297e+01 6.559756e-04 
5680 2.405236e+00 5.410387e-04 2.272991e+01 5.410387e-04 
5681 2.405777e+00 4.399489e-04 2.839763e+01 4.399489e-04 
5682 2.406217e+00 3.521420e-04 3.612641e+01 3.521420e-04 
5683 2.406569e+00 2.768058e-04 4.692454e+01 2.768058e-04 
5684 2.406846e+00 2.131081e-04 6.241498e+01 2.131081e-04 
5685 2.407059e+00 1.602179e-04 8.525485e+01 1.602179e-04 
5686 2.407219e+00 1.181474e-04 1.197920e+02 1.181474e-04 
5687 2.407337e+00 1.181474e-04 1.732589e+02 1.181474e-04 
5688 2.407455e+00 1.181474e-04 2.957197e+02 1.181474e-04 
5689 2.407574e+00 1.181474e-04 5.065334e+02 1.181474e-04 
5690 2.407692e+00 1.181474e-04 1.160248e+01 1.181474e-04 
5691 2.407810e+00 8.618846e-04 1.180087e+01 8.618846e-04 
5692 2.408672e+00 8.473949e-04 1.341656e+01 8.473949e-04 
5693 2.409519e+00 7.453475e-04 1.557090e+01 7.453475e-04 
5694 2.410265e+00 6.422238e-04 1.824429e+01 6.422238e-04 
5695 2.410907e+00 5.481168e-04 2.156277e+01 5.481168e-04 
5696 2.411455e+00 4.637623e-04 2.572448e+01 4.637623e-04 
5697 2.411919e+00 3.887347e-04 3.101060e+01 3.887347e-04 
5698 2.412307e+00 3.224703e-04 3.782154e+01 3.224703e-04 
5699 2.412630e+00 2.643996e-04 4.673703e+01 2.643996e-04 
5700 2.412894e+00 2.139631e-04 5.861262e+01 2.139631e-04 
5701 2.413108e+00 1.706117e-04 7.473586e+01 1.706117e-04 
5702 2.413279e+00 1.338046e-04 9.708141e+01 1.338046e-04 
5703 2.413413e+00 1.181474e-04 1.287252e+02 1.181474e-04 
5704 2.413531e+00 1.181474e-04 1.827089e+02 1.181474e-04 
5705 2.413649e+00 1.181474e-04 3.097894e+02 1.181474e-04 
5706 2.413767e+00 1.181474e-04 7.371535e+02 1.181474e-04 
5707 2.413885e+00 1.181474e-04 2.551189e+01 1.181474e-04 
5708 2.414003e+00 3.919741e-04 2.631770e+01 3.919741e-04 
5709 2.414395e+00 3.799724e-04 2.934513e+01 3.799724e-04 
5710 2.414775e+00 3.407721e-04 3.316173e+01 3.407721e-04 
5711 2.415116e+00 3.015524e-04 3.773110e+01 3.015524e-04 
5712 2.415418e+00 2.650334e-04 4.321004e+01 2.650334e-04 
5713 2.415683e+00 2.314277e-04 4.983081e+01 2.314277e-04 
5714 2.415914e+00 2.006791e-04 5.790497e+01 2.006791e-04 
5715 2.416115e+00 1.726968e-04 6.785147e+01 1.726968e-04 
5716 2.416287e+00 1.473807e-04 8.024079e+01 1.473807e-04 
5717 2.416435e+00 1.246249e-04 9.586185e+01 1.246249e-04 
5718 2.416559e+00 1.181474e-04 1.158237e+02 1.181474e-04 
5719 2.416678e+00 1.181474e-04 1.456757e+02 1.181474e-04 
5720 2.416796e+00 1.181474e-04 1.984875e+02 1.181474e-04 
5721 2.416914e+00 1.181474e-04 3.154006e+02 1.181474e-04 
5722 2.417032e+00 1.181474e-04 7.339330e+02 1.181474e-04 
5723 2.417150e+00 1.181474e-04 3.485580e+03 1.181474e-04 
5724 2.417268e+00 1.181474e-04 7.536839e+01 1.181474e-04 
5725 2.417386e+00 1.326816e-04 8.958890e+01 1.326816e-04 
5726 2.417519e+00 1.181474e-04 1.141101e+02 1.181474e-04 
5727 2.417637e+00 1.181474e-04 1.525082e+02 1.181474e-04 
5728 2.417755e+00 1.181474e-04 2.302768e+02 1.181474e-04 
5729 2.417874e+00 1.181474e-04 4.428376e+02 1.181474e-04 
5730 2.417992e+00 1.181474e-04 8.971264e+02 1.181474e-04 
5731 2.418110e+00 1.181474e-04 4.374586e+01 1.181474e-04 
5732 2.418228e+00 2.285931e-04 4.782620e+01 2.285931e-04 
5733 2.418457e+00 2.090904e-04 5.814904e+01 2.090904e-04 
5734 2.418666e+00 1.719719e-04 7.309714e+01 1.719719e-04 
5735 2.418838e+00 1.368043e-04 9.385308e+01 1.368043e-04 
5736 2.418975e+00 1.181474e-04 1.229441e+02 1.181474e-04 
5737 2.419093e+00 1.181474e-04 1.699297e+02 1.181474e-04 
5738 2.419211e+00 1.181474e-04 2.737493e+02 1.181474e-04 
5739 2.419329e+00 1.181474e-04 6.071135e+02 1.181474e-04 
5740 2.419447e+00 1.181474e-04 2.355569e+02 1.181474e-04 
5741 2.419565e+00 1.181474e-04 3.495992e+01 1.181474e-04 
5742 2.419683e+00 2.860419e-04 3.796156e+01 2.860419e-04 
5743 2.419969e+00 2.634244e-04 4.747991e+01 2.634244e-04 
5744 2.420233e+00 2.106154e-04 6.223008e+01 2.106154e-04 
5745 2.420443e+00 1.606940e-04 8.376917e+01 1.606940e-04 
5746 2.420604e+00 1.193757e-04 1.149789e+02 1.193757e-04 
5747 2.420724e+00 1.181474e-04 1.594672e+02 1.181474e-04 
5748 2.420842e+00 1.181474e-04 2.435688e+02 1.181474e-04 
5749 2.420960e+00 1.181474e-04 3.428122e+02 1.181474e-04 
5750 2.421078e+00 1.181474e-04 4.931218e+01 1.181474e-04 
5751 2.421196e+00 2.027897e-04 5.295693e+01 2.027897e-04 
5752 2.421399e+00 1.888327e-04 6.062015e+01 1.888327e-04 
5753 2.421588e+00 1.649617e-04 7.040495e+01 1.649617e-04 
5754 2.421753e+00 1.420355e-04 8.246521e+01 1.420355e-04 
5755 2.421895e+00 1.212633e-04 9.739063e+01 1.212633e-04 
5756 2.422016e+00 1.181474e-04 1.160488e+02 1.181474e-04 
5757 2.422134e+00 1.181474e-04 1.437167e+02 1.181474e-04 
5758 2.422252e+00 1.181474e-04 1.904965e+02 1.181474e-04 
5759 2.422370e+00 1.181474e-04 2.859986e+02 1.181474e-04 
5760 2.422489e+00 1.181474e-04 5.721732e+02 1.181474e-04 
5761 2.422607e+00 1.181474e-04 3.098853e+03 1.181474e-04 
5762 2.422725e+00 1.181474e-04 3.672837e+02 1.181474e-04 
5763 2.422843e+00 1.181474e-04 8.553027e+02 1.181474e-04 
5764 2.422961e+00 1.181474e-04 2.302522e+03 1.181474e-04 
5765 2.423079e+00 1.181474e-04 2.399922e+03 1.181474e-04 
5766 2.423197e+00 1.181474e-04 2.196918e+01 1.181474e-04 
5767 2.423316e+00 4.551831e-04 2.289030e+01 4.551831e-04 
5768 2.423771e+00 4.368663e-04 2.711660e+01 4.368663e-04 
5769 2.424208e+00 3.687778e-04 3.319190e+01 3.687778e-04 
5770 2.424576e+00 3.012783e-04 4.137091e+01 3.012783e-04 
5771 2.424878e+00 2.417157e-04 5.243455e+01 2.417157e-04 
5772 2.425119e+00 1.907140e-04 6.765481e+01 1.907140e-04 
5773 2.425310e+00 1.478092e-04 8.901013e+01 1.478092e-04 
5774 2.425458e+00 1.181474e-04 1.195717e+02 1.181474e-04 
5775 2.425576e+00 1.181474e-04 1.668054e+02 1.181474e-04 
5776 2.425694e+00 1.181474e-04 2.703439e+02 1.181474e-04 
5777 2.425812e+00 1.181474e-04 5.566750e+02 1.181474e-04 
5778 2.425931e+00 1.181474e-04 2.173719e+01 1.181474e-04 
5779 2.426049e+00 4.600410e-04 2.004420e+01 4.600410e-04 
5780 2.426509e+00 4.988973e-04 2.286016e+01 4.988973e-04 
5781 2.427008e+00 4.374422e-04 2.707584e+01 4.374422e-04 
5782 2.427445e+00 3.693330e-04 3.255121e+01 3.693330e-04 
5783 2.427814e+00 3.072082e-04 3.961734e+01 3.072082e-04 
5784 2.428122e+00 2.524147e-04 4.884911e+01 2.524147e-04 
5785 2.428374e+00 2.047120e-04 6.111190e+01 2.047120e-04 
5786 2.428579e+00 1.636343e-04 7.770817e+01 1.636343e-04 
5787 2.428742e+00 1.286866e-04 1.006305e+02 1.286866e-04 
5788 2.428871e+00 1.181474e-04 1.329765e+02 1.181474e-04 
5789 2.428989e+00 1.181474e-04 1.904348e+02 1.181474e-04 
5790 2.429107e+00 1.181474e-04 3.296511e+02 1.181474e-04 
5791 2.429226e+00 1.181474e-04 8.254345e+02 1.181474e-04 
5792 2.429344e+00 1.181474e-04 3.435151e+01 1.181474e-04 
5793 2.429462e+00 2.911080e-04 3.695448e+01 2.911080e-04 
5794 2.429753e+00 2.706032e-04 4.507124e+01 2.706032e-04 
5795 2.430024e+00 2.218710e-04 5.693381e+01 2.218710e-04 
5796 2.430245e+00 1.756425e-04 7.317583e+01 1.756425e-04 
5797 2.430421e+00 1.366571e-04 9.521928e+01 1.366571e-04 
5798 2.430558e+00 1.181474e-04 1.249690e+02 1.181474e-04 
5799 2.430676e+00 1.181474e-04 1.700917e+02 1.181474e-04 
5800 2.430794e+00 1.181474e-04 2.522711e+02 1.181474e-04 
5801 2.430912e+00 1.181474e-04 3.649078e+02 1.181474e-04 
5802 2.431030e+00 1.181474e-04 8.145513e+01 1.181474e-04 
5803 2.431148e+00 1.227670e-04 7.570660e+01 1.227670e-04 
5804 2.431271e+00 1.320889e-04 9.344367e+01 1.320889e-04 
5805 2.431403e+00 1.181474e-04 1.253535e+02 1.181474e-04 
5806 2.431521e+00 1.181474e-04 1.820097e+02 1.181474e-04 
5807 2.431640e+00 1.181474e-04 3.215235e+02 1.181474e-04 
5808 2.431758e+00 1.181474e-04 7.514871e+02 1.181474e-04 
5809 2.431876e+00 1.181474e-04 1.595489e+01 1.181474e-04 
5810 2.431994e+00 6.267670e-04 1.640531e+01 6.267670e-04 
5811 2.432621e+00 6.095589e-04 1.916860e+01 6.095589e-04 
5812 2.433230e+00 5.216865e-04 2.306755e+01 5.216865e-04 
5813 2.433752e+00 4.335094e-04 2.819120e+01 4.335094e-04 
5814 2.434186e+00 3.547207e-04 3.494480e+01 3.547207e-04 
5815 2.434540e+00 2.861656e-04 4.398212e+01 2.861656e-04 
5816 2.434826e+00 2.273651e-04 5.629699e+01 2.273651e-04 
5817 2.435054e+00 1.776294e-04 7.340594e+01 1.776294e-04 
5818 2.435231e+00 1.362288e-04 9.763751e+01 1.362288e-04 
5819 2.435368e+00 1.181474e-04 1.325385e+02 1.181474e-04 
5820 2.435486e+00 1.181474e-04 1.927697e+02 1.181474e-04 
5821 2.435604e+00 1.181474e-04 3.330524e+02 1.181474e-04 
5822 2.435722e+00 1.181474e-04 5.802726e+02 1.181474e-04 
5823 2.435840e+00 1.181474e-04 1.101419e+01 1.181474e-04 
5824 2.435958e+00 9.079199e-04 1.112257e+01 9.079199e-04 
5825 2.436866e+00 8.990730e-04 1.201089e+01 8.990730e-04 
5826 2.437765e+00 8.325777e-04 1.306404e+01 8.325777e-04 
5827 2.438598e+00 7.654602e-04 1.436343e+01 7.654602e-04 
5828 2.439363e+00 6.962125e-04 1.713346e+01 6.962125e-04 
5829 2.440060e+00 5.836532e-04 2.095800e+01 5.836532e-04 
5830 2.440643e+00 4.771448e-04 2.607747e+01 4.771448e-04 
5831 2.441120e+00 3.834728e-04 3.301184e+01 3.834728e-04 
5832 2.441504e+00 3.029216e-04 4.260077e+01 3.029216e-04 
5833 2.441807e+00 2.347376e-04 5.618517e+01 2.347376e-04 
5834 2.442042e+00 1.779829e-04 7.594462e+01 1.779829e-04 
5835 2.442220e+00 1.316749e-04 1.054723e+02 1.316749e-04 
5836 2.442351e+00 1.181474e-04 1.506460e+02 1.181474e-04 
5837 2.442469e+00 1.181474e-04 2.422169e+02 1.181474e-04 
5838 2.442588e+00 1.181474e-04 4.873556e+02 1.181474e-04 
5839 2.442706e+00 1.181474e-04 7.000501e+01 1.181474e-04 
5840 2.442824e+00 1.428469e-04 2.924037e+01 1.428469e-04 
5841 2.442967e+00 3.419929e-04 3.048354e+01 3.419929e-04 
5842 2.443309e+00 3.280459e-04 3.389627e+01 3.280459e-04 
5843 2.443637e+00 2.950177e-04 3.846647e+01 2.950177e-04 
5844 2.443932e+00 2.599667e-04 4.654494e+01 2.599667e-04 
5845 2.444192e+00 2.148461e-04 5.764616e+01 2.148461e-04 
5846 2.444407e+00 1.734721e-04 7.264032e+01 1.734721e-04 
5847 2.444580e+00 1.376646e-04 9.316469e+01 1.376646e-04 
5848 2.444718e+00 1.181474e-04 1.218193e+02 1.181474e-04 
5849 2.444836e+00 1.181474e-04 1.676450e+02 1.181474e-04 
5850 2.444954e+00 1.181474e-04 2.681108e+02 1.181474e-04 
5851 2.445072e+00 1.181474e-04 5.887454e+02 1.181474e-04 
5852 2.445190e+00 1.181474e-04 3.801011e+02 1.181474e-04 
5853 2.445308e+00 1.181474e-04 1.428887e+02 1.181474e-04 
5854 2.445427e+00 1.181474e-04 1.864321e+02 1.181474e-04 
5855 2.445545e+00 1.181474e-04 2.714498e+02 1.181474e-04 
5856 2.445663e+00 1.181474e-04 5.015416e+02 1.181474e-04 
5857 2.445781e+00 1.181474e-04 1.968793e+03 1.181474e-04 
5858 2.445899e+00 1.181474e-04 8.723206e+01 1.181474e-04 
5859 2.446017e+00 1.181474e-04 1.024600e+02 1.181474e-04 
5860 2.446135e+00 1.181474e-04 1.249277e+02 1.181474e-04 
5861 2.446254e+00 1.181474e-04 1.614149e+02 1.181474e-04 
5862 2.446372e+00 1.181474e-04 2.306134e+02 1.181474e-04 
5863 2.446490e+00 1.181474e-04 4.055481e+02 1.181474e-04 
5864 2.446608e+00 1.181474e-04 1.262736e+03 1.181474e-04 
5865 2.446726e+00 1.181474e-04 8.463077e+02 1.181474e-04 
5866 2.446844e+00 1.181474e-04 5.189370e+01 1.181474e-04 
5867 2.446962e+00 1.927016e-04 5.767886e+01 1.927016e-04 
5868 2.447155e+00 1.733738e-04 7.039868e+01 1.733738e-04 
5869 2.447329e+00 1.420481e-04 8.867805e+01 1.420481e-04 
5870 2.447471e+00 1.181474e-04 1.140986e+02 1.181474e-04 
5871 2.447589e+00 1.181474e-04 1.518275e+02 1.181474e-04 
5872 2.447707e+00 1.181474e-04 2.276166e+02 1.181474e-04 
5873 2.447825e+00 1.181474e-04 4.338533e+02 1.181474e-04 
5874 2.447943e+00 1.181474e-04 1.038377e+03 1.181474e-04 
5875 2.448061e+00 1.181474e-04 7.251623e+00 1.181474e-04 
5876 2.448179e+00 1.379002e-03 7.316042e+00 1.379002e-03 
5877 2.449558e+00 1.366859e-03 8.132635e+00 1.366859e-03 
5878 2.450925e+00 1.229614e-03 9.171077e+00 1.229614e-03 
5879 2.452155e+00 1.090385e-03 1.040238e+01 1.090385e-03 
5880 2.453245e+00 9.613186e-04 1.185998e+01 9.613186e-04 
5881 2.454207e+00 8.431717e-04 1.359596e+01 8.431717e-04 
5882 2.455050e+00 7.355125e-04 1.567913e+01 7.355125e-04 
5883 2.455785e+00 6.377905e-04 1.819993e+01 6.377905e-04 
5884 2.456423e+00 5.494528e-04 2.127849e+01 5.494528e-04 
5885 2.456973e+00 4.699581e-04 2.507655e+01 4.699581e-04 
5886 2.457443e+00 3.987789e-04 2.989204e+01 3.987789e-04 
5887 2.457841e+00 3.345373e-04 3.608963e+01 3.345373e-04 
5888 2.458176e+00 2.770879e-04 4.405702e+01 2.770879e-04 
5889 2.458453e+00 2.269786e-04 5.441054e+01 2.269786e-04 
5890 2.458680e+00 1.837879e-04 6.804570e+01 1.837879e-04 
5891 2.458864e+00 1.469601e-04 8.625873e+01 1.469601e-04 
5892 2.459011e+00 1.181474e-04 1.109349e+02 1.181474e-04 
5893 2.459129e+00 1.181474e-04 1.455611e+02 1.181474e-04 
5894 2.459247e+00 1.181474e-04 2.111592e+02 1.181474e-04 
5895 2.459365e+00 1.181474e-04 3.678110e+02 1.181474e-04 
5896 2.459483e+00 1.181474e-04 9.755611e+02 1.181474e-04 
5897 2.459601e+00 1.181474e-04 9.265469e+00 1.181474e-04 
5898 2.459720e+00 1.079276e-03 9.391523e+00 1.079276e-03 
5899 2.460799e+00 1.064790e-03 1.067352e+01 1.064790e-03 
5900 2.461864e+00 9.368976e-04 1.239103e+01 9.368976e-04 
5901 2.462801e+00 8.070355e-04 1.452869e+01 8.070355e-04 
5902 2.463608e+00 6.882933e-04 1.719039e+01 6.882933e-04 
5903 2.464296e+00 5.817205e-04 2.053965e+01 5.817205e-04 
5904 2.464878e+00 4.868632e-04 2.480907e+01 4.868632e-04 
5905 2.465364e+00 4.030785e-04 3.033048e+01 4.030785e-04 
5906 2.465768e+00 3.297014e-04 3.758474e+01 3.297014e-04 
5907 2.466097e+00 2.660654e-04 4.728097e+01 2.660654e-04 
5908 2.466363e+00 2.115016e-04 6.048292e+01 2.115016e-04 
5909 2.466575e+00 1.653359e-04 7.881016e+01 1.653359e-04 
5910 2.466740e+00 1.268872e-04 1.047496e+02 1.268872e-04 
5911 2.466867e+00 1.181474e-04 1.420972e+02 1.181474e-04 
5912 2.466985e+00 1.181474e-04 2.123834e+02 1.181474e-04 
5913 2.467103e+00 1.181474e-04 3.871117e+02 1.181474e-04 
5914 2.467221e+00 1.181474e-04 5.771999e+02 1.181474e-04 
5915 2.467340e+00 1.181474e-04 3.412663e+01 1.181474e-04 
5916 2.467458e+00 2.930263e-04 3.632321e+01 2.930263e-04 
5917 2.467751e+00 2.753061e-04 4.304834e+01 2.753061e-04 
5918 2.468026e+00 2.322970e-04 5.250304e+01 2.322970e-04 
5919 2.468258e+00 1.904652e-04 6.513649e+01 1.904652e-04 
5920 2.468449e+00 1.535238e-04 8.215981e+01 1.535238e-04 
5921 2.468602e+00 1.217140e-04 1.055544e+02 1.217140e-04 
5922 2.468724e+00 1.181474e-04 1.384754e+02 1.181474e-04 
5923 2.468842e+00 1.181474e-04 2.006853e+02 1.181474e-04 
5924 2.468960e+00 1.181474e-04 3.614358e+02 1.181474e-04 
5925 2.469079e+00 1.181474e-04 1.096387e+03 1.181474e-04 
5926 2.469197e+00 1.181474e-04 1.851583e+01 1.181474e-04 
5927 2.469315e+00 5.400785e-04 1.887051e+01 5.400785e-04 
5928 2.469855e+00 5.299274e-04 2.197244e+01 5.299274e-04 
5929 2.470385e+00 4.551155e-04 2.668746e+01 4.551155e-04 
5930 2.470840e+00 3.747078e-04 3.303318e+01 3.747078e-04 
5931 2.471215e+00 3.027259e-04 4.156250e+01 3.027259e-04 
5932 2.471517e+00 2.406015e-04 5.323863e+01 2.406015e-04 
5933 2.471758e+00 1.878335e-04 6.960475e+01 1.878335e-04 
5934 2.471946e+00 1.436684e-04 9.313037e+01 1.436684e-04 
5935 2.472089e+00 1.181474e-04 1.277168e+02 1.181474e-04 
5936 2.472208e+00 1.181474e-04 1.853108e+02 1.181474e-04 
5937 2.472326e+00 1.181474e-04 3.139411e+02 1.181474e-04 
5938 2.472444e+00 1.181474e-04 4.117065e+02 1.181474e-04 
5939 2.472562e+00 1.181474e-04 4.454793e+01 1.181474e-04 
5940 2.472680e+00 2.244773e-04 4.735759e+01 2.244773e-04 
5941 2.472905e+00 2.111594e-04 5.867466e+01 2.111594e-04 
5942 2.473116e+00 1.704313e-04 7.664282e+01 1.704313e-04 
5943 2.473286e+00 1.304754e-04 1.029755e+02 1.304754e-04 
5944 2.473417e+00 1.181474e-04 1.411732e+02 1.181474e-04 
5945 2.473535e+00 1.181474e-04 2.099393e+02 1.181474e-04 
5946 2.473653e+00 1.181474e-04 3.545216e+02 1.181474e-04 
5947 2.473771e+00 1.181474e-04 2.577673e+02 1.181474e-04 
5948 2.473889e+00 1.181474e-04 1.697062e+02 1.181474e-04 
5949 2.474008e+00 1.181474e-04 2.422116e+02 1.181474e-04 
5950 2.474126e+00 1.181474e-04 4.280890e+02 1.181474e-04 
5951 2.474244e+00 1.181474e-04 1.437628e+03 1.181474e-04 
5952 2.474362e+00 1.181474e-04 1.160515e+02 1.181474e-04 
5953 2.474480e+00 1.181474e-04 1.535532e+02 1.181474e-04 
5954 2.474598e+00 1.181474e-04 2.270283e+02 1.181474e-04 
5955 2.474716e+00 1.181474e-04 4.173270e+02 1.181474e-04 
5956 2.474835e+00 1.181474e-04 1.050364e+03 1.181474e-04 
5957 2.474953e+00 1.181474e-04 4.720072e+01 1.181474e-04 
5958 2.475071e+00 2.118612e-04 1.716475e+01 2.118612e-04 
5959 2.475283e+00 5.825891e-04 1.812060e+01 5.825891e-04 
5960 2.475865e+00 5.518582e-04 2.130225e+01 5.518582e-04 
5961 2.476417e+00 4.694341e-04 2.571938e+01 4.694341e-04 
5962 2.476887e+00 3.888119e-04 3.152134e+01 3.888119e-04 
5963 2.477275e+00 3.172454e-04 3.918567e+01 3.172454e-04 
5964 2.477593e+00 2.551953e-04 4.947612e+01 2.551953e-04 
5965 2.477848e+00 2.021177e-04 6.355944e+01 2.021177e-04 
5966 2.478050e+00 1.573330e-04 8.322584e+01 1.573330e-04 
5967 2.478207e+00 1.201550e-04 1.112274e+02 1.201550e-04 
5968 2.478327e+00 1.181474e-04 1.517150e+02 1.181474e-04 
5969 2.478446e+00 1.181474e-04 2.335272e+02 1.181474e-04 
5970 2.478564e+00 1.181474e-04 4.376334e+02 1.181474e-04 
5971 2.478682e+00 1.181474e-04 2.716226e+02 1.181474e-04 
5972 2.478800e+00 1.181474e-04 3.142161e+02 1.181474e-04 
5973 2.478918e+00 1.181474e-04 6.104214e+02 1.181474e-04 
5974 2.479036e+00 1.181474e-04 3.212726e+01 1.181474e-04 
5975 2.479154e+00 3.112622e-04 3.347732e+01 3.112622e-04 
5976 2.479466e+00 2.987097e-04 3.758447e+01 2.987097e-04 
5977 2.479764e+00 2.660674e-04 4.353238e+01 2.660674e-04 
5978 2.480031e+00 2.297140e-04 5.210512e+01 2.297140e-04 
5979 2.480260e+00 1.919197e-04 6.333963e+01 1.919197e-04 
5980 2.480452e+00 1.578790e-04 7.805585e+01 1.578790e-04 
5981 2.480610e+00 1.281134e-04 9.760462e+01 1.281134e-04 
5982 2.480738e+00 1.181474e-04 1.240335e+02 1.181474e-04 
5983 2.480856e+00 1.181474e-04 1.671236e+02 1.181474e-04 
5984 2.480974e+00 1.181474e-04 2.574721e+02 1.181474e-04 
5985 2.481093e+00 1.181474e-04 5.316622e+02 1.181474e-04 
5986 2.481211e+00 1.181474e-04 1.495293e+03 1.181474e-04 
5987 2.481329e+00 1.181474e-04 3.246530e+02 1.181474e-04 
5988 2.481447e+00 1.181474e-04 7.633756e+02 1.181474e-04 
5989 2.481565e+00 1.181474e-04 5.321348e+03 1.181474e-04 
5990 2.481683e+00 1.181474e-04 4.468480e+01 1.181474e-04 
5991 2.481801e+00 2.237897e-04 4.881366e+01 2.237897e-04 
5992 2.482025e+00 2.048607e-04 5.901275e+01 2.048607e-04 
5993 2.482230e+00 1.694549e-04 7.364623e+01 1.694549e-04 
5994 2.482400e+00 1.357843e-04 9.384996e+01 1.357843e-04 
5995 2.482535e+00 1.181474e-04 1.220953e+02 1.181474e-04 
5996 2.482653e+00 1.181474e-04 1.678249e+02 1.181474e-04 
5997 2.482772e+00 1.181474e-04 2.695585e+02 1.181474e-04 
5998 2.482890e+00 1.181474e-04 6.215434e+02 1.181474e-04 
5999 2.483008e+00 1.181474e-04 8.123069e+02 1.181474e-04 
6000 2.483126e+00 1.181474e-04 1.856446e+01 1.181474e-04 
6001 2.483244e+00 5.386638e-04 1.898673e+01 5.386638e-04 
6002 2.483783e+00 5.266836e-04 2.113097e+01 5.266836e-04 
6003 2.484310e+00 4.732389e-04 2.526467e+01 4.732389e-04 
6004 2.484783e+00 3.958097e-04 3.091509e+01 3.958097e-04 
6005 2.485179e+00 3.234666e-04 3.843469e+01 3.234666e-04 
6006 2.485502e+00 2.601816e-04 4.854987e+01 2.601816e-04 
6007 2.485762e+00 2.059738e-04 6.240369e+01 2.059738e-04 
6008 2.485968e+00 1.602469e-04 8.175964e+01 1.602469e-04 
6009 2.486128e+00 1.223097e-04 1.093413e+02 1.223097e-04 
6010 2.486251e+00 1.181474e-04 1.492998e+02 1.181474e-04 
6011 2.486369e+00 1.181474e-04 2.288380e+02 1.181474e-04 
6012 2.486487e+00 1.181474e-04 4.311771e+02 1.181474e-04 
6013 2.486605e+00 1.181474e-04 3.650046e+02 1.181474e-04 
6014 2.486723e+00 1.181474e-04 2.454992e+02 1.181474e-04 
6015 2.486842e+00 1.181474e-04 4.876724e+02 1.181474e-04 
6016 2.486960e+00 1.181474e-04 2.818997e+02 1.181474e-04 
6017 2.487078e+00 1.181474e-04 1.529215e+02 1.181474e-04 
6018 2.487196e+00 1.181474e-04 2.288515e+02 1.181474e-04 
6019 2.487314e+00 1.181474e-04 4.365020e+02 1.181474e-04 
6020 2.487432e+00 1.181474e-04 1.142204e+03 1.181474e-04 
6021 2.487550e+00 1.181474e-04 2.489882e+03 1.181474e-04 
6022 2.487669e+00 1.181474e-04 2.260953e+01 1.181474e-04 
6023 2.487787e+00 4.422914e-04 2.348513e+01 4.422914e-04 
6024 2.488229e+00 4.258013e-04 2.733160e+01 4.258013e-04 
6025 2.488655e+00 3.658768e-04 3.264984e+01 3.658768e-04 
6026 2.489021e+00 3.062802e-04 3.955236e+01 3.062802e-04 
6027 2.489327e+00 2.528294e-04 4.854318e+01 2.528294e-04 
6028 2.489580e+00 2.060022e-04 6.042404e+01 2.060022e-04 
6029 2.489786e+00 1.654970e-04 7.640085e+01 1.654970e-04 
6030 2.489951e+00 1.308886e-04 9.830345e+01 1.308886e-04 
6031 2.490082e+00 1.181474e-04 1.289516e+02 1.181474e-04 
6032 2.490200e+00 1.181474e-04 1.813496e+02 1.181474e-04 
6033 2.490318e+00 1.181474e-04 3.027177e+02 1.181474e-04 
6034 2.490437e+00 1.181474e-04 7.235326e+02 1.181474e-04 
6035 2.490555e+00 1.181474e-04 3.297597e+01 1.181474e-04 
6036 2.490673e+00 3.032511e-04 3.523080e+01 3.032511e-04 
