iter model_time time_step_prev dphi_dt_abs_max time_step_phi phi_integral
172 1.720000e-08 1.000000e-10 3.756041e+04 2.663394e-08 4.487299e-15
173 1.730000e-08 1.000000e-10 3.757474e+04 2.662378e-08 4.487297e-15
174 1.740000e-08 1.000000e-10 3.758908e+04 2.661362e-08 4.487295e-15
175 1.750000e-08 1.000000e-10 3.760343e+04 2.660347e-08 4.487293e-15
176 1.760000e-08 1.000000e-10 3.761778e+04 2.659332e-08 4.487291e-15
177 1.770000e-08 1.000000e-10 3.763214e+04 2.658317e-08 4.487289e-15
178 1.780000e-08 1.000000e-10 3.764651e+04 2.657303e-08 4.487287e-15
179 1.790000e-08 1.000000e-10 3.766087e+04 2.656289e-08 4.487286e-15
180 1.800000e-08 1.000000e-10 3.767525e+04 2.655276e-08 4.487284e-15
181 1.810000e-08 1.000000e-10 3.768963e+04 2.654263e-08 4.487282e-15
182 1.820000e-08 1.000000e-10 3.770401e+04 2.653250e-08 4.487280e-15
183 1.830000e-08 1.000000e-10 3.771840e+04 2.652238e-08 4.487278e-15
184 1.840000e-08 1.000000e-10 3.773280e+04 2.651226e-08 4.487276e-15
185 1.850000e-08 1.000000e-10 3.774720e+04 2.650214e-08 4.487274e-15
186 1.860000e-08 1.000000e-10 3.776160e+04 2.649203e-08 4.487272e-15
187 1.870000e-08 1.000000e-10 3.777601e+04 2.648193e-08 4.487270e-15
188 1.880000e-08 1.000000e-10 3.779043e+04 2.647182e-08 4.487268e-15
189 1.890000e-08 1.000000e-10 3.780485e+04 2.646173e-08 4.487266e-15
190 1.900000e-08 1.000000e-10 3.781928e+04 2.645163e-08 4.487264e-15
191 1.910000e-08 1.000000e-10 3.783371e+04 2.644154e-08 4.487262e-15
192 1.920000e-08 1.000000e-10 3.784815e+04 2.643145e-08 4.487260e-15
193 1.930000e-08 1.000000e-10 3.786259e+04 2.642137e-08 4.487258e-15
194 1.940000e-08 1.000000e-10 3.787704e+04 2.641129e-08 4.487256e-15
195 1.950000e-08 1.000000e-10 3.789149e+04 2.640122e-08 4.487254e-15
196 1.960000e-08 1.000000e-10 3.790595e+04 2.639115e-08 4.487252e-15
197 1.970000e-08 1.000000e-10 3.792041e+04 2.638108e-08 4.487250e-15
198 1.980000e-08 1.000000e-10 3.793488e+04 2.637102e-08 4.487248e-15
199 1.990000e-08 1.000000e-10 3.794936e+04 2.636096e-08 4.487246e-15
200 2.000000e-08 1.000000e-10 3.796384e+04 2.635091e-08 4.487244e-15
201 2.010000e-08 1.000000e-10 3.797832e+04 2.634086e-08 4.487242e-15
202 2.020000e-08 1.000000e-10 3.799281e+04 2.633081e-08 4.487240e-15
203 2.030000e-08 1.000000e-10 3.800731e+04 2.632077e-08 4.487238e-15
204 2.040000e-08 1.000000e-10 3.802181e+04 2.631073e-08 4.487236e-15
205 2.050000e-08 1.000000e-10 3.803632e+04 2.630069e-08 4.487234e-15
206 2.060000e-08 1.000000e-10 3.805083e+04 2.629066e-08 4.487232e-15
207 2.070000e-08 1.000000e-10 3.806535e+04 2.628064e-08 4.487230e-15
208 2.080000e-08 1.000000e-10 3.807987e+04 2.627061e-08 4.487228e-15
209 2.090000e-08 1.000000e-10 3.809440e+04 2.626059e-08 4.487226e-15
210 2.100000e-08 1.000000e-10 3.810893e+04 2.625058e-08 4.487224e-15
211 2.110000e-08 1.000000e-10 3.812347e+04 2.624057e-08 4.487222e-15
212 2.120000e-08 1.000000e-10 3.813801e+04 2.623056e-08 4.487220e-15
213 2.130000e-08 1.000000e-10 3.815256e+04 2.622056e-08 4.487218e-15
214 2.140000e-08 1.000000e-10 3.816712e+04 2.621056e-08 4.487215e-15
215 2.150000e-08 1.000000e-10 3.818168e+04 2.620056e-08 4.487213e-15
216 2.160000e-08 1.000000e-10 3.819624e+04 2.619057e-08 4.487211e-15
217 2.170000e-08 1.000000e-10 3.821082e+04 2.618058e-08 4.487209e-15
218 2.180000e-08 1.000000e-10 3.822539e+04 2.617060e-08 4.487207e-15
219 2.190000e-08 1.000000e-10 3.823997e+04 2.616062e-08 4.487205e-15
220 2.200000e-08 1.000000e-10 3.825456e+04 2.615065e-08 4.487203e-15
221 2.210000e-08 1.000000e-10 3.826915e+04 2.614067e-08 4.487201e-15
222 2.220000e-08 1.000000e-10 3.828375e+04 2.613071e-08 4.487199e-15
223 2.230000e-08 1.000000e-10 3.829835e+04 2.612074e-08 4.487197e-15
224 2.240000e-08 1.000000e-10 3.831296e+04 2.611078e-08 4.487195e-15
225 2.250000e-08 1.000000e-10 3.832757e+04 2.610083e-08 4.487193e-15
226 2.260000e-08 1.000000e-10 3.834219e+04 2.609088e-08 4.487191e-15
227 2.270000e-08 1.000000e-10 3.835682e+04 2.608093e-08 4.487189e-15
228 2.280000e-08 1.000000e-10 3.837145e+04 2.607098e-08 4.487187e-15
229 2.290000e-08 1.000000e-10 3.838608e+04 2.606104e-08 4.487185e-15
230 2.300000e-08 1.000000e-10 3.840072e+04 2.605111e-08 4.487183e-15
231 2.310000e-08 1.000000e-10 3.841537e+04 2.604118e-08 4.487181e-15
232 2.320000e-08 1.000000e-10 3.843002e+04 2.603125e-08 4.487179e-15
233 2.330000e-08 1.000000e-10 3.844468e+04 2.602132e-08 4.487177e-15
